data,Acre - PIB - Per Capita,Acre - PIB - Preços de Mercado,Acre - PIB - Estadual,Acre - PIB - Construção Civil,Acre - População,Acre - INCC (%),Acre - IPCA - Variação mensal durante o Plano Real (%),Acre - IGP-DI,Acre - Taxa Selic (%),Acre - IDH - Longevidade,Acre - IDH - Renda,Acre - IDH - Educação,Acre - NFSP - Fluxo Mensal (Milhões de reais),Acre - Estoque liquido de capital fixo - (R$),Acre - Desemprego,Acre - Produção de Cimento (t),Acre - Valor,Acre - Consumo de Cimento (t)
2013-06-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,2.25,2.88,0.32,0.02842080952,0.79,0.671,0.65,0.88,7469859.82561107,7.6,65953.0,-1.0,13572.0
2013-07-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,1.15,3.15,0.76,0.030177,0.79,0.671,0.65,0.76,7469859.82561107,7.5,74365.0,-1.0,14862.0
2013-08-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.48,3.18,0.14,0.03137373913,0.79,0.671,0.65,0.82,7469859.82561107,7.4,534262.0,-1.0,21954.0
2013-09-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.31,3.43,0.46,0.03217809091,0.79,0.671,0.65,0.73,7469859.82561107,7.1,153333.0,-1.0,19974.0
2013-10-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.43,3.79,1.36,0.033839,0.79,0.671,0.65,0.63,7469859.82561107,7.0,247799.0,-1.0,21355.0
2013-11-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.26,4.38,0.63,0.03510369565,0.79,0.671,0.65,0.71,7469859.82561107,6.8,184848.0,-1.0,20172.0
2013-12-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.35,4.95,0.28,0.0358381,0.79,0.671,0.65,0.81,7469859.82561107,6.9,-1.0,-1.0,13346.0
2014-01-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.1,5.91,0.69,0.0374662381,0.8,0.671,0.66,0.82,7469859.82561107,7.3,300015.0,-1.0,14602.0
2014-02-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.88,0.55,0.4,0.03845090909,0.8,0.671,0.66,0.77,7640474.20151994,7.8,-1.0,-1.0,17681.0
2014-03-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.33,1.24,0.85,0.0393598,0.8,0.671,0.66,0.75,7640474.20151994,8.1,-1.0,-1.0,6222.0
2014-04-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.28,2.18,1.48,0.040168,0.8,0.671,0.66,0.84,7640474.20151994,7.9,-1.0,-1.0,18829.0
2014-05-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.88,2.86,0.45,0.0409735,0.8,0.671,0.66,1.0,7640474.20151994,7.7,-1.0,-1.0,16499.0
2014-06-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,2.05,3.33,-0.45,0.041063,0.8,0.671,0.66,1.06,7640474.20151994,7.5,72151.0,-1.0,15178.0
2014-07-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.66,3.75,-0.63,0.041063,0.8,0.671,0.66,1.04,7640474.20151994,7.4,-1.0,-1.0,22065.0
2014-08-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.75,3.76,-0.55,0.041063,0.8,0.671,0.66,0.93,7640474.20151994,7.2,-1.0,-1.0,19242.0
2014-09-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.08,4.02,0.06,0.04106814286,0.8,0.671,0.66,0.9,7640474.20151994,7.0,-1.0,-1.0,23464.0
2014-10-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.15,4.61,0.02,0.041063,0.8,0.671,0.66,0.96,7640474.20151994,6.8,242262.0,-1.0,19835.0
2014-11-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.17,5.05,0.59,0.04114073913,0.8,0.671,0.66,0.87,7640474.20151994,6.6,-1.0,-1.0,21601.0
2014-12-01,695026.0985960275,873626.9421346168,0.89511811715,517569.4101327,776463.0,0.44,5.58,1.14,0.041957,0.8,0.671,0.66,0.91,7640474.20151994,6.3,-1.0,-1.0,15832.0
2015-01-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.08,6.41,0.38,0.043496,0.8,0.671,0.68,1.12,7640474.20151994,6.5,-1.0,-1.0,10781.0
2015-02-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.92,1.24,0.67,0.04433033333,0.8,0.671,0.68,1.04,7751228.17009106,6.8,-1.0,-1.0,18631.0
2015-03-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.31,2.48,0.53,0.045513,0.8,0.671,0.68,1.08,7751228.17009106,7.2,-1.0,-1.0,14777.0
2015-04-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.62,3.83,1.21,0.04703818182,0.8,0.671,0.68,1.09,7751228.17009106,7.2,-1.0,-1.0,13611.0
2015-05-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.46,4.56,0.92,0.04737575,0.8,0.671,0.68,1.03,7751228.17009106,7.1,-1.0,-1.0,16117.0
2015-06-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.95,5.34,0.4,0.049037,0.8,0.671,0.68,1.05,7751228.17009106,6.9,-1.0,-1.0,16339.0
2015-07-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,1.84,6.17,0.68,0.05053785714,0.8,0.671,0.68,1.13,7751228.17009106,7.0,-1.0,-1.0,18941.0
2015-08-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.55,6.83,0.58,0.05093956522,0.8,0.671,0.68,1.27,7751228.17009106,7.0,-1.0,-1.0,18967.0
2015-09-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.59,7.06,0.4,0.052531,0.8,0.671,0.68,1.36,7751228.17009106,6.9,-1.0,-1.0,20924.0
2015-10-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.22,7.64,1.42,0.052531,0.8,0.671,0.68,1.34,7751228.17009106,6.7,-1.0,-1.0,20363.0
2015-11-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.36,8.52,1.76,0.052531,0.8,0.671,0.68,1.45,7751228.17009106,6.6,-1.0,-1.0,16027.0
2015-12-01,759133.6545490791,1029082.164562225,0.9608058394416666,680114.055980938,790101.0,0.34,9.62,1.19,0.052531,0.8,0.671,0.68,1.49,7751228.17009106,6.6,-1.0,-1.0,19027.0
2016-01-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.1,10.67,0.44,0.052531,0.81,0.671,0.68,1.49,7751228.17009106,6.9,-1.0,-1.0,10150.0
2016-02-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.39,1.27,1.53,0.052531,0.81,0.671,0.68,1.55,7806241.86849827,7.5,-1.0,-1.0,13800.0
2016-03-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.54,2.18,0.79,0.052531,0.81,0.671,0.68,1.67,7806241.86849827,8.0,-1.0,-1.0,10761.0
2016-04-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.64,2.62,0.43,0.052531,0.81,0.671,0.68,1.67,7806241.86849827,8.1,-1.0,-1.0,12340.0
2016-05-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.55,3.25,0.36,0.052531,0.81,0.671,0.68,1.63,7806241.86849827,8.3,-1.0,-1.0,12832.0
2016-06-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.08,4.05,1.13,0.052531,0.81,0.671,0.68,1.62,7806241.86849827,8.4,-1.0,-1.0,13952.0
2016-07-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,1.93,4.42,1.63,0.052531,0.81,0.671,0.68,1.64,7806241.86849827,8.7,-1.0,-1.0,14225.0
2016-08-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.49,4.96,-0.39,0.052531,0.81,0.671,0.68,1.66,7806241.86849827,8.9,-1.0,-1.0,16078.0
2016-09-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.29,5.42,0.43,0.052531,0.81,0.671,0.68,1.61,7806241.86849827,9.0,-1.0,-1.0,14524.0
2016-10-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.33,5.51,0.03,0.052531,0.81,0.671,0.68,1.62,7806241.86849827,9.1,-1.0,-1.0,14342.0
2016-11-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.21,5.78,0.13,0.0521826,0.81,0.671,0.68,1.52,7806241.86849827,9.1,-1.0,-1.0,14289.0
2016-12-01,711116.5046642901,1036927.2558465832,0.8850093335916666,463529.140093891,803513.0,0.16,5.97,0.05,0.05166,0.81,0.671,0.68,1.41,7806241.86849827,9.1,-1.0,-1.0,11401.0
2017-01-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.35,6.29,0.83,0.050788,0.82,0.67,0.71,1.25,7806241.86849827,9.6,-1.0,-1.0,10406.0
2017-02-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.41,0.38,0.43,0.049115,0.82,0.67,0.71,1.2,7820758.2968949,10.3,-1.0,-1.0,9081.0
2017-03-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.65,0.71,0.06,0.047865,0.82,0.67,0.71,1.07,7820758.2968949,11.1,-1.0,-1.0,9545.0
2017-04-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.16,0.96,-0.38,0.045513,0.82,0.67,0.71,1.02,7820758.2968949,11.3,95729.0,-1.0,10130.0
2017-05-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,-0.02,1.1,-1.24,0.04353744444,0.82,0.67,0.71,1.0,7820758.2968949,11.3,248074.0,-1.0,14451.0
2017-06-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.63,1.42,-0.51,0.041957,0.82,0.67,0.71,0.93,7820758.2968949,11.4,45440.0,-1.0,13218.0
2017-07-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.93,1.18,-0.96,0.03837,0.82,0.67,0.71,0.86,7820758.2968949,11.7,43046.0,-1.0,13552.0
2017-08-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.3,1.43,-0.3,0.03785271429,0.82,0.67,0.71,0.75,7820758.2968949,11.9,560915.0,-1.0,15826.0
2017-09-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.36,1.62,0.24,0.034749,0.82,0.67,0.71,0.7,7820758.2968949,11.9,102331.0,-1.0,14869.0
2017-10-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.06,1.78,0.62,0.0318266,0.82,0.67,0.71,0.65,7820758.2968949,11.9,147549.0,-1.0,14734.0
2017-11-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.31,2.21,0.1,0.03056971429,0.82,0.67,0.71,0.65,7820758.2968949,12.0,109428.0,-1.0,12754.0
2017-12-01,660816.8204058575,1041666.7336906084,0.8091433075416666,363269.04977257,816687.0,0.31,2.5,0.8,0.028333,0.82,0.67,0.71,0.65,7820758.2968949,12.2,-1.0,-1.0,11925.0
2018-01-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.07,2.95,0.74,0.0268514,0.82,0.66,0.68,0.71,7820758.2968949,12.7,182689.0,-1.0,13114.0
2018-02-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.31,0.29,0.58,0.026481,0.82,0.66,0.68,0.68,7813724.30644261,13.3,-1.0,-1.0,8920.0
2018-03-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.13,0.61,0.15,0.02581005556,0.82,0.66,0.68,0.71,7813724.30644261,13.9,-1.0,-1.0,9724.0
2018-04-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.24,0.7,0.56,0.02528571429,0.82,0.66,0.68,0.69,7813724.30644261,13.7,93737.0,-1.0,9737.0
2018-05-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.29,0.92,0.93,0.02462,0.82,0.66,0.68,0.74,7813724.30644261,13.4,237692.0,-1.0,10136.0
2018-06-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.23,1.33,1.64,0.02462,0.82,0.66,0.68,0.73,7813724.30644261,13.1,29636.0,-1.0,14403.0
2018-07-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.97,2.6,1.48,0.02462,0.82,0.66,0.68,0.75,7813724.30644261,12.9,57930.0,-1.0,12871.0
2018-08-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.61,2.94,0.44,0.02462,0.82,0.66,0.68,0.77,7813724.30644261,12.7,527039.0,-1.0,15749.0
2018-09-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.15,2.85,0.68,0.02462,0.82,0.66,0.68,0.84,7813724.30644261,12.5,71654.0,-1.0,14269.0
2018-10-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.23,3.34,1.79,0.02462,0.82,0.66,0.68,0.87,7813724.30644261,12.3,161159.0,-1.0,15367.0
2018-11-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.35,3.81,0.26,0.02462,0.82,0.66,0.68,0.88,7813724.30644261,12.1,99998.0,-1.0,14595.0
2018-12-01,654746.1547304083,1069638.66047675,0.7892130661583333,303200.482324611,829619.0,0.13,3.59,-1.14,0.02462,0.82,0.66,0.68,0.86,7813724.30644261,11.9,-1.0,-1.0,9811.0
2019-01-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.13,3.75,-0.45,0.02462,0.82,0.66,0.68,0.85,7813724.30644261,12.3,156644.0,-1.0,11188.0
2019-02-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.49,0.32,0.07,0.02462,0.82,0.66,0.68,0.81,7827728.36985003,12.7,-1.0,-1.0,10381.0
2019-03-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.09,0.75,1.25,0.02462,0.82,0.66,0.68,0.75,7827728.36985003,13.2,-1.0,-1.0,8080.0
2019-04-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.31,1.51,1.07,0.02462,0.82,0.66,0.68,0.74,7827728.36985003,13.0,94592.0,-1.0,11154.0
2019-05-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.38,2.09,0.9,0.02462,0.82,0.66,0.68,0.7,7827728.36985003,12.8,215626.0,-1.0,12508.0
2019-06-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.03,2.22,0.4,0.02462,0.82,0.66,0.68,0.71,7827728.36985003,12.6,28677.0,-1.0,12126.0
2019-07-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.88,2.23,0.63,0.02462,0.82,0.66,0.68,0.7,7827728.36985003,12.4,52260.0,-1.0,14496.0
2019-08-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.58,2.42,-0.01,0.02462,0.82,0.66,0.68,0.69,7827728.36985003,12.3,539583.0,-1.0,16723.0
2019-09-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.42,2.54,-0.51,0.022751,0.82,0.66,0.68,0.62,7827728.36985003,12.0,78335.0,-1.0,15253.0
2019-10-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.46,2.49,0.5,0.02203519048,0.82,0.66,0.68,0.59,7827728.36985003,11.9,218485.0,-1.0,16531.0
2019-11-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.18,2.6,0.55,0.02078995652,0.82,0.66,0.68,0.57,7827728.36985003,11.7,116943.0,-1.0,15206.0
2019-12-01,672756.9795761924,1135171.4255402416,0.7739377285166666,308058.059561897,869265.0,0.04,3.12,0.85,0.018985,0.82,0.66,0.68,0.54,7827728.36985003,11.7,-1.0,-1.0,10160.0
