Ano, IPCA - Variação mensal durante o Plano Real (%)
2003,0.7240323223220154
2003,0.6902970479188117
2003,0.6696806488591152
2003,0.6604937853917251
2003,0.6483369045565663
2003,0.6327588982490451
2003,0.6380135035998685
2003,0.6346344548960355
2003,0.6323269495840285
2003,0.629038170305887
2003,0.6315074373857803
2003,0.6292469617617195
2004,0.6279521987366027
2004,0.6179234500456987
2004,0.6110282002564377
2004,0.602215193421453
2004,0.5930166849467975
2004,0.574475450988554
2004,0.5593363966337657
2004,0.5366506165950669
2004,0.521373108360619
2004,0.5156158255655208
2004,0.5071034898207396
2004,0.49695154200762154
2005,0.48314304575937705
2005,0.4753697952172824
2005,0.4664937288356185
2005,0.45500011822289416
2005,0.4387655535867955
2005,0.4302028729547594
2005,0.43137519896916166
2005,0.43164788662975945
2005,0.4277093852365702
2005,0.42251310841315276
2005,0.41074729082350503
2005,0.41011953273039736
2006,0.40932101377057445
2006,0.4028183365263698
2006,0.3998570076790366
2006,0.3979963710958243
2006,0.40566537472183184
2006,0.41490310308458767
2006,0.42674856537226186
2006,0.42587942595876177
2006,0.427904503700878
2006,0.4308949403404751
2006,0.4297781875807803
2006,0.42758787529016895
2007,0.4261722902551189
2007,0.42725451973462375
2007,0.42137461615334504
2007,0.4226987158945232
2007,0.42652929952047475
2007,0.42791223311095805
2007,0.4270491588284315
2007,0.4251241376010696
2007,0.42029712231476984
2007,0.422186667969427
2007,0.4244249038787387
2007,0.4244999572063965
2008,0.42499751688958015
2008,0.4302154047083354
2008,0.43138677344674287
2008,0.4338669727481246
2008,0.43215004625123277
2008,0.416568100772241
2008,0.4017041211332135
2008,0.3911930100262941
2008,0.393954511741958
2008,0.4032616547632046
2008,0.4104528122004031
2008,0.4155686208661097
2009,0.42654781975541456
2009,0.4330860958676656
2009,0.43810306680915617
2009,0.45007711682254004
2009,0.450431778065969
2009,0.44438897150567297
2009,0.4406435988198508
2009,0.4435740975951859
2009,0.4517057294318006
2009,0.45622427243418895
2009,0.4618168766069392
2009,0.46441671278506574
2010,0.4691088914703447
2010,0.4638866746250542
2010,0.45294119033764035
2010,0.455830055988475
2010,0.45199256789133924
2010,0.44525466016970866
2010,0.4546156103614938
2010,0.46385870197839746
2010,0.47615800181415463
2010,0.48069276691766893
2010,0.4792117692065355
2010,0.4797986866964565
2011,0.48580338191748407
2011,0.48231880155344464
2011,0.47658885677152174
2011,0.47247632187279454
2011,0.4647701832003508
2011,0.46077708942758305
2011,0.4586625612219078
2011,0.46066294820970477
2011,0.46060353699775625
2011,0.4616014514378777
2011,0.4639560877440755
2011,0.47216301042034353
2012,0.4733415062904513
2012,0.476080947409229
2012,0.48592164685380396
2012,0.495982472496991
2012,0.4931284401808382
2012,0.49478427430919536
2012,0.4943665113324502
2012,0.4915042848216534
2012,0.49533378651233206
2012,0.4926639045673969
2012,0.4912755604377996
2012,0.4951952296466009
2013,0.5046931182782365
2013,0.5124255618774355
2013,0.5277338631085374
2013,0.5336755979317418
2013,0.5388021137696795
2013,0.5488843980670126
2013,0.5580294451821031
2013,0.5639348917935356
2013,0.5721649314585118
2013,0.584033531345466
2013,0.5955117370578658
2013,0.6067679747989635
2014,0.6166578720311803
2014,0.6267255529646644
2014,0.6244938102208978
2014,0.6209952829426753
2014,0.6257914627476894
2014,0.6262539734123189
2014,0.6313860080878928
2014,0.6429578345522896
2014,0.6425793355672005
2014,0.6392578161601571
2014,0.6373515694579686
2014,0.6360469982134822
2015,0.6307582587964796
2015,0.6147595881948112
2015,0.5970521193441455
2015,0.5743851449816068
2015,0.5670526867581346
2015,0.5478333106966745
2015,0.5365873701380962
2015,0.5273742665657696
2015,0.5254036415611213
2015,0.5220003499305623
2015,0.5097139584731153
2015,0.4963303303387326
2016,0.48040303147219726
2016,0.45823456533834056
2016,0.43826536150923184
2016,0.43017906663756517
2016,0.4219991438558282
2016,0.4276360353070148
2016,0.42317444473343707
2016,0.40647624956293804
2016,0.40246642129784915
2016,0.40511717814949505
2016,0.3907469610472366
2016,0.3851019690388544
2017,0.3803888051781477
2017,0.37629963265532457
2017,0.3800045315218657
2017,0.38210560115814574
2017,0.3779774472025649
2017,0.36799631986469616
2017,0.3728976057660844
2017,0.366903937105431
2017,0.3589351548715466
2017,0.3543133490207389
2017,0.3527279000225793
2017,0.3672792049521601
2018,0.359951630964679
2018,0.35667711258697454
2018,0.3495024706940896
2018,0.33952771782031116
2018,0.3254327923342447
2018,0.3206049076093145
2018,0.30005325194201443
2018,0.2957038398442303
2018,0.30834113760507303
2018,0.31417531548889394
2018,0.32129895094480004
2018,0.35171837931005645
2019,0.3530778978870197
2019,0.36354094059536407
2019,0.3734846407574057
2019,0.3643719899254779
2019,0.36931620194113773
2019,0.37730270713988423
2019,0.39688038851284724
2019,0.4112473840791077
2019,0.4335809238132643
