Ano,Rio de Janeiro - IDH Renda
2014,0.7763560839541248
2015,0.7677853702928911
2016,0.7686749494104267
2017,0.7693726720841018
2018,0.7704974604553837
2019,0.7701790477695095
2020,0.7690135066576468
2021,0.7689238254447056
2022,0.7698259913942244
