Ano,Tocantins - IDH Longevidade
2014,0.7889357914515526
2015,0.7884304407391819
2016,0.7978265899277569
2017,0.7971744617393711
2018,0.7960994128065867
2019,0.7944720866980947
2020,0.7923331854888304
2021,0.7900907478059968
2022,0.791098997606542
