Ano,Sergipe
2014,0.7724991634259258
2015,0.7848774113215488
2016,0.7845935396235078
2017,0.7838293159529176
2018,0.7826319810395465
2019,0.7809621611340507
2020,0.7787769030553279
2021,0.776574803333085
2022,0.7777179672724563
