Ano,Rio Grande do Norte - IDH Longevidade
2014,0.8225771859521137
2015,0.8214586181147899
2016,0.8347069428041639
2017,0.8338621194227241
2018,0.8325768575520627
2019,0.8309020264204321
2020,0.8287113015495623
2021,0.8263214198722498
2022,0.826987003497
