Ano,São Paulo - IDH Longevidade
2014,0.851594516301908
2015,0.849644059327067
2016,0.8579890662570571
2017,0.8555335268258805
2018,0.8524911201736878
2019,0.8487175856440231
2020,0.8442373661571161
2021,0.844258944898672
2022,0.847373394434915
