Ano,Sergipe - IDH Longevidade
2008,0.7694022345355952
2009,0.771521034661808
2010,0.7731032393103453
2011,0.7741597109883893
2012,0.7746638962962963
2013,0.774635887654321
2014,0.7742722116255143
2015,0.7734615625943072
2016,0.7840030507427671
2017,0.7831851462648369
2018,0.7819292504707313
2019,0.7801955459680703
2020,0.7779405956015313
2021,0.7756624679289433
2022,0.7767226922861199
