Ano,Piauí - IDH Longevidade
2008,0.7448608295666244
2009,0.7463323295018118
2010,0.7473357861325045
2011,0.7478799162732057
2012,0.7479555353535353
2013,0.7475351632996633
2014,0.7468297602413019
2015,0.7457322402614105
2016,0.7536411544687192
2017,0.7525176230567845
2018,0.7510192251528558
2019,0.7491118819849337
2020,0.7467584167108366
2021,0.7448273636845492
2022,0.7465389422013263
