Ano,Minas Gerais
2014,0.8499373864267676
2015,0.8631832351985768
2016,0.8629271656711747
2017,0.8621932716412813
2018,0.8610290236086705
2019,0.8593952984821861
2020,0.8572494165260213
2021,0.8553629998465685
2022,0.8562141816508021
