Ano,Pernambuco - IDH Longevidade
2014,0.7969142820800599
2015,0.7967404722533983
2016,0.8090693588522714
2017,0.8087120278388416
2018,0.8077767576423726
2019,0.8061200992462246
2020,0.8038582900867904
2021,0.8013908619128624
2022,0.8017900311776679
