Ano,Rio de Janeiro - IDH Longevidade
2014,0.8180482210157126
2015,0.8159689061003554
2016,0.823362754592431
2017,0.8206684595553793
2018,0.8172746831513229
2019,0.8131178361650796
2020,0.8082194576346322
2021,0.808603044692326
2022,0.8122033214825375
