Ano,Bahia - IDH Longevidade
2008,0.7837575729099909
2009,0.7856242947514092
2010,0.7869779197580113
2011,0.7878288823956205
2012,0.7881331057239057
2013,0.7879775312008978
2014,0.7874756588009726
2015,0.7865152970343869
2016,0.7960092357054694
2017,0.7950100753150575
2018,0.7935564457982445
2019,0.7916070317799032
2020,0.7892076710326216
2021,0.7872265502174053
2022,0.7886107820553513
