Ano,Pará - IDH Longevidade
2014,0.7647068195379724
2015,0.7636823878328033
2016,0.7714237880080973
2017,0.7702804960088333
2018,0.7687605411005456
2019,0.7668296812005951
2020,0.7644505613097401
2021,0.7626733396106254
2022,0.7643709159388642
