Ano,Paraná - IDH Longevidade
2014,0.833112232033296
2015,0.8311215847027373
2016,0.8383857905531891
2017,0.8357844987852971
2018,0.8324921804930514
2019,0.8284460150833289
2020,0.8235774709999951
2021,0.8239026956363582
2022,0.8274393043305726
