Ano,Rio de Janeiro - IDH Longevidade
2008,0.8191632834533285
2009,0.8203664073135027
2010,0.8209956302835217
2011,0.8210617944277361
2012,0.8204671232323232
2013,0.8195060501683501
2014,0.8180482210157126
2015,0.8159689061003554
2016,0.823362754592431
2017,0.8206684595553793
2018,0.8172746831513229
2019,0.8131178361650796
2020,0.8082194576346322
2021,0.808603044692326
2022,0.8122033214825375
