Ano,Roraima - IDH Longevidade
2008,0.7528339113687895
2009,0.754681311679783
2010,0.7561478585375243
2011,0.757242260852343
2012,0.7578591905723906
2013,0.7583474564534232
2014,0.7584597444912085
2015,0.7580813898654758
2016,0.766431616489318
2017,0.7657435816247106
2018,0.7645384526815024
2019,0.7627692211070936
2020,0.7604755139350111
2021,0.7584278333836486
2022,0.7596485455094348
