Ano,Amapá - IDH Longevidade
2014,0.795157275355406
2015,0.7942537149683565
2016,0.8035140613078741
2017,0.8024698850631352
2018,0.800876238250693
2019,0.798774078091665
2020,0.7961171760999982
2021,0.7944005557454527
2022,0.7958915153586755
