Ano,Roraima - IDH Longevidade
2014,0.7584597444912085
2015,0.7580813898654758
2016,0.766431616489318
2017,0.7657435816247106
2018,0.7645384526815024
2019,0.7627692211070936
2020,0.7604755139350111
2021,0.7584278333836486
2022,0.7596485455094348
