Ano,Tocantins
2014,0.7873893539246634
2015,0.7984882232332797
2016,0.7983507889817598
2017,0.7977463152528288
2018,0.796723253003086
2019,0.7951526396397302
2020,0.7930756068797057
2021,0.7909006620505881
2022,0.7919825404188233
