,Bahia - value,Bahia - Consumo de Cimento (t),Bahia - IDH Educacao,Bahia - IDH Longevidade,Bahia - IDH,Bahia - Produção de Cimento (t),Bahia - IDH Renda,Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - Desemprego,Contratação Comercial (Bi R$),Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Comercial (Bi R$),Contratação Jurídico FGTS (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamentos Reformas e Ampliações (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Comercial (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - Livre (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Ativos Problemáticos P.Jurídica - Comercial (R$),Ativos Problemáticos P.Jurídica - Home equity (R$),Ativos Problemáticos P.Jurídica - Livre (R$),Ativos Problemáticos P.Jurídica - SFH (R$),Carteira de Crédito - Comercial (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica - Home equity (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Inadimplência P.Jurídica - SFH (%),Inadimplência P.Jurídica - FGTS (%),Inadimplência P.Jurídica - Livre (%),Inadimplência P.Jurídica - Comercial (%),Poupança e Empréstimo - SBPE (R$), Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%)
2012-10,0.4014349244220684,344.744,0.6380720699494948,0.7880164248316497,0.6923707310606061,112.59198811381272,0.6590030978550626,151745580.2819602,8617592.123598754,8.783183974534692,125782558.26721457,14.168753705110692,39477819.32303747,276991664.1561414,2412564054.7724338,2704674046.3129416,5501002862.319127,264517330.8116376,18756715.22098528,621812310.0205157,726695421.8292661,269350335555.4044,18713347924.53338,738014202.2833265,320863460118.8193,3391357.461467413,610348504.4717455,1162158128.5962744,8118824189.210009,8650697634.171879,17064050.765425403,43349326.512669176,34213034.267991066,170947717.8215083,399529669.7779897,10896580104.015266,65235114445.70123,121770864005.84816,171756072354.36243,1607906398.8216949,0.0,25484666921.603355,26575788503.478794,1.3556606360451813,2.3465764850189963,1.1066469833905856,0.8795482336962319,3.654910086362617,0.0,0.0,0.4166461445977527,0.0,479620156075.6572,1320512434.8715844,0.0,41457886699.51627,118264121103.93896,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735
2012-11,0.4029353726629475,312.801,0.6383666586419753,0.7880034602880658,0.6924646574074075,112.77710968743558,0.6592085819033751,151957692.92823103,8612900.850260545,8.78408403917153,125817889.50426848,14.23691446364445,39827878.78316128,275508588.2131033,2387521147.931604,2739037472.979794,5448173514.341436,257747763.3805501,21531292.60617133,611477539.9526107,715959922.332587,272656548322.1877,18957890583.14461,737556130.2109097,323191960018.03815,3999805.7631887216,629720268.6244316,1196013819.1998818,8172568000.763584,8715301342.491684,17067941.68808742,59549109.85074344,33741247.565139234,181799714.591384,430250191.3369664,10935996686.817028,65378712758.27504,123521410820.78264,173829164765.70856,1594658287.1280496,0.0,25561538924.43447,26614570486.209667,1.3601542735489027,2.338134791458633,1.1229615263484822,0.8891431053693963,3.70640350009386,0.0,0.0,0.4285941762403358,0.0,481647406598.1029,1318005914.7450356,0.0,42017145950.82837,120239347238.02403,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005
2012-12,0.4044499295096037,289.544,0.6386612473344556,0.7879904957444818,0.6925585837542088,112.93583748901588,0.6594140659516875,152169805.57450187,8608209.576922337,8.78498410380837,125853220.74132235,14.305075222178203,40194566.703135714,273941045.4483612,2361223426.453321,2773820436.404492,5392461395.753701,250692701.24264812,24416511.357631102,600697333.697302,704791554.677603,276014123444.8545,19207124187.44599,737067018.048124,325507963461.92786,4631319.054900677,649699280.7922453,1230790024.5988967,8226310342.926191,8780311868.196787,17071852.854939163,76425399.97519618,33402137.909432173,193282715.0306528,462039416.3940328,10976041415.417044,65532558519.88339,125307524536.605,175928136247.86157,1580449499.252241,0.0,25638459937.768665,26651829716.892586,1.3648937247783537,2.329445754597179,1.1400607901789792,0.8988087567905121,3.759853124705985,0.0,0.0053369226631813,0.4414330713835097,0.0,483598117794.1775,1315363867.0363135,0.0,42585682329.31237,122268393211.03516,0.4951952296466009,-8544.01174850321,2.257490310710041,0.6836336087568325,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339
2013-1,0.4060242128684125,327.49,0.638955836026936,0.7879775312008978,0.6926525101010101,113.12868591597962,0.6596195499999999,152381918.22077274,8603518.303584129,8.785884168445207,125888551.97837624,14.373235980711964,40578113.55966404,272287815.85462403,2333653132.9781995,2809025329.6298103,5333825104.319468,243348262.34524813,27413853.37063904,589465601.4199456,693184502.5359584,279423451622.4019,19461092883.09439,736546402.782011,327810913748.86804,5286201.985123297,670293209.7729495,1266497796.5239131,8280044530.728811,8845726650.371868,17075784.07924116,93987377.18341611,33198042.64637172,205405906.18139923,494911084.2001017,11016719680.125263,65696805665.56805,127129555138.36812,178053123697.16022,1565265568.5370648,0.0,25715419472.52668,26687534454.763927,1.3698825289683636,2.320506302739631,1.1579557741435178,0.90854498607206,3.81528505607361,0.0157230336798913,0.048627146051236,0.4551762976900808,0.0,485470682720.6822,1312584344.9936569,0.0,43163571966.00669,124351904037.64128,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6001335188895731,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873
2013-2,0.4076141445671697,288.031,0.6392680293326786,0.787935708500904,0.6927403747544894,112.44545638162924,0.6595752413194443,152549897.7713368,8595566.58643411,8.787060225059037,125906824.35216597,14.433981685713771,40978749.829449534,270547679.4246013,2304792510.1468506,2844654545.6985245,5272223237.802277,235710564.6356665,30524800.54046956,577776253.2858983,681132949.5792977,282884923553.82697,19719840815.74671,735993821.3996122,330100254177.2382,5964759.202376596,691509724.3643068,1303148186.7055223,8333763879.202429,8911543128.1016,17079735.174253937,112244221.77279052,33131299.121459786,218178475.08570585,528878934.00608265,11058036871.251633,65871608130.3708,128987852611.12505,180204264009.9434,1549092028.3253143,0.0,25792407039.62928,26721652959.060062,1.3751242253537628,2.311313364190987,1.1766574775035386,0.918351591326521,3.872725390071353,0.0413643512961987,0.0935376550284688,0.4698373228228538,0.0,487263494434.4182,1309665401.8653042,0.0,43750890991.9497,126490524732.51138,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7074393944091001,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463
2013-3,0.4092127822078881,317.118,0.6395802226384212,0.7878938858009102,0.6928282394079686,112.21668167368848,0.6595309326388888,152717877.32190084,8587614.86928409,8.788236281672866,125925096.72595568,14.494727390715582,41396705.989195496,268719416.15100217,2274623800.5998883,2880710477.653408,5207614393.965673,227775726.06122,33750834.76239708,565623199.4605169,668631079.4792652,286398929938.1267,19983412131.059826,735408810.887969,332375428045.418,6667295.355180574,713356493.3640816,1340752246.8743176,8387461703.378023,8977758740.470665,17083705.953238018,131205114.04070812,33204244.68019825,231609608.78565583,563956705.0628877,11099998379.1061,66057119849.333374,130882766939.92856,182381694082.55,1531914411.9597862,208407653.88080207,25869412149.997208,26754153489.01737,1.380622353169381,2.301863867256246,1.1961768995204825,0.928228370666376,3.9322002225738286,0.0682168914336673,0.140089515357909,0.4854296144446332,0.0,488974945992.1865,1306605090.8994944,0.0,44347715538.179794,128684900310.3144,0.5277338631085374,-7874.357530363,2.30250674180213,0.7231039597573724,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688
2013-4,0.4108385868319236,320.98,0.6398924159441638,0.7878520631009165,0.6929161040614479,112.30379701576256,0.6594866239583332,152885856.8724649,8579663.152134072,8.789412338286695,125943369.09974536,14.55547309571739,41832212.51560516,266801806.026536,2243129246.9779253,2917195518.5372367,5139957170.573196,219539864.569225,37093437.93169618,553000350.1091573,655673075.9075058,289965861474.29834,20251850974.690628,734790908.2341232,334635878651.78674,7394115.092055274,735841185.570036,1379321028.7608912,8441131318.286579,9044370926.56374,17087696.22945392,150879234.28455612,33419216.66808892,245708494.3233322,600158136.6214287,11142609593.998615,66253494757.49757,132814648109.83163,184585550811.31863,1513718252.7832737,484456603.0656047,25946424314.55122,26785004303.872227,1.3863804516500482,2.292154740240405,1.2165250394557896,0.9381751222041066,3.993735649455653,0.0962972491077183,0.1883037928025876,0.5019666402182258,0.0,490603430450.7882,1303401465.3444655,0.0,44954121735.73535,130935675785.71936,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569
2013-5,0.4123801757667476,332.452,0.6402046092499064,0.7878102404009227,0.6930039687149271,112.3011705875614,0.6594423152777777,153053836.42302898,8571711.434984053,8.790588394900523,125961641.47353508,14.6162188007192,42285499.88538181,264793629.0439118,2210291091.921575,2954112061.392785,5069210165.388395,210999098.10699823,40554091.94364126,539901615.3971767,642253122.5356631,293586108861.3389,20525201492.296,734139650.4251162,336881049294.7242,8145523.061520698,758971469.7799343,1418865584.0958357,8494766038.95908,9111377125.465498,17091705.816162176,171275762.80172285,33778552.4306339,260484318.7408191,637496967.9326154,11185875906.239128,66460886789.90512,134783846105.88722,186815971092.58844,1494489084.138573,770606244.0471046,26023433044.212067,26814173662.861004,1.3924020600305935,2.2821829114484635,1.2377128965709012,0.9481916440521928,4.057357766591443,0.1256220193337753,0.2382015531255338,0.5194618678064361,0.0073774521452329,492147340867.0244,1300052578.448457,0.0,45570185715.65479,133243496173.3952,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531
2013-6,0.4138845228525577,278.575,0.640516802555649,0.787768417700929,0.6930918333684063,112.21283987272685,0.6593980065972221,153221815.97359303,8563759.717834033,8.791764451514352,125979913.8473248,14.67696450572101,42756798.575228736,262693665.19583908,2176091578.071452,2991462499.2628274,4995331976.174809,202149544.621856,44134278.69350677,526320905.489931,628365403.035382,297260062798.24554,20803507829.53282,733454574.4479896,339110383272.60974,8921823.912096862,782755014.7915387,1459396964.6097434,8548359180.426506,9178774776.260618,17095734.526623305,192403879.8895968,34284589.3133347,275946269.08019906,675986938.2473605,11229802706.137585,66679449881.59781,136790710913.1482,189073091822.6981,1474212439.3684793,1066984742.8911502,26100427849.900497,26841629825.22008,1.398690717545848,2.2719453091854187,1.259751470127258,0.9582777343231168,4.123092669855816,0.1562077971272595,0.2898038620897774,0.5379287648720683,0.0183415820535132,493605070297.6961,1296556483.4597068,0.0,46195983608.976456,135609006488.01093,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899
2013-7,0.4152796442909029,340.828,0.6408289958613916,0.7877265950009351,0.6931796980218856,112.15464003154872,0.6593536979166665,153389795.52415708,8555808.000684015,8.792940508128181,125998186.22111449,14.73771021072282,43246339.0618492,260500694.47502697,2140512948.0681667,3029249225.19014,4918281200.695984,192987322.06111524,47835480.07656711,512252130.552777,614004101.0783069,300988113984.0154,21086814132.05799,732735217.2897848,341323323883.823,9723322.292303769,807199489.4026132,1500926222.0332077,8601904057.719843,9246561318.03378,17099782.17409783,214272765.84556508,34939664.661693335,292103532.38355565,715641786.8165734,11274395384.003937,66909337967.6174,138835592516.66748,191357049897.98645,1452873851.815786,1373720265.6635594,26177398242.53727,26867341050.18584,1.4052499634306406,2.261438861756269,1.2826517593863005,0.9684331911293584,4.190966455123385,0.1880711775035947,0.343131785458348,0.5573807990779299,0.0299041663680943,494975011799.6044,1292911233.6264534,0.0,46831591546.73877,138032851744.23547,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006
2013-8,0.4168753267036522,370.848,0.6411411891671343,0.7876847723009414,0.6932675626753648,112.09364871284508,0.659309389236111,153557775.07472113,8547856.283533996,8.79411656474201,126016458.59490418,14.798455915724627,43754351.82194648,258213496.87418485,2103537444.5523355,3067474632.217495,4838016436.715459,183508548.3720924,51659177.98809687,497689200.75107145,599163400.3360823,304770653117.64545,21375164545.52839,731981115.9375435,343519314426.7436,10550322.850661453,832312562.4109204,1543464408.0968206,8655393985.870071,9314734189.869656,17103848.571846277,236891600.9670165,35746115.821211755,308965295.69297147,756475252.8911672,11319659330.148129,67150704983.00566,140918840901.49805,193667982214.7924,1430458854.8232903,1690940978.43018,26254333733.043133,26891275596.99464,1.4120833369198014,2.2506604974660127,1.306424763609469,0.9786578125833996,4.261005218268769,0.2212287554782019,0.3982063889942755,0.5778314380868238,0.0420734188999911,496255558429.5505,1289114882.196936,0.0,47477085659.9801,140515676956.73782,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934
2013-9,0.4185004598377959,355.831,0.6414533824728769,0.7876429496009476,0.693355427328844,111.48302650498913,0.6592650805555554,153725754.62528518,8539904.566383976,8.79529262135584,126034730.9686939,14.859201620726438,44281067.33222385,255830852.3860218,2065147310.164568,3106141113.38767,4754496281.99678,173709341.50210398,55606854.32337044,482626026.2501704,583837484.4803524,308608070898.1329,21668603215.6009,731191807.3783072,345697798199.7509,11403130.235689923,858101902.6142242,1587022574.531175,8708822279.908176,9383290830.852924,17107933.533129174,260269565.55133823,36706280.13739175,326540746.0505308,798501075.7220511,11365599934.880108,67403704862.80434,143040806052.69275,196006025669.4547,1406952981.733785,2018775047.2568307,26331223832.33884,26913401724.882866,1.4191943772481603,2.239607144619648,1.331081482058205,0.9889513967977208,4.333235055166585,0.2556971260665052,0.4550487384605896,0.5992941495615575,0.0548575534602202,497445103244.33527,1285165482.4193928,0.0,48132542079.73886,143058127140.18698,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316
2013-10,0.4199603926747535,369.849,0.6417655757786195,0.7876011269009539,0.6934432919823232,110.91816945189484,0.659220771875,153893734.17584926,8531952.849233957,8.796468677969667,126053003.3424836,14.919947325728248,44826716.06938458,253351541.0032472,2025324787.54548,3145251061.7434382,4667679334.303493,163585819.39846662,59679990.97766228,467056517.21543074,568020537.1827618,312500758024.47473,21967174287.932407,730366828.5991174,347858218501.2246,12282049.095909197,884575178.8102875,1631611773.0668633,8762182254.865139,9452228680.068266,17112036.871207036,284415839.89591867,37822494.95573521,344839070.49831647,841732994.5601373,11412222588.509829,67668491542.055214,145201837955.30453,198371317158.31223,1382341765.8900657,2357350638.209351,26408058051.34514,26933687693.08689,1.4265866236505471,2.2282757315221726,1.3566329139939486,0.999313741884803,4.407682061691448,0.2914928842839261,0.5136798996203202,0.6217824011649351,0.0682647838597971,498542039300.7599,1281061087.5420623,0.0,48798036937.05342,145660847309.2519,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813
2013-11,0.4215022051268096,346.788,0.6420777690843621,0.7875593042009601,0.6935311566358024,110.15524229430308,0.6591764631944443,154061713.7264133,8524001.132083938,8.797644734583496,126071275.71627332,14.980693030730055,45391528.51013196,250774342.7185703,1984052119.3356848,3184806870.327575,4577524191.399135,153134100.00849682,63880069.846246846,450974583.81220907,551706742.114955,316449105195.6681,22270921908.1798,729505716.5870157,350000018629.5442,13187384.079839284,911740059.7968729,1677243055.434478,8815467225.771942,9521545176.600355,17116158.399340395,309339604.2981463,39097097.62174398,363869456.078411,886184748.656338,11459532681.34723,67945218955.80005,147402286594.38632,200763993577.70383,1356610740.634929,2706795917.3535824,26484825900.982788,26952101760.843094,1.4342636153617918,2.216663186478585,1.383090058678141,1.0097446459571275,4.484372333717975,0.3286326251458863,0.5741209382364969,0.6453096605597612,0.0823033239097373,499544759655.6256,1276799750.8131838,0.0,49473646362.96217,148324482478.6015,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995
2013-12,0.4229009947105988,284.115,0.6423899623901047,0.7875174815009663,0.6936190212892818,109.48077314603644,0.6591321545138888,154229693.27697736,8516049.41493392,8.798820791197326,126089548.090063,15.041438735731866,45975735.13116924,248098037.52470028,1941311548.1757927,3224810932.182856,4483989451.047254,142350301.2795112,68208572.82439853,434374136.20586175,534890282.9485761,320453503110.71027,22579890221.99997,728608008.3290436,352122641883.0892,14119439.836000184,939604214.3717446,1723927473.364612,8868670507.659569,9591237759.533869,17120297.930789772,335050039.05540806,40532425.48092008,383641089.83289886,931870077.261562,11507535603.702272,68234041039.080605,149642501954.99103,203184191823.9684,1329745439.311167,3067239050.7553425,26561516892.17253,26968612187.38785,1.4422288916167243,2.204766437793884,1.4104639153722225,1.020243907127175,4.563331967120779,0.3671329436678101,0.6363929200721496,0.6698893954088428,0.0969813874210573,500451657365.7332,1272379525.4809954,0.0,50159446488.5035,151049677662.90485,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329
2014-1,0.4242924733756089,363.43,0.6427021556958473,0.7874756588009726,0.693706885942761,109.17626575923546,0.6590878458333332,154397672.8275414,8508097.6977839,8.799996847811155,126107820.46385272,15.102184440733676,46620677.8836,246005326.4284,1898132519.894,3272294065.0304,4400997760.404799,131637046.9976,72386719.0108,418461968.96,518117949.4376,324441689343.6612,22890966766.4652,727673240.8122427,354203622693.544,15145865.9792,968005716.6116,1767638210.1988,8931303350.3968,9661752131.7492,17159311.658,365141201.4948,42164422.686,404992881.318,977588028.4832,11554750683.5864,68455285811.89,151838609495.68442,205727604266.394,1303650121.3408,3427114114.4016,26637830327.8448,26983494726.221603,1.4499999999999995,2.192,1.4372,1.0332,4.644,0.4063999999999999,0.7012,0.6968,0.1119047619047619,501253297259.2,1268305877.7324,0.0,50819968020.8944,153748971318.776,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775
2014-2,0.4256191577872104,346.29,0.6428667539992907,0.7873956286537571,0.6937048504284746,108.80771989001872,0.659032900318287,154517647.24090815,8498278.169476679,8.800570900979874,126113358.14677247,15.147381185335057,47091250.1286,241647841.12993848,1849558055.672077,3301831079.577708,4259555381.019031,119246916.51452307,77128939.74118462,398266549.19538456,499555221.82336926,328695326311.8985,23216793258.76828,726700951.0236545,356316048818.8932,16005788.668046154,997595487.2846768,1824460854.3038,8958573516.094492,9740327129.32997,17117331.61953846,387477650.2428769,43943666.705230765,424399174.09761536,1028190290.9539694,11607233888.328323,68948351168.71654,154467893080.90207,207850137132.04932,1270502801.127723,3833028083.881216,26714515431.82904,26996826717.76429,1.4599999999999995,2.1816153846153847,1.468353846153846,1.0389692307692309,4.728615384615384,0.4513999999999999,0.7681230769230769,0.7210307692307693,0.1287229437229437,501977378363.4307,1262515150.2735538,0.0,51586429936.13441,156764993765.3441,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664
2014-3,0.4268505936649028,344.15399999999994,0.6430313523027341,0.7873155985065416,0.6937028149141882,108.46400618815728,0.6589779548032406,154637621.65427488,8488458.641169459,8.801144954148594,126118895.82969224,15.192577929936434,47947677.95748888,239040125.37549403,1804610900.4461508,3335643445.5225224,4195399734.580512,107819448.36452308,83045931.8789624,380488869.3783475,480098964.1707767,332893705526.3367,23541578573.55532,725690675.9503205,358418839367.0561,16999316.13286097,1027705846.75801,1874379400.6749115,9032121496.915972,9784338506.75256,17053644.76472365,409292969.473988,45629565.096341886,447133985.2794673,1077639856.976562,11656983309.207212,69210268368.94507,156408496233.03357,210840742217.608,1240667508.5866115,4227334835.772328,26792106178.00607,27003510345.22244,1.467407407407407,2.166059829059829,1.50205754985755,1.0500803418803415,4.814911680911682,0.4865851851851851,0.8292341880341879,0.748808547008547,0.1452446828533785,502594341826.39374,1257733527.5379984,0.0,52333923696.34478,159705567454.6715,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803
2014-4,0.4280440171948522,342.018,0.6431959506061775,0.7872355683593262,0.6937007793999018,108.10286471948446,0.6589230092881944,154757596.06764162,8478639.112862237,8.801719007317311,126124433.512612,15.237774674537814,48481346.97427459,236911414.9612084,1755560161.7947228,3398570322.8460946,4075622235.736941,96082635.99666592,86177733.23789096,363692114.7279903,463368132.0829196,336961910037.6664,23865862124.2546,724641952.5792823,360375265545.5401,18192467.82036097,1058005289.82551,1917522882.9109824,9082855533.18633,9882894776.28399,17192683.76615222,451450401.53291655,48041639.912413314,470901498.9094672,1126066783.426205,11705248950.913284,69457711516.21542,159064735620.47894,213075506731.62256,1212317942.0326831,4610343629.086968,26866621358.32964,27016538869.024937,1.477050264550264,2.1546312576312574,1.526700407000407,1.065080341880342,4.901697395197395,0.536942328042328,0.9070913308913308,0.7802371184371184,0.1619113495200451,503077924842.8223,1253515743.9476414,0.0,52961916801.89906,162484867672.83255,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797
2014-5,0.4293846321622612,339.88199999999995,0.6433605489096208,0.7871555382121107,0.6936987438856155,107.7300931612229,0.6588680637731481,154877570.48100838,8468819.584555015,8.802293060486031,126129971.19553174,15.282971419139193,49045466.652895294,234334214.5612084,1709774520.1009293,3450502607.7391973,3969118488.8638377,85345062.00666592,92007882.05616684,345856502.52040416,443989064.75671273,340992004984.6802,24187896640.71392,723554317.8975815,362401240070.8711,19318738.526912693,1088252278.3499928,1961221075.398224,9141453137.21564,9991715940.44192,17412727.965462565,490548294.90326136,52730284.737240896,500423442.36601895,1173234924.7448256,11749290748.497076,69709374664.49403,161734925647.002,215238279597.1625,1186073406.6937177,4996053609.642141,26924617396.684464,27022139044.20873,1.4863606093778503,2.142562292114016,1.549803855276269,1.0768044798113765,4.98342153312843,0.590390603904397,0.996746503305124,0.8367888425750496,0.2003113495200451,503506500454.8913,1247821559.1228137,0.0,53784879435.50976,165046405292.43634,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221
2014-6,0.4305748305289191,337.746,0.6435251472130642,0.7870755080648952,0.693696708371329,107.341484725909,0.6588131182581017,154997544.89437512,8459000.056247793,8.80286711365475,126135508.8784515,15.328168163740571,48709670.10022862,234906949.90354168,1651754722.160596,3489573332.4778643,3838842440.711838,73040849.6923326,104268414.03583346,270710955.20940423,430174267.417046,344724869007.5678,24497596369.491245,722427308.8922596,364220882187.6547,20355689.469246022,1113738312.4366596,1998306897.169557,9208390893.659307,10087345164.443918,17510480.011795897,524384488.596928,63298219.06190757,526772634.33235234,1217898353.9754922,11788146090.319742,69898544319.90105,164354883713.41702,217204324020.4636,1166204628.9193845,5475131263.667476,26843896767.333134,27009308895.15406,1.4846939427111836,2.1092289587806827,1.557803855276269,1.089471146478043,5.01842153312843,0.6167239372377302,1.0637465033051237,0.8657888425750495,0.2368498110585067,503780453136.5579,1239626193.2014804,0.0,54594551062.55176,167437080515.08102,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047
2014-7,0.4316274012123802,335.61,0.6436897455165076,0.7869954779176798,0.6936946728570427,106.93772162517476,0.6587581727430555,155117519.30774185,8449180.527940571,8.803441166823468,126141046.56137124,15.373364908341951,48229557.15345444,227412332.9312836,1602877833.5438218,3510770219.9488325,3734943249.3705473,68194542.36136486,107386970.7455109,232074390.93972683,418762610.1867235,348230698685.9714,24795683556.39028,721260462.5503579,365894184797.8338,21308027.01150409,1134291453.016982,2033624291.240203,9280952868.161888,10199799490.189402,17675504.84276364,556379310.6662829,88726761.41287531,553505432.3291266,1260231979.9506533,11780827761.066196,70032626499.59717,166918251396.48026,219013363080.48425,1149770431.3100295,5955067215.74812,26705168703.84571,26993989184.52084,1.4892100717434418,2.0930999265226182,1.567803855276269,1.097213081961914,5.067453791192946,0.6483368404635368,1.1079400516922204,0.894175939349243,0.265630753198252,503952637479.1386,1229244093.3730934,0.0,55354803152.168205,169701410346.51816,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052
2014-8,0.4323057752174626,333.47399999999993,0.643854343819951,0.7869154477704643,0.6936926373427563,106.51768567683348,0.6587032272280092,155237493.7211086,8439360.999633351,8.804015219992188,126146584.244291,15.418561652943332,47525068.59720443,226867520.5456586,1554594174.8316343,3522160863.569144,3642638654.806484,67777667.14136486,111330385.35551092,226881623.0166018,398314842.6685983,351531218465.1438,25081830976.2759,720053315.8589184,367457784301.9151,22461317.815566592,1152866930.960107,2067327049.5177023,9371483815.4172,10294696108.508154,18008067.955888636,587618733.9806579,105989417.2906878,583067821.6381891,1299882533.5875282,11772677146.651508,70120159595.8881,169180556540.919,220905728097.282,1139542493.2169046,6419878257.129995,26536284477.156025,26972507909.51803,1.4926475717434422,2.0787249265226184,1.578116355276269,1.112838081961914,5.119016291192946,0.6786493404635368,1.1726275516922209,0.933550939349243,0.3027823343471141,503941841244.7636,1216741647.0602808,0.0,56093324256.63383,171774099631.21344,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906
2014-9,0.43303951706698,331.338,0.6440189421233944,0.7868354176232488,0.6936906018284699,106.08456364272917,0.6586482817129629,155357468.13447532,8429541.47132613,8.804589273160907,126152121.92721076,15.463758397544712,46997745.84720442,226085991.37414345,1504513466.660725,3507057134.362781,3545401205.7858787,67476071.0859103,119909475.57278363,216150961.6059957,384149808.55890137,354623600518.0893,25354921126.26136,718805405.8049823,368977866177.949,23683973.47526356,1170343079.527986,2099838959.6904297,9470252968.669626,10405197359.169365,19058642.7534644,618580574.1452034,123315669.45008174,612826364.8287951,1337410139.3048012,11765591848.4609,70160959264.89537,171370164564.1172,222646270659.7908,1139867248.5350864,6872205991.360905,26344782920.379963,26946869499.666206,1.496889995985866,2.068724926522618,1.58902544618536,1.134050203174035,5.166592048768704,0.7086493404635369,1.2565669456316146,0.9632479090462128,0.3440628632330913,503858252220.5212,1205479185.2772503,0.0,56737754820.03989,173672064496.2016,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177
