Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2014,33.03126498957178,953.0981659474495,1382.4432799390245,23.914605845303132,16.608337875863292,67.06054003410249,3.0882521186421337
2015,31.2241264489572,953.1111468350665,1377.2194498495699,23.862879693503032,16.78302730301395,67.63679526077148,3.072316355816057
2016,29.30845881204585,952.9847328842958,1353.7083952623611,23.814967496485426,16.659955876667503,67.36329616921343,3.0493493074650306
2017,27.027249471987744,953.0360507132142,1260.88806184936,23.920270860439434,16.556340679480126,66.7825259589078,2.9727441726084494
2018,27.485115857614268,953.1784853815984,1250.680995612569,24.117232629608463,16.399497132815387,65.6534732660917,2.9038665049880397
2019,29.09742807640927,953.1148058074617,1333.2912988897865,24.27676037098352,15.88865674610851,63.576345590733204,2.6037808716247697
2020,30.513520355054425,953.0639614762878,1377.234292199969,24.380377369473965,15.817374730629856,62.81180016285577,2.1085718308148125
2021,34.09749860959092,953.0961798784224,1403.018305211639,24.2855678334351,15.78392774374697,62.584819954546596,2.0482478660969576
2022,36.08709714474441,953.164444963354,1411.8476771226951,24.08473678982294,15.520434916032782,62.20376212761793,2.2657752139751106
