Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2003,18.64522727844692,1006.7580303155304,2330.396397018254,26.76646285764779,21.887350745292537,75.16543564429865,4.896976171329728
2004,17.130045292156005,1006.9206167719836,7472.792469323032,26.831551850392938,21.801060548152723,74.47150512959065,5.12148567966477
2005,19.169803222482834,1007.0622203188173,14220.76531883041,26.77612476511045,21.75175633140894,74.49320858198494,5.757187263612834
2006,21.685758020909,1007.010898650084,17267.573042442866,26.58732046174954,21.621065882831104,74.7430465837634,6.059689476771964
2007,23.717621789374306,1006.9191215269035,18589.708712514308,26.426481785899472,21.587673876436494,75.33140594466578,5.585780238332138
2008,22.830933831271782,1006.8933088180037,19153.860798341684,26.49554321354967,21.68601742847267,75.48166100858315,5.066970778814827
2009,19.600176324695475,1006.7741542562593,19116.520066177167,26.52754151519971,21.70779640962338,75.44419415112829,4.900126255579607
2010,18.602660636795925,1006.7952958689517,14819.658458021033,26.43393393909109,21.583520516752486,75.29970881318762,4.74158357819381
2011,18.42275277938319,1007.0367445365664,8435.61925020788,26.447358929373948,21.511551726542482,74.91203587815504,4.560175945218207
2012,19.489672111830185,1007.1957445408701,4927.337151789028,26.50907563633018,21.59839353974441,75.02944442153306,4.420323029497326
2013,21.00342941663184,1007.4087409431644,3447.3526959401565,26.512993058393608,21.752016699535833,75.69580271616259,4.276033995860904
2014,20.055984167608194,1007.6736133281041,2597.4631605336353,26.561501614752952,21.94090368850837,76.32741633522164,4.207061218459912
2015,18.767636010238178,1007.6974690521516,2135.924411005026,26.644474508779386,22.123959628243508,76.79539867633339,4.212680293573971
2016,17.848193385925978,1007.5848188138553,1862.8753738202856,26.59473236581025,22.20241978692846,77.39037661908786,4.18344962946744
2017,17.563357224412364,1007.5477098085897,1681.959852829554,26.577376247624745,22.31027914785675,77.98249995573809,4.075227660590391
2018,19.87781352965181,1007.4875167404206,1605.8021122739829,26.649897939737546,22.468823609561767,78.40704262248379,3.9629879794871687
2019,18.636654258021757,1007.3614191132568,1639.6809932236163,26.746056623975075,22.561765126029936,78.39724605643617,3.958485583000199
2020,15.650388646812296,1007.1540038729186,1723.1666304892678,26.91476557340556,22.66807871969853,78.12741743943565,3.9885960118192467
2021,15.706376683095886,1007.0632908783847,1750.676178160105,26.938520880424353,22.678212186024894,78.07862774537023,3.9698258966200908
2022,16.086679623809168,1007.1067364934111,1727.7736389568436,26.841947558891487,22.60537967657439,78.1814933470179,3.9585058657421475
