Ano,São Paulo - IDH Educacao
2008,0.8099706539756034
2009,0.8125235713619549
2010,0.8148961661252925
2011,0.8170834512437697
2012,0.8188218666666667
2013,0.8210570222222223
2014,0.822811774074074
2015,0.8236294219135804
2016,0.8320290986251404
2017,0.8315771985001532
2018,0.8320842165456216
2019,0.8323645998679509
2020,0.8308522907650372
2021,0.8293843171982225
2022,0.8285101642162427
