Ano,São Paulo
2014,0.7938553241687711
2015,0.7849672657531758
2016,0.7852370171852826
2017,0.7850767460203083
2018,0.7854473592948817
2019,0.7849425737762347
2020,0.7843918986649833
2021,0.7847002530890727
2022,0.7859457306426247
