Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2008,18.09518963894966,836.3343000030555,1204.5258584219073,15.181900811734437,11.136026997817474,78.96193934929975,1.7730935888972927
2009,17.45743721178438,836.6299007262429,1207.9132995826265,15.173449747214185,11.417327472532072,80.559826096375,1.5375029870857777
2010,17.47657552879188,836.6564145363636,1207.4309434288205,14.880005757012176,11.288684485155128,81.49986789642399,1.3678912516902575
2011,17.34141189883613,836.5572237747037,1189.1122433758635,14.815764748615003,11.39138148265078,82.32100071649002,1.3356403355905135
2012,16.7453990129975,836.6858333178961,1175.3503044827396,14.89512352220252,11.497642593518,82.51243608329762,1.3418541402630328
2013,15.620655911040014,836.8337183047911,1154.7032532766973,15.020802805950979,11.542975106825539,82.2786502456749,1.3268101334573268
2014,15.750987253807981,836.9863310693237,1108.5450935735796,15.247907371517423,11.986365717159805,82.84872163542826,1.5329509570607165
2015,15.893939782085202,837.0400415142873,1132.416416696337,15.520196985235957,12.242333447772145,82.06485541841722,1.5396586860182302
2016,15.955560098155097,837.0110438326855,1181.4810002838642,15.455320035071955,11.972799652736846,81.27986077760252,1.3621669665185416
2017,16.98432105819784,837.0069523817101,1198.6175704840423,15.304181214722805,12.004952765990936,82.75105156161145,1.5023836271371567
2018,16.61035878163314,836.9898761528844,1222.1164708772742,15.275935089719182,12.25843020118134,83.90817846504248,1.6850168944785067
2019,14.690771520707951,836.9051865006049,1236.8955921119757,15.118042862321063,12.137403917192856,83.36922028415302,1.4790982343494055
2020,15.636062608547846,836.6290000586054,1193.5827620079003,15.075997954321764,11.537222149812926,80.65320505008042,1.231388652448788
2021,18.75042661750902,836.3827487434136,1074.1065192464796,14.961645219529125,11.014165788687121,79.05559342960107,1.296972998661488
2022,19.837338856155615,836.3629974444408,988.6392831985885,14.788160290805877,10.955362963559706,79.586575041102,1.3163562643601263
