Ano,São Paulo - IDH Renda
2008,0.7947236205899714
2009,0.7933881485100137
2010,0.7924394642532082
2011,0.7918689087862849
2012,0.7914058734006736
2013,0.792189696184063
2014,0.7926221708660682
2015,0.7928406851049071
2016,0.7856416750505193
2017,0.7855181909642028
2018,0.7859289355973123
2019,0.7854679297425224
2020,0.78496501426457
2021,0.7853254701068035
2022,0.7866277855710585
