Ano,São Paulo
2014,0.8210770009680134
2015,0.8243706904002143
2016,0.8244952986184156
2017,0.8235403257655443
2018,0.8228621735624121
2019,0.8215769166135403
2020,0.8194475453965896
2021,0.8191245949780975
2022,0.8203177399761065
