Ano,Goiás - Consumo de Cimento (t)
2014,2861.8974285714285
2015,2517.2907428571425
2016,2193.5458285714285
2017,2270.346
2018,2282.9030000000002
2019,2367.716
2020,2438.585
2021,2782.135
2022,2807.973
