Ano,Rio de Janeiro - IDH
2008,0.7771944679801444
2009,0.7780022902248424
2010,0.7788380245329052
2011,0.7797041110334865
2012,0.780264435016835
2013,0.781786471268238
2014,0.7829353438739245
2015,0.7831799558634182
2016,0.784651473274765
2017,0.7842561526633801
2018,0.7836430756327782
2019,0.7817015370539399
2020,0.7792198586042981
2021,0.7786943912046888
2022,0.7802120631323878
