Ano,Rio de Janeiro - IDH Educacao
2008,0.7407814972460154
2009,0.7431287137937646
2010,0.7456116568055802
2011,0.748229500057667
2012,0.7503901494949495
2013,0.7543393286195285
2014,0.7576176060044894
2015,0.7594190731715301
2016,0.7635241961173179
2017,0.7641173048552559
2018,0.7643097871148247
2019,0.7627924950343541
2020,0.7612281764011136
2021,0.759430737892124
2022,0.7595608049732262
