Ano,Rio de Janeiro
2014,0.7572469624263466
2015,0.7627562266691538
2016,0.7637340654572585
2017,0.7643462532261002
2018,0.7645595489739275
2019,0.7630649625170118
2020,0.7615254136549219
2021,0.7597549967144605
2022,0.7599145418703205
