Ano,Rio de Janeiro - IDH Renda
2008,0.7736828350626679
2009,0.772683909908801
2010,0.7721580086073638
2011,0.7720964239125498
2012,0.77225851986532
2013,0.7736133965207633
2014,0.774997846230827
2015,0.7759143334167292
2016,0.7690712814576037
2017,0.7698050343173858
2018,0.7709691283462391
2019,0.7706935945595336
2020,0.7695748304285821
2021,0.7695361786493623
2022,0.7704940130720316
