Ano,Rio de Janeiro
2014,0.8162707561658249
2015,0.8258262424108509
2016,0.8238104462663828
2017,0.8211568504724177
2018,0.8178074732426375
2019,0.8136990617192409
2020,0.8088535218755356
2021,0.8092947511369478
2022,0.8129579103312158
