Ano,Rio Grande do Norte - IDH
2014,0.7174345658143939
2015,0.7299525612517218
2016,0.7296755213655146
2017,0.729464205126016
2018,0.7295973146829265
2019,0.7287425251086471
2020,0.7275373001185241
2021,0.7254952364929355
2022,0.725267530719566
