,Acre - Consumo de Cimento (t),Acre- custo m2 (R$),Acre - IDH Longevidade,Acre - IDH Renda,Acre - Desemprego,Acre - IDH,Acre - PIB - Estadual,Acre - PIB - Construção Civil,Acre - PIB - Per Capita,Acre - PIB - Preços de Mercado,Acre - IDH Educacao,Acre - Depósito Poupança (R$),Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2005-12,6.551,12215.672516135804,0.7852331578090672,0.6556024127936009,8.5593249537361,0.7007187925094372,7586002.033219044,417770.83442291646,9.38311850481866,6683273.133982533,0.6590331243820962,317669.82332965155,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,7.192,12279.958292432182,0.7855371547836492,0.6557026467090401,8.552715943304754,0.7009570491416821,7593871.383605668,418006.3308225593,9.385223911172876,6685537.720496125,0.659436962479793,320070.059633363,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,6.443,12343.92065655148,0.7857998422619225,0.655793210842875,8.551858724866158,0.7011667180004236,7601322.231280357,418176.0491614192,9.387751073948474,6687801.850448097,0.6598098236222862,323347.31471873546,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,9.429,12409.30787557762,0.7860625297401956,0.6558837749767098,8.55100150642756,0.7013763868591651,7608773.078955044,418345.76750027895,9.390278236724072,6690065.98040007,0.6601826847647795,326624.569804108,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,7.627,12477.637413568707,0.7863252172184689,0.6559743391105447,8.550144287988964,0.7015860557179068,7616223.926629732,418515.48583913874,9.392805399499672,6692330.110352043,0.6605555459072727,329901.8248894805,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,9.283,12562.940676824925,0.7865879046967421,0.6560649032443796,8.549287069550367,0.7017957245766483,7623674.77430442,418685.2041779986,9.39533256227527,6694594.240304016,0.660928407049766,333179.07997485297,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,7.826,12652.160930520908,0.7868505921750154,0.6561554673782144,8.54842985111177,0.7020053934353898,7631125.621979108,418854.9225168584,9.397859725050868,6696858.370255988,0.6613012681922592,336456.3350602255,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,7.907,12744.217880356462,0.7871132796532887,0.6562460315120493,8.547572632673173,0.7022150622941313,7638576.469653796,419024.64085571823,9.400386887826468,6699122.500207961,0.6616741293347526,339733.590145598,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,15.133,12840.53443571785,0.7873759671315619,0.6563365956458842,8.546715414234578,0.7024247311528728,7646027.317328484,419194.359194578,9.402914050602066,6701386.630159933,0.6620469904772458,343010.8452309705,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
2006-9,12.318,12935.421913359338,0.7876386546098352,0.656427159779719,8.545858195795981,0.7026344000116144,7653478.165003172,419364.0775334378,9.405441213377664,6703650.760111906,0.662419851619739,346288.100316343,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217
2006-10,11.558,13031.64130777809,0.7879013420881084,0.6565177239135539,8.545000977357384,0.7028440688703559,7660929.0126778595,419533.7958722977,9.407968376153262,6705914.890063878,0.6627927127622323,349565.3554017155,702426.9953394711,7573543.98180037,222.68985059654605,3137629.6446888424,0.6272259685547825,3.126495376005314,0.6494765821002537,0.4308949403404751,-8753.077264130869,3.820865481468113,150.62091571199022,184872928.63563767,243.1082823431769,1.3883378064077412
2006-11,9.965,13131.722783893058,0.7881640295663817,0.6566082880473888,8.544143758918787,0.7030537377290975,7668379.860352548,419703.5142111575,9.41049553892886,6708179.020015852,0.6631655739047255,352842.610487088,715811.6582559105,7578752.004015843,219.95090827883052,3371346.513797879,0.6138016533493752,3.1112815731886654,0.6544472076430272,0.4297781875807803,-8585.918047929645,3.797759546537678,151.30727369782838,185030537.38989973,244.58619112418265,1.392456147938836
2006-12,9.734,13233.599869811498,0.7884267170446548,0.6566988521812236,8.54328654048019,0.703263406587839,7675830.708027235,419873.2325500173,9.41302270170446,6710443.149967824,0.6635384350472188,356119.8655724605,727560.5307190763,7583960.026231317,217.7367940152106,3478580.7521593445,0.5948781830476984,3.0963175435420256,0.6529124218025248,0.4275878752901689,-8102.613779191029,3.778681269312833,151.99363168366656,185188146.14416185,246.01294427055387,1.1927122116957445
2007-1,6.647,13336.860399660249,0.7886894045229281,0.6567894163150585,8.542429322041594,0.7034730754465806,7683281.555701924,420042.9508888772,9.415549864480058,6712707.279919797,0.663911296189712,359397.120657833,738539.8377949974,7589168.048446789,214.8697613113524,3465619.8819014444,0.5915910920220523,3.081628815810877,0.652250285916937,0.4261722902551189,-8429.349883699913,3.758139256867763,152.67998966950472,185345754.8984239,247.44436787345552,1.0523384765809212
2007-2,6.138,13441.500036532148,0.7889116398720137,0.6568707317905973,8.540115160202916,0.703654803198924,7689267.609673838,420230.2218206212,9.41630031274098,6713678.847117461,0.6642527254493701,369113.8713712669,751771.8737028147,7594051.910447072,210.2471208130518,3321575.2056041574,0.5821912594010402,3.0672409187407026,0.6486758561842155,0.4272545197346237,-8207.504212454718,3.739732339264414,153.32631902904507,185495361.54458392,249.54686218214692,0.8648345966337321
2007-3,9.225,13547.25871347643,0.7891338752210995,0.6569520472661361,8.53780099836424,0.7038365309512676,7695253.663645753,420417.4927523652,9.4170507610019,6714650.414315127,0.6645941547090282,378830.62208470085,765537.1422995625,7598935.772447355,206.0752754548079,3315160.34317312,0.5624597981278792,3.0531793810769865,0.6396733150346336,0.421374616153345,-8302.699392306728,3.706955628134506,153.97264838858544,185644968.19074392,251.65055665221337,1.0136782679054217
2007-4,7.545,13655.797349718188,0.7893561105701851,0.6570333627416749,8.535486836525564,0.7040182587036111,7701239.717617666,420604.7636841092,9.41780120926282,6715621.981512792,0.6649355839686862,388547.3727981348,779563.6032004755,7603819.634447637,202.60709188519417,3271622.245505456,0.5607781390026951,3.0394697315652115,0.6337527638093442,0.4226987158945232,-8434.701866226666,3.675935689954143,154.6189777481258,185794574.836904,253.7161436166845,0.9058292634380308
2007-5,9.279,13782.9164567422,0.7895783459192708,0.6571146782172137,8.533172674686886,0.7041999864559546,7707225.771589581,420792.0346158533,9.418551657523745,6716593.548710456,0.6652770132283443,398264.12351156864,793632.7491000076,7608703.49644792,199.70760205242289,3308180.387129716,0.5641176200703027,3.026137498950861,0.653237645563625,0.4265292995204747,-8141.051175182823,3.63852003418216,154.96803306283462,185944181.483064,255.3073002060301,0.9385189527188756
2007-6,9.651,13911.207136767947,0.7898005812683564,0.6571959936927525,8.530858512848209,0.7043817142082982,7713211.825561495,420979.3055475973,9.419302105784665,6717565.115908122,0.6656184424880024,407980.8742250026,810591.0704600966,7613587.358448203,196.56657159174367,3356492.918711034,0.557268421320419,3.0132082119794177,0.6449100186574492,0.427912233110958,-8026.170619784551,3.601931188268772,155.31708837754346,186093788.129224,256.8884825968233,0.8300336615044933
2007-7,9.541,14040.028703965789,0.7900228166174421,0.6572773091682913,8.528544351009533,0.7045634419606417,7719197.87953341,421166.5764793413,9.420052554045585,6718536.683105786,0.6659598717476605,417697.6249384365,828801.1639120209,7618471.220448485,195.4713076894235,3377509.25255415,0.5417029185846474,3.000707399396365,0.63275579381832,0.4270491588284315,-7955.022260278307,3.560009340555952,155.6661436922523,186243394.77538395,258.4449215140347,1.091015693647252
2007-8,17.165,14157.924761110744,0.7902450519665277,0.65735862464383,8.526230189170857,0.7047451697129852,7725183.933505325,421353.8474110853,9.420803002306506,6719508.250303451,0.6663013010073184,427414.3756518704,848753.4468744235,7623355.082448767,197.1352047608322,3406326.0515670376,0.5383365294217008,2.9886605899471874,0.6268005040535086,0.4251241376010696,-7983.790257906689,3.5118118337828608,155.9131643598258,186393001.421544,260.02128743696466,0.9546102545549062
2007-9,15.001,14274.882669945584,0.7904672873156133,0.6574399401193688,8.523916027332179,0.7049268974653288,7731169.987477239,421541.1183428293,9.421553450567426,6720479.817501117,0.6666427302669765,437131.12636530434,870183.122157289,7628238.94444905,200.3440969182776,3402053.412048238,0.5168062325264737,2.977093312377366,0.6258989699329778,0.4202971223147698,-7895.376088335307,3.469607481841116,156.1601850273993,186542608.067704,261.62706060654693,0.864747358475212
2007-10,13.456,14392.107960758094,0.790689522664699,0.6575212555949076,8.521601865493501,0.7051086252176723,7737156.041449154,421728.3892745734,9.422303898828348,6721451.384698781,0.6669841595266346,446847.87707873824,894141.7138063426,7633122.806449333,203.09658677706912,3603293.506709055,0.492773472916794,2.9660310954323856,0.617964982686669,0.422186667969427,-7988.122113095049,3.4226070580234054,156.40720569497282,186692214.713864,263.21698626253544,1.014249422320608
2007-11,10.572,14509.864164555864,0.7909117580137847,0.6576025710704464,8.519287703654825,0.7052903529700157,7743142.095421067,421915.66020631744,9.42305434708927,6722422.951896446,0.6673255887862927,456564.6277921721,916094.9671927262,7638006.668449616,207.2025845452835,3871253.3801534586,0.4788592048124005,2.955499467857729,0.6145670424343683,0.4244249038787387,-8017.515428278837,3.3732677481944013,156.62927034318636,186841821.360024,264.78802556753885,0.9820548143806294
2007-12,7.652,14629.247855219615,0.7911339933628704,0.6576838865459852,8.51697354181615,0.7054720807223593,7749128.149392982,422102.9311380615,9.42380479535019,6723394.519094111,0.6676670180459507,466281.3785056061,935002.9361998136,7642890.530449898,213.4071359189383,4005644.122666503,0.4548379030142503,2.945523958398879,0.6103282941034248,0.4244999572063965,-7877.11519891132,3.3132900029546954,156.85133499139988,186991428.006184,266.31848259790274,0.8767487704205519
2008-1,8.457,14750.131229486631,0.791356228711956,0.657765202021524,8.514659379977472,0.7056538084747028,7755114.203364897,422290.2020698055,9.424555243611112,6724366.086291776,0.6680084473056088,475998.12921904,954710.380678508,7647774.392450181,221.65031253411155,3972676.139799992,0.4442798633210167,2.93613009580132,0.6123131329450783,0.4249975168895801,-8333.785630800456,3.2555579562369243,157.07339963961343,187141034.652344,268.4476130189723,1.011775380520748
2008-2,8.675,14871.406391467335,0.7915388692989752,0.657837689962075,8.516969935364228,0.7058082417877537,7759285.182879,422447.1521628349,9.423262493426709,6724177.624646551,0.6683179897548001,484194.1014056735,977120.2633756644,7652174.341637064,232.3578277110445,3831646.827575299,0.4446804445496704,2.927343408810533,0.6130114959204532,0.4302154047083354,-7957.479510093275,3.199376609861489,157.22858077228662,187282618.10601315,270.5463010069343,0.95509159572242
2008-3,6.078,14993.9769166697,0.7917215098859945,0.657910177902626,8.519280490750983,0.7059626751008046,7763456.162393102,422604.1022558644,9.4219697432423,6723989.163001326,0.6686275322039914,492390.073592307,1002832.9288108344,7656574.290823947,242.89215150548253,3809138.2345990585,0.4484128206903977,2.919189426172004,0.6213585443907181,0.4313867734467428,-7892.607761543437,3.141468520965748,157.38376190495984,187424201.5596823,272.6387317265813,0.8861972393237405
2008-4,8.368,15116.515264447087,0.7919041504730138,0.6579826658431769,8.52159104613774,0.7061171084138553,7767627.141907206,422761.0523488938,9.420676993057896,6723800.701356101,0.6689370746531826,500586.0457789405,1027504.4384372998,7660974.24001083,252.40034143486488,3805747.865320872,0.4473258895577853,2.9116936766312143,0.6263187436812404,0.4338669727481246,-8007.976541076512,3.0675634134381013,157.53894303763303,187565785.01335144,274.1767312352824,1.0102274736240415
2008-5,11.648,15239.13624099563,0.792086791060033,0.6580551537837279,8.523901601524496,0.7062715417269062,7771798.121421309,422918.0024419233,9.41938424287349,6723612.239710876,0.669246617102374,508782.017965574,1051085.473449627,7665374.189197713,258.0351262596198,3847010.3706679856,0.4544319127338644,2.9048816889336475,0.646709513314914,0.4321500462512327,-7622.164669581103,2.983508587016217,157.71854443257627,187707368.4670206,275.67454765459144,0.9183439034290336
2008-6,10.911,15349.35778312156,0.7922694316470523,0.658127641724279,8.526212156911253,0.7064259750399571,7775969.100935413,423074.9525349528,9.418091492689085,6723423.778065651,0.6695561595515652,516977.9901522074,1073849.582377385,7669774.1383845955,263.36760075171605,3906865.856563772,0.4203655844188621,2.898778991824788,0.6287480084855108,0.416568100772241,-7526.222983080984,2.8968331481222203,157.8981458275195,187848951.92068976,277.17517909434486,0.831892211523938
2008-7,12.003,15469.481188276675,0.7924520722340715,0.6582001296648299,8.52852271229801,0.706580408353008,7780140.080449516,423231.9026279822,9.416798742504678,6723235.316420426,0.6698657020007566,525173.9623388409,1099889.4111654025,7674174.087571479,271.2240031589069,3952591.039190352,0.3823654090466765,2.893411114050117,0.599023956748628,0.4017041211332135,-7372.476799457021,2.8193033709764,158.07774722246273,187990535.3743589,278.67170510278925,0.9469908098354584
2008-8,13.273,15588.426357826063,0.7926347128210908,0.6582726176053808,8.530833267684764,0.7067348416660588,7784311.059963618,423388.8527210117,9.415505992320274,6723046.854775201,0.6701752444499478,533369.9345254744,1129391.1987085575,7678574.036758362,277.14389415029365,3979631.106186825,0.377094781251677,2.888803584355119,0.5717904557609863,0.3911930100262941,-7330.909560613458,2.746140251198851,158.2647084581022,188132118.82802805,280.18081957333715,0.9812442861378704
2008-9,11.838,15705.261295011953,0.7928173534081101,0.6583451055459318,8.533143823071521,0.7068892749791097,7788482.039477722,423545.8028140412,9.414213242135869,6722858.393129976,0.670484786899139,541565.906712108,1159763.921974792,7682973.985945245,283.8182952324954,4008598.191619436,0.4025579714905743,2.884981931485277,0.5509061927111456,0.393954511741958,-7785.307445305803,2.665912474404139,158.45166969374168,188273702.2816972,281.69120671574126,1.0935181371164024
2008-10,12.887,15817.334751780369,0.7929999939951293,0.6584175934864829,8.535454378458278,0.7070437082921606,7792653.018991825,423702.7529070706,9.412920491951462,6722669.931484751,0.6707943293483304,549761.8788987414,1186398.82413667,7687373.935132128,295.33935864725913,4263818.5410232525,0.412023328025164,2.881971684186075,0.5338333005653052,0.4032616547632046,-7703.954458964581,2.598260780235978,158.63863092938115,188415285.7353664,283.16492203528696,0.94244302845466
2008-11,7.645,15930.74237308654,0.7931826345821485,0.6584900814270338,8.537764933845033,0.7071981416052113,7796823.998505928,423859.7030001001,9.411627741767058,6722481.469839525,0.6711038717975216,557957.851085375,1206234.5492222924,7691773.884319011,310.0969471649507,4581129.885282537,0.4176314374021105,2.879798371202994,0.5233099682890817,0.4104528122004031,-7476.287871104045,2.5386157863332808,159.1005672607899,188556869.1890356,284.6606851529394,1.062701899829496
2008-12,7.362,16041.699711641506,0.7933652751691679,0.6585625693675847,8.54007548923179,0.7073525749182622,7800994.978020031,424016.6530931295,9.410334991582651,6722293.0081943,0.671413414246713,566153.8232720084,1219337.8746717924,7696173.833505894,321.9672537513736,4747766.385371158,0.4199544942195133,2.87848752128152,0.524103085853287,0.4155686208661097,-7673.72643892393,2.504755709594416,159.56250359219862,188698452.64270467,286.259724822218,1.101310555483456
2009-1,7.212,16151.672565556408,0.7935479157561871,0.6586350573081358,8.542386044618546,0.7075070082313131,7805165.957534134,424173.603186159,9.409042241398248,6722104.546549075,0.6717229566959042,574349.795458642,1228788.884778817,7700573.782692777,331.8520846216965,4684355.071416738,0.4453642148556728,2.8780646631671347,0.5263722830788128,0.4265478197554145,-8468.75016667358,2.46038988184506,160.02443992360736,188840036.09637383,288.2775366408382,0.7501827891642874
2009-2,6.669,16262.029956697144,0.7936918189482611,0.6586991388370071,8.540045114353397,0.7076347937721765,7820717.775605654,423561.6092471796,9.40782070601459,6725452.393493312,0.672000157406997,576435.5634204218,1237163.7518901215,7704524.6839363,341.05203172474296,4496965.662895579,0.4617677479747263,2.8785553256053213,0.5227829360821162,0.4330860958676656,-8362.130172448553,2.419211323171128,160.62060444548413,188999683.0050093,290.3153452415065,0.8379855344167224
2009-3,9.647,16372.41546527194,0.7938357221403352,0.6587632203658786,8.537704184088248,0.7077625793130401,7836269.593677174,422949.6153082002,9.406599170630932,6728800.240437549,0.6722773581180899,578521.3313822016,1247147.527333788,7708475.585179822,349.5767808247252,4433471.851642464,0.4744121661088831,2.879985037341564,0.5234789989371754,0.4381030668091561,-8556.283355305572,2.384914975903917,161.2167689673609,189159329.91364485,291.7641550908637,0.7389127280648995
2009-4,7.887,16494.23886836981,0.7939796253324092,0.6588273018947501,8.5353632538231,0.7078903648539037,7851821.411748694,422337.6213692208,9.405377635247277,6732148.087381786,0.6725545588291828,580607.0993439815,1257743.255844782,7712426.486423344,353.6033789337442,4387994.548467608,0.4999622144350261,2.8823793271213445,0.5478423802413089,0.45007711682254,-8805.162211693303,2.3630365952461503,161.8129334892377,189318976.8222804,293.19184808410324,0.72952096312357
2009-5,9.374,16616.268695281065,0.7941235285244832,0.6588913834236215,8.533022323557951,0.7080181503947671,7867373.229820214,421725.6274302414,9.40415609986362,6735495.934326023,0.6728317595402756,582692.8673057613,1273653.156635714,7716377.387666867,352.9888345157645,4399982.319256014,0.4981088282193594,2.885763723690147,0.6069054336378797,0.450431778065969,-8667.302626906909,2.3525692667827225,162.41246682916747,189478623.73091587,294.61818674794546,0.7956723216115966
2009-6,9.351,16721.759761373694,0.7942674317165572,0.6589554649524929,8.530681393292802,0.7081459359356306,7882925.047891734,421113.633491262,9.402934564479963,6738843.781270259,0.6731089602513685,584778.6352675412,1292234.6824960993,7720328.288910389,345.32839376954,4416281.033776725,0.4904351794060748,2.8901637557934547,0.5851435517618442,0.4443889715056729,-8866.763268778828,2.338774353162325,163.01200016909723,189638270.6395514,296.03809070625255,0.7718384341547616
2009-7,12.593,16840.928794528914,0.7944113349086313,0.6590195464813644,8.528340463027654,0.7082737214764941,7898476.865963254,420501.6395522826,9.401713029096308,6742191.628214496,0.6733861609624613,586864.403229321,1313170.5678263628,7724279.190153912,326.935099739555,4393687.545662547,0.4945814397751699,2.895604952176751,0.5788217871313215,0.4406435988198508,-9104.309037125651,2.304832376935664,163.611533509027,189797917.5481869,297.4339550370137,0.932626674231297
2009-8,13.703,16959.82144943837,0.7945552381007053,0.6590836280102359,8.525999532762503,0.7084015070173577,7914028.684034775,419889.6456133032,9.400491493712648,6745539.475158733,0.6736633616735541,588950.1711911008,1332816.0500644925,7728230.091397434,306.15148915915097,4370580.310383854,0.519129981023956,2.9021128415855184,0.5750680318928113,0.4435740975951859,-9151.584889714371,2.2790124389025963,164.279526340619,189957564.45682243,298.8406575808099,0.9077579231188913
2009-9,11.207,17079.75485124097,0.7946991412927793,0.6591477095391073,8.523658602497354,0.7085292925582212,7929580.502106295,419277.65167432383,9.399269958328992,6748887.3221029695,0.673940562384647,591035.9391528807,1352851.923578171,7732180.992640956,288.01476097029126,4372066.053221281,0.5322073984035939,2.909712952765241,0.5778898181752461,0.4517057294318006,-9303.102943424732,2.248138981864224,164.94751917221097,190117211.36545795,300.2151282762207,0.7590817589264219
2009-10,13.249,17203.94714065516,0.7948430444848533,0.6592117910679787,8.521317672232206,0.7086570780990846,7945132.320177815,418665.6577353444,9.398048422945337,6752235.169047207,0.6742177630957398,593121.7071146605,1374268.9947285329,7736131.893884479,271.2564900724893,4642801.106901026,0.5355829324010861,2.9184308144614013,0.5785426926291699,0.4562242724341889,-9568.345532304107,2.217904930844287,165.61551200380296,190276858.27409345,301.5556867037101,0.7846990754486614
