,Sergipe- custo m2 (R$),Sergipe - IDH Educacao,Sergipe - IDH,Sergipe - Depósito Poupança (R$),Sergipe - IDH Longevidade,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Sergipe - value,Sergipe - Produção de Cimento (t),Sergipe - Consumo de Cimento (t),Sergipe - PIB - Estadual,Sergipe - PIB - Construção Civil,Sergipe - PIB - Per Capita,Sergipe - PIB - Preços de Mercado,Sergipe - IDH Renda,Sergipe - Desemprego,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2006-9,12374.6498316425,0.6156028143203065,0.6815572061239842,2030892.21972732,0.7656611168901551,1.3070490214354953,1013.8658863648776,1897.4176386682543,26.52891959705406,22.56032824111861,79.31209666837984,3.529214390367057,0.3467278370635377,202.8481730112829,24.177,22522741.92818408,1298449.4636023948,9.999990602308728,20471091.16321361,0.6581668289505405,8.188078067355546,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217
2006-10,12457.523376267676,0.6159399201121155,0.6817843765591859,2058319.3363568524,0.7659298317737475,1.162727326581885,1013.2226384353198,1961.848788494039,26.729916262852555,22.92460283207036,80.12503871242026,3.72208652366684,0.3472819744651441,205.09045584764388,25.541,22539551.943801016,1299303.2278347374,10.000177139469738,20472463.793229274,0.6583629980885012,8.186035974328114,702426.9953394711,7573543.98180037,222.68985059654605,3137629.6446888424,0.6272259685547825,3.126495376005314,0.6494765821002537,0.4308949403404751,-8753.077264130869,3.820865481468113,150.62091571199022,184872928.63563767,243.1082823431769,1.3883378064077412
2006-11,12541.24792490916,0.6162770259039245,0.6820115469943876,2085746.4529863847,0.76619854665734,1.1352892026301398,1012.8503982210974,1936.3967080234436,26.825139927078265,23.10436631239285,80.5956057350751,3.6534752750824926,0.3478507845736501,206.7793469406475,26.724,22556361.959417947,1300156.9920670802,10.000363676630748,20473836.42324494,0.6585591672264619,8.183993881300683,715811.6582559105,7578752.004015843,219.95090827883052,3371346.513797879,0.6138016533493752,3.1112815731886654,0.6544472076430272,0.4297781875807803,-8585.918047929645,3.797759546537678,151.30727369782838,185030537.38989973,244.58619112418265,1.392456147938836
2006-12,12625.676878147322,0.6166141316957336,0.6822387174295893,2113173.5696159173,0.7664672615409325,1.2088784603868945,1012.7798610965898,1896.026033666744,27.006736627026783,23.256864213866898,80.51330914428105,3.485271206516966,0.3484402619713116,208.734294864468,26.478,22573171.97503488,1301010.7562994228,10.000550213791758,20475209.05326061,0.6587553363644226,8.18195178827325,727560.5307190763,7583960.026231317,217.7367940152106,3478580.7521593445,0.5948781830476984,3.0963175435420256,0.6529124218025248,0.4275878752901689,-8102.613779191029,3.778681269312833,151.99363168366656,185188146.14416185,246.01294427055387,1.1927122116957445
2007-1,12711.559594036606,0.6169512374875427,0.682465887864791,2140600.68624545,0.766735976424525,1.3930499657188793,1012.6435021252976,1813.2814205323143,26.93212201158551,23.26951920282534,80.98091716699778,3.238464663211635,0.3490524794667159,209.8855278649651,29.457,22589981.990651816,1301864.5205317657,10.000736750952768,20476581.68327627,0.6589515055023834,8.17990969524582,738539.8377949974,7589168.048446789,214.8697613113524,3465619.8819014444,0.5915910920220523,3.081628815810877,0.652250285916937,0.4261722902551189,-8429.349883699913,3.758139256867763,152.67998966950472,185345754.8984239,247.44436787345552,1.0523384765809212
2007-2,12798.654072974025,0.6172677376402085,0.6826616995661144,2157649.621876593,0.7669581646004475,1.582046891801583,1013.040646119204,1759.8051911988414,26.49055714351719,23.253725649597943,83.15675287545285,2.9088482664099757,0.3496893302510046,210.1727052290708,22.985,22603518.961476777,1302083.185267125,10.000315550009244,20475919.24509892,0.6591296236642485,8.177519671910517,751771.8737028147,7594051.910447072,210.2471208130518,3321575.2056041574,0.5821912594010402,3.0672409187407026,0.6486758561842155,0.4272545197346237,-8207.504212454718,3.739732339264414,153.32631902904507,185495361.54458392,249.54686218214692,0.8648345966337321
2007-3,12887.67410965481,0.6175842377928743,0.682857511267438,2174698.5575077366,0.76718035277637,1.5961277616089289,1013.5563648472228,1719.026154855977,26.089311989525363,23.238058457830125,85.03049166445903,2.783743114560824,0.3503481741514225,212.0562188088439,26.894,22617055.932301737,1302301.8500024844,9.99989434906572,20475256.806921568,0.6593077418261137,8.175129648575215,765537.1422995625,7598935.772447355,206.0752754548079,3315160.34317312,0.5624597981278792,3.0531793810769865,0.6396733150346336,0.421374616153345,-8302.699392306728,3.706955628134506,153.97264838858544,185644968.19074392,251.65055665221337,1.0136782679054217
2007-4,12976.72539937704,0.6179007379455401,0.6830533229687614,2191747.49313888,0.7674025409522925,1.7055429395655382,1014.0196979405596,1688.7611400163482,25.540334969321517,23.183227445488004,87.42523442043625,2.786540565084273,0.3508263158201968,212.18490884819005,23.109,22630592.9031267,1302520.5147378435,9.999473148122195,20474594.368744217,0.6594858599879789,8.172739625239911,779563.6032004755,7603819.634447637,202.60709188519417,3271622.245505456,0.5607781390026951,3.0394697315652115,0.6337527638093442,0.4226987158945232,-8434.701866226666,3.675935689954143,154.6189777481258,185794574.836904,253.7161436166845,0.9058292634380308
2007-5,13065.8424150387,0.6182172380982058,0.6832491346700849,2208796.4287700234,0.767624729128215,1.5733562395465,1014.546598516012,1759.246182598261,25.0553942973431,23.180408987243645,89.72072370093042,2.880062431241631,0.351325084489343,212.94902419474028,23.938,22644129.873951662,1302739.179473203,9.99905194717867,20473931.930566862,0.6596639781498441,8.17034960190461,793632.7491000076,7608703.49644792,199.70760205242289,3308180.387129716,0.5641176200703027,3.026137498950861,0.653237645563625,0.4265292995204747,-8141.051175182823,3.63852003418216,154.96803306283462,185944181.483064,255.3073002060301,0.9385189527188756
2007-6,13144.76167558822,0.6185337382508717,0.6834449463714083,2225845.364401167,0.7678469173041376,1.332000377633792,1014.6516821667911,1801.880216337828,24.910399618644444,23.09990182912197,89.85805268498254,3.186023996176416,0.3518458336899561,212.29620609502675,22.669,22657666.844776623,1302957.8442085625,9.998630746235143,20473269.492389515,0.6598420963117093,8.167959578569306,810591.0704600966,7613587.358448203,196.56657159174367,3356492.918711034,0.557268421320419,3.0132082119794177,0.6449100186574492,0.427912233110958,-8026.170619784551,3.601931188268772,155.31708837754346,186093788.129224,256.8884825968233,0.8300336615044933
2007-7,13222.139663475697,0.6188502384035375,0.6836407580727317,2242894.30003231,0.7680691054800601,1.0676096229537462,1014.6392188141532,1847.6820678140796,24.87080550669255,22.99856209945023,89.39145830724384,3.5084835282671376,0.3523856927740615,213.46076240641733,24.124,22671203.815601587,1303176.5089439217,9.99820954529162,20472607.05421216,0.6600202144735745,8.165569555234004,828801.1639120209,7618471.220448485,195.4713076894235,3377509.25255415,0.5417029185846474,3.000707399396365,0.63275579381832,0.4270491588284315,-7955.022260278307,3.560009340555952,155.6661436922523,186243394.77538395,258.4449215140347,1.091015693647252
2007-8,13307.855030520594,0.6191667385562033,0.6838365697740553,2259943.235663453,0.7682912936559826,0.8657739167284586,1014.2646022550438,1887.2618688097864,25.01583006616892,22.871639174686354,87.99103792902655,3.792384224187344,0.3529458063975627,214.64311778963167,26.244,22684740.786426548,1303395.173679281,9.997788344348097,20471944.61603481,0.6601983326354397,8.1631795318987,848753.4468744235,7623355.082448767,197.1352047608322,3406326.0515670376,0.5383365294217008,2.9886605899471874,0.6268005040535086,0.4251241376010696,-7983.790257906689,3.5118118337828608,155.9131643598258,186393001.421544,260.02128743696466,0.9546102545549062
2007-9,13393.561676445564,0.6194832387088691,0.6840323814753787,2276992.1712945965,0.7685134818319052,0.7422106449814335,1013.6822944582548,1911.2297511073407,25.17417001619645,22.77339960167641,86.6873085029916,3.995974614883779,0.3537355822606539,215.16890056263617,25.683,22698277.75725151,1303613.8384146404,9.997367143404572,20471282.17785746,0.6603764507973049,8.160789508563397,870183.122157289,7628238.94444905,200.3440969182776,3402053.412048238,0.5168062325264737,2.977093312377366,0.6258989699329778,0.4202971223147698,-7895.376088335307,3.469607481841116,156.1601850273993,186542608.067704,261.62706060654693,0.864747358475212
2007-10,13479.779230816695,0.6197997388615348,0.6842281931767021,2294041.10692574,0.7687356700078276,0.676477581139483,1012.9265965204462,1968.7036412512216,25.871890295544556,23.70671116667959,75.0052563667363,4.071966607805639,0.3543482042524955,215.62169022254284,31.575,22711814.72807647,1303832.5031499998,9.996945942461046,20470619.739680108,0.6605545689591701,8.158399485228095,894141.7138063426,7633122.806449333,203.09658677706912,3603293.506709055,0.492773472916794,2.9660310954323856,0.617964982686669,0.422186667969427,-7988.122113095049,3.4226070580234054,156.40720569497282,186692214.713864,263.21698626253544,1.014249422320608
2007-11,13567.473935838629,0.6201162390142007,0.6844240048780257,2311090.042556884,0.7689578581837502,0.7086155357123437,1012.1510078659576,1970.15007644685,26.591201953628705,24.816836653409528,62.276139365515874,4.080629889748395,0.3549848719594715,216.7162928784317,32.122,22725351.69890143,1304051.167885359,9.996524741517522,20469957.30150276,0.6607326871210353,8.156009461892792,916094.9671927262,7638006.668449616,207.2025845452835,3871253.3801534586,0.4788592048124005,2.955499467857729,0.6145670424343683,0.4244249038787387,-8017.515428278837,3.3732677481944013,156.62927034318636,186841821.360024,264.78802556753885,0.9820548143806294
2007-12,13655.055725964152,0.6204327391668665,0.6846198165793491,2328138.9781880267,0.7691800463596726,1.0528523213215522,1011.6292559025396,1635.9141149083891,27.24786350334774,26.140059309100145,48.734979339983546,4.043766687337507,0.3556468019057324,218.12245611163112,30.606,22738888.669726398,1304269.8326207185,9.996103540573998,20469294.86332541,0.6609108052829005,8.15361943855749,935002.9361998136,7642890.530449898,213.4071359189383,4005644.122666503,0.4548379030142503,2.945523958398879,0.6103282941034248,0.4244999572063965,-7877.11519891132,3.3132900029546954,156.85133499139988,186991428.006184,266.31848259790274,0.8767487704205519
2008-1,13745.774605563236,0.6207492393195323,0.6848156282806726,2345187.91381917,0.7694022345355952,1.3513966834648272,1011.2460709270944,1573.7146077859215,27.770494959013494,27.452479589884177,44.53422897568285,3.801687316223625,0.3563352270928677,218.75116693573355,33.134,22752425.640551355,1304488.4973560777,9.995682339630472,20468632.42514805,0.6610889234447657,8.151229415222186,954710.380678508,7647774.392450181,221.65031253411155,3972676.139799992,0.4442798633210167,2.93613009580132,0.6123131329450783,0.4249975168895801,-8333.785630800456,3.2555579562369243,157.07339963961343,187141034.652344,268.4476130189723,1.011775380520748
2008-2,13837.34186885608,0.6210448656320364,0.6849808079360409,2359932.633130686,0.7695788012127796,1.630361234805605,1011.3764643523144,1412.8071280366275,27.637663136744084,27.270385063552425,51.37381338832805,3.536328677026809,0.3570513982712425,219.5328348447496,29.53,22759892.151504733,1304711.254314934,9.992911196931855,20464152.236422587,0.6612499475632581,8.153775275313086,977120.2633756644,7652174.341637064,232.3578277110445,3831646.827575299,0.4446804445496704,2.927343408810533,0.6130114959204532,0.4302154047083354,-7957.479510093275,3.199376609861489,157.22858077228662,187282618.10601315,270.5463010069343,0.95509159572242
2008-3,13929.642222898632,0.6213404919445407,0.6851459875914092,2374677.3524422017,0.769755367889964,1.844948945941324,1011.9579779773496,1228.8878650528698,27.27469727401453,26.623074518969663,60.30939380428534,3.249484059336424,0.3577965835457788,221.5817325301187,29.167,22767358.662458107,1304934.0112737906,9.99014005423324,20459672.04769712,0.6614109716817504,8.156321135403985,1002832.9288108344,7656574.290823947,242.89215150548253,3809138.2345990585,0.4484128206903977,2.919189426172004,0.6213585443907181,0.4313867734467428,-7892.607761543437,3.141468520965748,157.38376190495984,187424201.5596823,272.6387317265813,0.8861972393237405
2008-4,14020.988038128062,0.6216361182570448,0.6853111672467775,2389422.071753717,0.7699319345671484,1.963820740813119,1012.9703184580828,1256.8786835414237,26.63519349624497,25.61678867337498,72.67494831846116,2.971959812939955,0.3585678197869435,222.12319411037265,31.974,22774825.173411485,1305156.768232647,9.98736891153462,20455191.85897165,0.661571995800243,8.158866995494883,1027504.4384372998,7660974.24001083,252.40034143486488,3805747.865320872,0.4473258895577853,2.9116936766312143,0.6263187436812404,0.4338669727481246,-8007.976541076512,3.0675634134381013,157.53894303763303,187565785.01335144,274.1767312352824,1.0102274736240415
2008-5,14121.043350030104,0.6219317445695489,0.6854763469021459,2404166.7910652333,0.7701085012443328,1.610586909967348,1013.9332037940508,1228.5616426427705,26.117979411189964,24.541905024779968,76.28529205713764,2.86216515169257,0.3595702336021926,223.25655545194,29.086,22782291.684364863,1305379.5251915036,9.984597768836004,20450711.670246184,0.6617330199187353,8.161412855585782,1051085.473449627,7665374.189197713,258.0351262596198,3847010.3706679856,0.4544319127338644,2.9048816889336475,0.646709513314914,0.4321500462512327,-7622.164669581103,2.983508587016217,157.71854443257627,187707368.4670206,275.67454765459144,0.9183439034290336
2008-6,14214.411773706248,0.6222273708820532,0.6856415265575142,2418911.510376749,0.7702850679215172,1.3414294091463037,1014.6888567916158,1275.7780419290164,25.804605494431332,23.846092336189333,78.94513719210839,2.8404010075203976,0.3606049606308885,223.82991338532003,29.332,22789758.19531824,1305602.28215036,9.981826626137387,20446231.48152072,0.6618940440372277,8.163958715676682,1073849.582377385,7669774.1383845955,263.36760075171605,3906865.856563772,0.4203655844188621,2.898778991824788,0.6287480084855108,0.416568100772241,-7526.222983080984,2.8968331481222203,157.8981458275195,187848951.92068976,277.17517909434486,0.831892211523938
2008-7,14307.943898599113,0.6225229971945573,0.6858067062128825,2433656.2296882654,0.7704616345987017,1.2005007453186878,1015.0007213278064,1356.4777608290972,25.715597247373623,23.466092065326198,81.08168860286241,2.9521653846547187,0.3616731447928357,224.4282447442598,32.64,22797224.70627162,1305825.0391092163,9.979055483438769,20441751.29279525,0.6620550681557202,8.166504575767581,1099889.4111654025,7674174.087571479,271.2240031589069,3952591.039190352,0.3823654090466765,2.893411114050117,0.599023956748628,0.4017041211332135,-7372.476799457021,2.8193033709764,158.07774722246273,187990535.3743589,278.67170510278925,0.9469908098354584
2008-8,14399.968919790246,0.6228186235070614,0.6859718858682509,2448400.948999781,0.770638201275886,1.054503412886468,1014.5378078104756,1496.6754555711705,25.963038438651093,23.32655834610161,81.31695769623055,3.1888447776441806,0.3627759374885191,225.4863238448817,32.745,22804691.217224997,1306047.796068073,9.97628434074015,20437271.10406978,0.6622160922742126,8.16905043585848,1129391.1987085575,7678574.036758362,277.14389415029365,3979631.106186825,0.377094781251677,2.888803584355119,0.5717904557609863,0.3911930100262941,-7330.909560613458,2.746140251198851,158.2647084581022,188132118.82802805,280.18081957333715,0.9812442861378704
2008-9,14489.442963638146,0.6231142498195656,0.6861370655236192,2463145.668311297,0.7708147679530704,0.9286953869610102,1013.9668833458484,1623.4983497767282,26.281476210623264,23.266311047918677,80.8498991776985,3.4527559991702934,0.3639144967490516,225.3646948474193,35.907,22812157.72817837,1306270.5530269295,9.973513198041534,20432790.915344317,0.662377116392705,8.17159629594938,1159763.921974792,7682973.985945245,283.8182952324954,4008598.191619436,0.4025579714905743,2.884981931485277,0.5509061927111456,0.393954511741958,-7785.307445305803,2.665912474404139,158.45166969374168,188273702.2816972,281.69120671574126,1.0935181371164024
2008-10,14576.492823474791,0.6234098761320698,0.6863022451789875,2477890.3876228128,0.7709913346302548,0.8326019982025628,1013.2838044460176,1742.398801937476,26.611132216674235,23.31523502158611,80.50875278444691,3.689970306733183,0.3648774898038581,225.9200524359119,36.448,22819624.23913175,1306493.309985786,9.970742055342916,20428310.726618845,0.6625381405111974,8.17414215604028,1186398.82413667,7687373.935132128,295.33935864725913,4263818.5410232525,0.412023328025164,2.881971684186075,0.5338333005653052,0.4032616547632046,-7703.954458964581,2.598260780235978,158.63863092938115,188415285.7353664,283.16492203528696,0.94244302845466
2008-11,14659.681383621872,0.6237055024445739,0.6864674248343559,2492635.106934329,0.7711679013074392,0.796794978757304,1012.517592351428,1806.7556886396528,26.89914368584577,23.395432012923656,80.17574587907309,3.7587645527882807,0.3652365819536277,226.85841154995816,34.966,22827090.750085123,1306716.0669446425,9.9679709126443,20423830.537893377,0.6626991646296898,8.176688016131177,1206234.5492222924,7691773.884319011,310.0969471649507,4581129.885282537,0.4176314374021105,2.879798371202994,0.5233099682890817,0.4104528122004031,-7476.287871104045,2.5386157863332808,159.1005672607899,188556869.1890356,284.6606851529394,1.062701899829496
2008-12,14743.022066452744,0.6240011287570781,0.6866326044897242,2507379.8262458444,0.7713444679846236,0.601253291931471,1012.003985022665,1832.5129949921263,27.12721760492786,23.58224371443075,80.39997240391337,3.694165278474508,0.3655913941450558,228.22669858280125,36.485,22834557.2610385,1306938.823903499,9.96519976994568,20419350.34916791,0.6628601887481823,8.179233876222076,1219337.8746717924,7696173.833505894,321.9672537513736,4747766.385371158,0.4199544942195133,2.87848752128152,0.524103085853287,0.4155686208661097,-7673.72643892393,2.504755709594416,159.56250359219862,188698452.64270467,286.259724822218,1.101310555483456
2009-1,14826.056458050818,0.6242967550695823,0.6867977841450925,2522124.54555736,0.771521034661808,0.6568088474870266,1011.8009103262144,1803.028973986768,27.330946150248387,23.871089830128067,81.12121622373617,3.550211458160057,0.3661454988832955,229.3305435566448,33.959,22842023.77199188,1307161.5808623554,9.962428627247064,20414870.16044244,0.6630212128666747,8.181779736312976,1228788.884778817,7700573.782692777,331.8520846216965,4684355.071416738,0.4453642148556728,2.8780646631671347,0.5263722830788128,0.4265478197554145,-8468.75016667358,2.46038988184506,160.02443992360736,188840036.09637383,288.2775366408382,0.7501827891642874
2009-2,14908.126802214374,0.6245712393409064,0.6869330584424288,2553015.1791775804,0.771652885049186,0.5392264299046091,1011.7317526408968,1653.1734574248055,27.214921105428715,24.39755267144051,83.94651822043956,3.279929088087397,0.3666984176468991,230.1972785707607,31.184,22886639.149126127,1307905.930532531,9.963221086440448,20424022.137026887,0.6631660998745171,8.178756283971456,1237163.7518901215,7704524.6839363,341.05203172474296,4496965.662895579,0.4617677479747263,2.8785553256053213,0.5227829360821162,0.4330860958676656,-8362.130172448553,2.419211323171128,160.62060444548413,188999683.0050093,290.3153452415065,0.8379855344167224
2009-3,14991.821143627443,0.6248457236122305,0.6870683327397651,2583905.8127978,0.7717847354365642,0.4773258726649623,1012.1752962310024,1554.860195752717,27.05180654178637,24.642558357917974,85.85947719437627,3.0354058244226456,0.3672496235121215,231.2198821083462,34.535,22931254.526260376,1308650.280202707,9.964013545633833,20433174.113611333,0.6633109868823597,8.175732831629938,1247147.527333788,7708475.585179822,349.5767808247252,4433471.851642464,0.4744121661088831,2.879985037341564,0.5234789989371754,0.4381030668091561,-8556.283355305572,2.384914975903917,161.2167689673609,189159329.91364485,291.7641550908637,0.7389127280648995
2009-4,15072.601287177902,0.6251202078835546,0.6872036070371014,2614796.44641802,0.7719165858239423,0.6863009324168404,1013.0130181086912,1417.4273125917232,26.69134075242821,24.54372465875409,87.11329277888173,2.7920653801418114,0.368002714315401,231.9910385022136,32.504,22975869.903394625,1309394.629872883,9.964806004827214,20442326.09019577,0.6634558738902021,8.172709379288419,1257743.255844782,7712426.486423344,353.6033789337442,4387994.548467608,0.4999622144350261,2.8823793271213445,0.5478423802413089,0.45007711682254,-8805.162211693303,2.3630365952461503,161.8129334892377,189318976.8222804,293.19184808410324,0.72952096312357
2009-5,15166.876713459553,0.6253946921548788,0.6873388813344377,2645687.08003824,0.7720484362113205,0.8298736873125501,1013.823737167222,1322.4951944913405,26.22883055990808,24.281211917938247,87.9933084516342,2.6485859865078685,0.3693736612234665,233.8822044135202,26.627,23020485.280528877,1310138.979543059,9.965598464020596,20451478.06678022,0.6636007608980445,8.169685926946899,1273653.156635714,7716377.387666867,352.9888345157645,4399982.319256014,0.4981088282193594,2.885763723690147,0.6069054336378797,0.450431778065969,-8667.302626906909,2.3525692667827225,162.41246682916747,189478623.73091587,294.61818674794546,0.7956723216115966
2009-6,15262.57680118243,0.6256691764262029,0.6874741556317739,2676577.7136584604,0.7721802865986985,0.7994875698923494,1014.5365936356526,1389.7406238506885,26.060641613568983,23.756005180750783,86.73079794190728,2.7290751184378794,0.3711705709527343,234.87500400982185,29.991,23065100.65766312,1310883.3292132346,9.96639092321398,20460630.043364663,0.663745647905887,8.166662474605381,1292234.6824960993,7720328.288910389,345.32839376954,4416281.033776725,0.4904351794060748,2.8901637557934547,0.5851435517618442,0.4443889715056729,-8866.763268778828,2.338774353162325,163.01200016909723,189638270.6395514,296.03809070625255,0.7718384341547616
2009-7,15358.497109868023,0.625943660697527,0.6876094299291102,2707468.34727868,0.7723121369860766,0.8994393178013874,1014.443669364774,1441.365210859897,25.985585183829947,23.549732640286983,86.2605669501902,2.87887935568209,0.3729935247744236,236.54642845706252,34.055,23109716.03479737,1311627.6788834103,9.967183382407365,20469782.01994911,0.6638905349137294,8.163639022263862,1313170.5678263628,7724279.190153912,326.935099739555,4393687.545662547,0.4945814397751699,2.895604952176751,0.5788217871313215,0.4406435988198508,-9104.309037125651,2.304832376935664,163.611533509027,189797917.5481869,297.4339550370137,0.932626674231297
2009-8,15454.396649590311,0.6262181449688511,0.6877447042264466,2738358.9808989,0.7724439873734548,0.6896694302174544,1014.05062152984,1477.070952928506,26.301174872983182,23.53907776377842,84.85033174672947,3.164919028209812,0.3744345009376963,238.6973400091165,30.592,23154331.41193161,1312372.0285535865,9.967975841600746,20478933.996533558,0.6640354219215719,8.160615569922342,1332816.0500644925,7728230.091397434,306.15148915915097,4370580.310383854,0.519129981023956,2.9021128415855184,0.5750680318928113,0.4435740975951859,-9151.584889714371,2.2790124389025963,164.279526340619,189957564.45682243,298.8406575808099,0.9077579231188913
2009-9,15542.227498959084,0.6264926292401752,0.6878799785237829,2769249.61451912,0.7725758377608328,0.4844203970191318,1013.5367861054162,1615.7850695126654,26.7986659401366,23.622179026351624,83.04985411828056,3.5054430289698426,0.3758934538874949,240.3812016870652,34.86,23198946.789065864,1313116.378223762,9.96876830079413,20488085.973118,0.6641803089294144,8.157592117580824,1352851.923578171,7732180.992640956,288.01476097029126,4372066.053221281,0.5322073984035939,2.909712952765241,0.5778898181752461,0.4517057294318006,-9303.102943424732,2.248138981864224,164.94751917221097,190117211.36545795,300.2151282762207,0.7590817589264219
2009-10,15630.57047492875,0.6267671135114994,0.6880152528211192,2800140.2481393404,0.772707688148211,0.5559322450015679,1012.8903811894222,1700.8941751231648,27.270452953506982,23.71913371294795,81.36002010558632,3.648551911221976,0.3775701451451856,242.39345273042088,38.581,23243562.166200116,1313860.727893938,9.969560759987512,20497237.949702445,0.6643251959372568,8.154568665239305,1374268.9947285329,7736131.893884479,271.2564900724893,4642801.106901026,0.5355829324010861,2.9184308144614013,0.5785426926291699,0.4562242724341889,-9568.345532304107,2.217904930844287,165.61551200380296,190276858.27409345,301.5556867037101,0.7846990754486614
2009-11,15719.117847257565,0.6270415977828234,0.6881505271184555,2831030.88175956,0.7728395385355891,0.6920763541878898,1012.6373592164136,1724.5880522265795,27.67096891615296,23.83781954403785,80.08041267527258,3.689973380376797,0.3792685521021793,243.20701931221436,38.62,23288177.54333436,1314605.077564114,9.970353219180897,20506389.92628689,0.6644700829450993,8.151545212897785,1394220.7836613408,7740082.795128002,255.34310713889985,4968540.4622684615,0.5460484315742349,2.928291955419483,0.5912075438524862,0.4618168766069392,-9497.345398002251,2.177604887432468,166.21570004913676,190436505.18272892,302.8565593957302,0.7700278820075507
2009-12,15806.40690667428,0.6273160820541476,0.6882858014157918,2861921.51537978,0.7729713889229672,0.8691112113218821,1012.3455831983018,1762.7044573735743,27.88712742690011,24.016434063936096,79.88883378393484,3.6350262646490377,0.3809886272071324,244.1521361782099,39.279,23332792.92046861,1315349.4272342897,9.97114567837428,20515541.902871333,0.6646149699529418,8.148521760556267,1412214.7556779748,7744033.696371524,240.3044626744236,5129826.363697898,0.5427257627326397,2.939321904384969,0.5870573500038764,0.4644167127850657,-9190.300907588446,2.124224012723041,166.81588809447058,190596152.09136447,304.120261718961,0.6898760251950916
2010-1,15894.064889954076,0.6275905663254717,0.688421075713128,2892812.149,0.7731032393103453,1.326333790048108,1012.119018661684,1672.0338823297104,27.89620692715835,24.27643564390026,81.24013249587026,3.358635336797013,0.3827302971112427,244.46631332242575,37.426,23377408.29760286,1316093.7769044656,9.971938137567662,20524693.87945578,0.6647598569607842,8.145498308214748,1427319.107867863,7747984.597615046,228.76182954634024,5091491.888697272,0.5528867394615864,2.951546190103343,0.6027048817569469,0.4691088914703447,-9688.588371030834,2.0799573598611705,167.41607613980435,190755799.0,306.32712710827536,0.7984149643257024
2010-2,15980.61244677838,0.6278436403545974,0.6885271713403553,2895870.6606902103,0.773191278616849,1.545943731414057,1012.0926757813774,1568.6594904751703,27.7942217037322,24.45362125001173,82.58005254548071,3.134674142062933,0.3844934618054952,244.56696937113375,35.885,23414147.852699496,1315466.2222997986,9.971018953939073,20527792.12752139,0.6648895637906995,8.144441703066615,1442690.7727091676,7751204.361214897,222.79586929236652,4918423.521659033,0.5359195328522104,2.9649903413200875,0.5955700194878013,0.4638866746250542,-9576.958631035535,2.030863470139216,168.1125206007806,190858600.18802968,307.98833800895983,0.6340516025801447
2010-3,16066.348785103324,0.628096714383723,0.6886332669675828,2898929.1723804204,0.7732793179233526,1.7536506854196534,1012.5795336466668,1476.2703368210227,27.478545514656226,24.40729728737308,83.87834293510228,3.057133876477304,0.3862779937143575,246.3849108920804,44.363,23450887.40779613,1314838.6676951316,9.970099770310483,20530890.375586998,0.6650192706206147,8.143385097918483,1461585.576115406,7754424.124814747,216.7625186875124,4912351.888847262,0.5269652285318539,2.979679886780686,0.5982752954789717,0.4529411903376403,-9737.230041667011,1.9872203448387613,168.80896506175682,190961401.3760593,309.72831966497404,0.8247337983618206
2010-4,16160.567082291176,0.6283497884128488,0.6887393625948102,2901987.68407063,0.7733673572298563,1.8903577578215311,1013.357962819782,1370.3609972680365,26.958886347469303,24.11630309348619,84.9780347186024,3.0440892828964445,0.3880837367790224,247.01607779742653,34.346,23487626.962892767,1314211.1130904646,9.969180586681896,20533988.623652603,0.66514897745053,8.14232849277035,1484105.0697649147,7757643.888414597,210.5177978363556,4850330.205261258,0.5365275225694347,2.9956403552306226,0.5978042087664871,0.455830055988475,-10059.393149424635,1.938766300428007,169.50540952273306,191064202.56408903,311.4552844509332,0.7324555326526557
2010-5,16254.693389314916,0.6286028624419745,0.6888454582220375,2905046.19576084,0.77345539653636,1.688028144226312,1014.3293576841492,1351.7602705949755,26.44497572702218,23.416631379934977,83.88589747853186,3.3149046247502967,0.3899105922278403,248.3904427706317,38.924,23524366.517989404,1313583.5584857976,9.968261403053306,20537086.871718213,0.6652786842804453,8.141271887622215,1508781.9291760642,7760863.652014448,206.7060824353524,4891888.062085704,0.5422255150798765,3.0128972754153795,0.6184467692784309,0.4519925678913392,-9786.943488370514,1.900423502203311,169.9891290692008,191167003.7521188,313.1723727610079,0.8264367733604508
