,Sergipe- custo m2 (R$),Sergipe - IDH Educacao,Sergipe - IDH,Sergipe - Depósito Poupança (R$),Sergipe - IDH Longevidade,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Sergipe - value,Sergipe - Produção de Cimento (t),Sergipe - Consumo de Cimento (t),Sergipe - PIB - Estadual,Sergipe - PIB - Construção Civil,Sergipe - PIB - Per Capita,Sergipe - PIB - Preços de Mercado,Sergipe - IDH Renda,Sergipe - Desemprego,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,10246.340329542229,0.603291872615886,0.6724727432288533,1661754.6904070033,0.7545163765899634,1.4855433266183655,1011.615917222328,1488.9919850567958,27.338933410464325,22.858097298419324,76.01443700769583,3.421309414873625,0.3537308105653149,157.00406178275838,19.39,21839412.73535037,1272529.9986015745,9.973456996363584,20355989.88083274,0.6506815213004948,8.33117613763322,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,10304.114773986674,0.6036891861190145,0.6727983499932284,1666125.6662609216,0.7549301028501567,1.5368390923877926,1011.71232522612,1319.6331059753577,27.340215670908425,22.61084427033393,75.37069515481717,3.3600948891338724,0.3547992585324363,157.40775622720284,23.029,21863622.03145241,1273685.1569046108,9.974734851074237,20361946.775345877,0.650937584963079,8.325299405815004,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,10363.333692905591,0.6040864996221429,0.6731239567576035,1670496.64211484,0.75534382911035,1.6232405926610876,1011.8434105410332,1192.1603713768118,27.218574245303422,22.30329922908169,75.0200936997899,3.3242882330676062,0.3558132964961271,157.19340487585146,19.642,21887831.32755445,1274840.3152076474,9.976012705784887,20367903.66985901,0.6511936486256631,8.319422673996787,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,10420.819482379278,0.6044640120891832,0.673416024724331,1674171.7176375466,0.7557083130360779,1.581457504425794,1012.4731014012484,1066.113524529965,27.16040220229267,22.07011374521073,74.21417972129527,3.161398448121369,0.356571612241246,157.8517732969041,17.778,21909345.175166283,1275216.823321673,9.976733566100645,20371641.114819024,0.6514287905139833,8.317314123112704,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,10475.723841353636,0.6048415245562236,0.6737080926910586,1677846.7931602532,0.7560727969618057,1.64998959414376,1013.2845489587196,990.4260245299648,26.916656991564697,21.722526340996165,73.71881334198493,3.033585549015367,0.3572727872885794,158.5748245789554,21.18,21930859.02277812,1275593.3314356988,9.9774544264164,20375378.55977904,0.6516639324023035,8.31520557222862,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,10527.768841353634,0.605219037023264,0.674000160657786,1681521.86868296,0.7564372808875337,1.694462383259406,1013.9353746115612,1033.6756039813106,26.461491860996343,21.346028645143637,74.03889782739199,2.969799066680497,0.3579152913780589,159.63159957895536,18.824,21952372.87038996,1275969.8395497245,9.978175286732156,20379116.00473905,0.6518990742906237,8.313097021344536,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,10589.024451109732,0.6055965494903044,0.6742922286245135,1685196.944205667,0.7568017648132616,1.699268665415379,1014.9609745735056,1042.748247100635,25.90508102626942,20.88516600156006,74.43140107961985,2.886903852946753,0.3584975617266936,161.6146727496871,16.535,21973886.718001798,1276346.3476637502,9.978896147047912,20382853.449699063,0.652134216178944,8.310988470460453,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,10647.097546347828,0.6059740619573447,0.6745842965912411,1688872.0197283733,0.7571662487389894,1.615919743242379,1015.640110065088,1035.4087246391798,25.57002906359125,20.46270546880095,73.96027896439841,2.938392144265894,0.3590180022603474,161.26676798778232,16.196,21995400.56561363,1276722.855777776,9.979617007363668,20386590.89465908,0.6523693580672641,8.30887991957637,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,10703.395220766432,0.606351574424385,0.6748763645579685,1692547.09525108,0.7575307326647173,1.4449655442055562,1015.4944192938008,1094.7920757370332,25.449009252068155,20.363928255107933,74.02719532827622,3.1829254469156103,0.3594749828184512,160.75134938313116,17.425,22016914.413225465,1277099.363891801,9.980337867679424,20390328.33961909,0.6526044999555843,8.306771368692285,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,10756.516811675525,0.6067290868914255,0.675168432524696,1696222.1707737867,0.7578952165904451,1.3263469481502443,1015.1540252033476,1174.4597562259455,25.628251367843387,20.48461642263484,73.74517280024074,3.398560884747457,0.3596626700081439,161.11675847404024,17.576,22038428.2608373,1277475.872005827,9.98105872799518,20394065.784579106,0.6528396418439045,8.304662817808202,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,10806.726145008855,0.6071065993584658,0.6754605004914236,1699897.246296493,0.758259700516173,1.19957863867788,1014.3812870444772,1251.6581952584995,26.022815256885448,20.71767923240435,73.02934064973034,3.68730374796937,0.3595751043848179,161.98531402959583,19.227,22059942.10844914,1277852.3801198527,9.981779588310935,20397803.229539115,0.6530747837322247,8.302554266924119,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,10849.960492834944,0.6074841118255062,0.6757525684581511,1703572.3218192,0.7586241844419008,1.1002503317936976,1013.4432831413792,1362.3173570118502,26.414350317269005,21.166291715786507,73.35626049622682,3.9052118188517406,0.3594102791483489,162.57779229046537,17.655,22081455.956060976,1278228.8882338784,9.982500448626691,20401540.674499128,0.653309925620545,8.300445716040036,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,10889.6892162392,0.6078616242925465,0.6760446364248787,1707247.3973419066,0.7589886683676288,1.0917599453538709,1012.7604585149304,1409.2000758541042,26.7672866313892,21.612685557766262,73.83583577587042,3.881607471831864,0.358966392088242,162.67789867344408,19.516,22102969.803672813,1278605.396347904,9.98322130894245,20405278.11945914,0.6535450675088652,8.298337165155953,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,10926.393799572534,0.608239136759587,0.6763367043916061,1710922.4728646134,0.7593531522933566,0.9591036068716896,1012.3195192005074,1320.5204568606755,27.14950864292493,22.007848147987293,73.95133499256303,3.841980614584834,0.3584416046964975,163.64987784011075,20.509,22124483.65128465,1278981.9044619298,9.983942169258206,20409015.564419158,0.6537802093971854,8.296228614271868,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,10961.050126103146,0.6086166492266273,0.6766287723583336,1714597.54838732,0.7597176362190845,0.910278806129794,1012.1048494086654,1257.9689819938746,27.303885859875784,22.26828510520574,74.49257868004399,3.6053349903071656,0.3578467910365708,165.2498370237842,18.244,22145997.498896487,1279358.4125759555,9.984663029573962,20412753.009379167,0.6540153512855056,8.294120063387785,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,11026.142275615455,0.6089740924565612,0.6768880282153367,1722670.693245965,0.7600337830192787,0.8215982264872095,1012.267552039783,1195.3541390475257,27.291532642460165,22.36298231751909,74.97489832842341,3.394436687611857,0.3574059791305246,166.28453982018797,18.161,22166186.19092583,1280380.1573399303,9.98581596919452,20416699.435521595,0.6542305283322847,8.28664462573672,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,11090.070913265376,0.6093315356864951,0.6771472840723398,1730743.83810461,0.760349929819473,0.8229993381473321,1012.8310165059185,1144.8989167454667,27.07701308168345,22.173142342154986,75.0735271624616,3.1858378851042373,0.3569192323814813,168.68940688088256,23.259,22186374.88295517,1281401.902103905,9.986968908815076,20420645.86166402,0.6544457053790638,8.279169188085653,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,11153.471631955776,0.609688978916429,0.6774065399293429,1738816.9829632551,0.7606660766196672,0.8983475254635636,1013.7451589781198,1150.932919206732,26.49616886172115,21.76730111336481,75.81678963834572,2.9537007517068554,0.3563866510320373,169.15825686723,19.137,22206563.57498452,1282423.64686788,9.988121848435632,20424592.287806448,0.6546608824258429,8.271693750434588,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,11225.898648112156,0.6100464221463628,0.6776657957863459,1746890.1278219,0.7609822234198614,0.952202766422421,1014.6266077722204,1076.0344737577318,26.06426062184141,21.321304168293832,75.65182796777027,2.947040637743985,0.3558083736593032,170.91011108070407,15.066,22226752.26701386,1283445.3916318547,9.989274788056193,20428538.71394888,0.654876059472622,8.264218312783521,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,11299.310269102134,0.6104038653762968,0.6779250516433489,1754963.272680545,0.7612983702200558,0.9896646341893994,1015.3216005650264,1006.5170343018372,25.770542230263,20.93395837790272,75.15672792648907,3.010026877931831,0.3553927385687889,171.83494683688804,17.048,22246940.959043205,1284467.1363958295,9.990427727676748,20432485.140091304,0.655091236519401,8.256742875132456,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,11372.566678275574,0.6107613086062307,0.678184307500352,1763036.41753919,0.76161451702025,1.043135690802199,1015.5490303922106,4225.298472353811,25.66219238768937,20.70847715617901,74.58211221382325,3.228390282437154,0.3549401252225032,173.66134862891246,17.748,22267129.651072547,1285488.8811598043,9.991580667297304,20436431.56623373,0.6553064135661801,8.24926743748139,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,11445.099380197127,0.6111187518361646,0.6784435633573551,1771109.562397835,0.7619306638204442,0.9138580021986618,1015.0158168103015,7962.352093052365,25.937609343012014,20.72932808600245,73.42836797345367,3.5993699952245346,0.3542467891060996,176.22976191241338,20.65,22287318.34310189,1286510.6259237789,9.99273360691786,20440377.99237616,0.6555215906129591,8.241791999830324,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,11512.321512259938,0.6114761950660985,0.6787028192143582,1779182.70725648,0.7622468106206385,1.141620141389862,1014.220198823422,12165.446011193357,26.20379049672763,21.025069214031483,73.58106493279094,3.817924726784736,0.3537171046604103,178.73620722721026,17.941,22307507.035131235,1287532.3706877537,9.993886546538418,20444324.418518584,0.6557367676597382,8.23431656217926,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,11579.898684742084,0.6118336382960323,0.6789620750713612,1787255.852115125,0.7625629574208327,1.173931519265791,1013.508643927924,17133.798210714016,26.48862761467112,21.30140846046257,73.58304715232919,3.9559203104150287,0.3531514866106713,180.82616008399123,16.431,22327695.727160577,1288554.1154517285,9.995039486158976,20448270.84466101,0.6559519447065173,8.226841124528192,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,11648.336219687852,0.6121910815259662,0.6792213309283643,1795328.99697377,0.7628791042210269,1.3127670135575826,1012.710659845578,19057.50255667108,26.79679875692812,21.786440039152197,74.4242528293025,4.031864980310486,0.3525503045926877,182.4722944516548,17.995,22347884.41918992,1289575.8602157033,9.996192425779531,20452217.27080344,0.6561671217532964,8.219365686877127,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,11717.510625609197,0.6125485247559002,0.6794805867853674,1803402.141832415,0.7631952510212212,1.3506256858824648,1012.3019724284168,21077.398141961712,27.116804373198267,22.32638412757832,75.46093676952111,3.977825650074072,0.3519139677361034,184.873625730612,20.117,22368073.111219265,1290597.604979678,9.99734536540009,20456163.696945865,0.6563822988000755,8.21189024922606,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,11786.858704213735,0.6129059679858341,0.6797398426423704,1811475.28669106,0.7635113978214154,1.0643071502217325,1011.872070706003,23071.506847882843,27.536958688058103,22.70269566293782,75.31231353288607,3.929623911627652,0.3512428393525048,186.3864393939468,18.774,22388261.803248607,1291619.3497436529,9.998498305020648,20460110.123088293,0.6565974758468546,8.204414811574996,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,11855.034520771043,0.6132430737776431,0.6799670130775721,1838902.4033205928,0.7637801127050079,1.0648002574295057,1011.3685885357836,23837.532062469647,27.866937864317222,23.06142343501136,75.49660835944766,3.7478018052032978,0.3505373198189614,187.72284826166307,19.74,22405071.81886554,1292473.1139759957,9.998684842181657,20461482.75310396,0.6567936449848153,8.202372718547565,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,11924.81727665659,0.6135801795694522,0.6801941835127738,1866329.519950125,0.7640488275886004,0.8041669576897912,1011.428482920346,24679.210071916168,28.035937666010163,23.108044375318084,74.94757937520687,3.472588424592974,0.3500060077287107,190.03311509767852,24.599,22421881.83448248,1293326.8782083385,9.998871379342669,20462855.38311962,0.656989814122776,8.200330625520133,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,11995.267754928078,0.6139172853612612,0.6804213539479755,1893756.6365796572,0.7643175424721929,0.7770685913352567,1011.8199512960358,24960.67632323707,27.985787811085377,22.88768148054235,74.12386075294764,3.159517517021262,0.3494495428397339,192.03048837357088,20.716,22438691.850099407,1294180.642440681,9.999057916503675,20464228.013135288,0.6571859832607367,8.198288532492702,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,12075.010589898986,0.6142543911530702,0.6806485243831772,1921183.75320919,0.7645862573557852,0.864717404225388,1012.8925984428796,20152.80713385064,27.666003166955896,22.520191863550743,73.81091396495017,2.8851657338392704,0.3488686091960946,194.0500167163181,22.626,22455501.865716346,1295034.4066730237,9.999244453664687,20465600.64315095,0.6573821523986975,8.19624643946527,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,12146.71765395591,0.6145914969448794,0.680875694818379,1948610.8698387225,0.7648549722393777,0.9330018399251684,1014.0185980173712,15990.152288851328,27.1837031908672,22.19469565181515,74.46433934581117,2.860561886846125,0.3482639366954702,195.17067679726975,18.272,22472311.88133328,1295888.1709053663,9.999430990825696,20466973.273166616,0.6575783215366582,8.19420434643784,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,12219.877860233624,0.6149286027366884,0.6811028652535807,1976037.986468255,0.7651236871229702,1.0200989925695296,1014.4818511346394,11473.26811954379,26.801961378229027,22.129680486725345,75.94903129175769,2.98799311336954,0.3476363027043502,197.1823688137899,17.882,22489121.89695021,1296741.9351377091,9.999617527986707,20468345.903182283,0.657774490674619,8.192162253410409,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,12295.80077124316,0.6152657085284974,0.6813300356887825,2003465.1030977876,0.7653924020065627,1.1093211823202012,1014.374627835873,7145.523063980043,26.52561049583502,22.23566852034793,77.7518392090568,3.2028975102532216,0.3469865337224298,200.42014472053805,24.696,22505931.912567142,1297595.699370052,9.999804065147718,20469718.533197947,0.6579706598125797,8.190120160382977,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
