,Ceará - Desemprego,Ceará - Consumo de Cimento (t),Ceará - IDH Educacao,Ceará - value,Ceará - IDH Renda,Ceará- custo m2 (R$),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Ceará - Depósito Poupança (R$),Ceará - IDH,Ceará - PIB - Estadual,Ceará - PIB - Construção Civil,Ceará - PIB - Per Capita,Ceará - PIB - Preços de Mercado,Ceará - IDH Longevidade,Ceará - Produção de Cimento (t),Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2004-4,8.196099703079845,64.858,0.6643633535316035,0.2926389029530582,0.6152390575524818,11125.483576565624,2.014372558317422,1009.059813108039,4706.715593988702,27.003637401345404,22.42378381200305,77.02955542166194,2.6883915500247184,4941336.136995403,0.6904498803470576,70987291.32476553,4593510.974056667,7.578189429377913,63430452.66006973,0.7742834223293802,113.9997569378724,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,8.19376932464339,72.377,0.6649026532562099,0.2928302088890006,0.6156158748664643,11175.477722907086,1.7275514226127135,1009.7854893341744,4652.906646237595,27.109923357774694,21.9244719880923,74.38026104107446,2.98289018166128,4959050.668342947,0.6908442865590763,71071796.09875035,4597565.828730011,7.58110898971708,63460238.64134153,0.7746744427568429,114.70636669396995,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,8.191438946206933,70.882,0.6654419529808163,0.2929677058059641,0.6159926921804468,11223.686532430896,1.6036845509031996,1010.1645799763838,2553.3416033268795,27.093010885808575,21.433867506029426,72.34809575307074,3.2354140274435683,4976765.199690491,0.691238692771095,71156300.87273517,4601620.683403357,7.584028550056248,63490024.62261333,0.7750654631843056,115.10134288444615,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,8.189108567770477,85.304,0.6659812527054227,0.2932545534718853,0.6163695094944293,11271.050253361129,1.4023520523071482,1010.0622678288728,2203.717481310324,27.1896644848618,21.142526191709585,70.64052483779324,3.4635608636954167,4994479.731038036,0.6916330989831136,71240805.64671999,4605675.538076703,7.586948110395415,63519810.60388513,0.7754564836117682,116.002924279795,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,8.18677818933402,82.452,0.6665205524300292,0.2934941659689667,0.6167463268084117,11316.200253361128,1.0217489431825928,1009.9023002429092,1860.428868161477,27.23346344482139,20.930008942061924,69.55683524081456,3.577644511168088,5012194.26238558,0.6920275051951325,71325310.42070481,4609730.392750047,7.589867670734583,63549596.58515693,0.7758475040392309,116.61833337070408,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,8.184447810897565,80.106,0.6670598521546356,0.2936859726037376,0.6171231441223942,11359.34558669446,1.1185242766446604,1009.403038494848,1393.961110428519,27.27406949796324,20.96383324961826,69.48446988071598,3.572757264845712,5029908.793733124,0.6924219114071511,71409815.19468963,4613785.247423393,7.592787231073751,63579382.566428736,0.7762385244666935,117.13931114848184,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,8.182117432461109,79.744,0.667599151879242,0.293833668776113,0.6174999614363768,11400.20058669446,0.9217941711225428,1008.8966108459242,1338.6065370376891,27.45649735397509,21.162893896039808,69.51774478169551,3.5045660273829355,5047623.325080668,0.6928163176191698,71494319.96867445,4617840.102096737,7.595706791412918,63609168.54770053,0.7766295448941563,117.47768071369926,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,8.179787054024652,83.228,0.6681384516038484,0.2943533836828892,0.6178767787503592,11438.824203715736,1.102207980303963,1008.4465905044934,3747.160127235256,27.645138197247583,21.445622047898265,69.94248107936511,3.3810899162485435,5065337.856428212,0.6932107238311886,71578824.74265926,4621894.956770083,7.598626351752086,63638954.528972335,0.7770205653216189,117.78791475625242,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,8.177456675588196,101.817,0.6686777513284549,0.295257609852825,0.6182535960643416,11470.38795371574,1.404535461797492,1008.2312202960868,6404.133262215079,27.720534257630025,21.817285415296286,71.2159617188713,3.162603302330185,5083052.387775756,0.6936051300432073,71663329.51664408,4625949.811443428,7.601545912091253,63668740.51024413,0.7774115857490815,118.25881058958578,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,8.17512629715174,91.341,0.6692170510530613,0.2961596362848295,0.6186304133783241,11500.453259838188,1.5141016855268086,1008.0401729830022,8763.475841152223,27.77490185514515,22.20982255263585,72.7043251202258,2.981102813061453,5100766.9191233,0.693999536255226,71747834.2906289,4630004.666116773,7.60446547243042,63698526.491515934,0.7778026061765442,117.9695044671368,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,8.167840725265837,69.73,0.6697265440888983,0.2970735810564578,0.6189886431371594,11556.823954936926,1.8353697876959496,1008.0867475279304,12157.901047127758,27.676609410611835,22.4784698107978,74.304328148618,2.841662215623822,5086183.505209747,0.6943537161237984,71826013.19751397,4634578.838070489,7.607079180192549,63724346.2615109,0.7781402040474237,117.5532290480988,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,8.160555153379933,77.682,0.6702360371247353,0.2978017568095091,0.6193468728959945,11612.080158726849,1.93388295728721,1008.4634111163126,10919.32378217235,27.33942304199948,22.534998374431986,76.01043526962238,2.692619823017569,5071600.091296194,0.6947078959923706,71904192.10439904,4639153.010024205,7.609692887954677,63750166.03150587,0.7784778019183033,118.01217328298934,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,8.15326958149403,66.14,0.6707455301605724,0.2987505897190853,0.6197051026548298,11678.10995851248,1.9861655187546847,1008.978445672812,9235.309027803522,27.0685999343902,22.33735598610574,76.32669646811678,2.68769130753973,5057016.677382641,0.6950620758609429,71982371.01128411,4643727.18197792,7.612306595716805,63775985.80150084,0.7788153997891828,117.83974449773024,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,8.145984009608126,76.289,0.6712550231964094,0.2999308698616806,0.6200633324136651,11743.75669298762,1.8957800799641096,1009.5650559930662,8789.58809083644,26.832873111097506,21.93097539365213,75.58627358335569,2.8196041032178862,5042433.263469087,0.6954162557295153,72060549.9181692,4648301.353931637,7.614920303478933,63801805.5714958,0.7791529976600624,118.49685943988572,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,8.138698437722223,80.34,0.6717645162322464,0.3011454285231978,0.6204215621725003,11809.60278376098,1.625150862457445,1010.0756009555716,6340.910846829129,26.69945660952837,21.431405978709147,74.04040198903506,2.9889049412305555,5027849.849555533,0.6957704355980875,72138728.82505427,4652875.525885352,7.617534011241061,63827625.34149077,0.7794905955309419,119.0078472415222,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,8.131412865836317,93.393,0.6722740092680835,0.3026096334913603,0.6207797919313356,11872.578998835845,1.3399371756131688,1010.22975595565,6437.451991367272,26.810310739247047,21.03573020891567,71.84660947224863,3.251709497288632,5013266.43564198,0.6961246154666598,72216907.73193935,4657449.697839068,7.620147719003189,63853445.111485735,0.7798281934018214,119.81496336564103,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,8.124127293950414,91.998,0.6727835023039205,0.3041268197797059,0.6211380216901707,11934.877414481683,0.970600207338294,1009.855946723142,5169.198904328878,27.02429681940837,20.874908477304796,70.24437226188141,3.4799134527110303,4998683.021728427,0.6964787953352322,72295086.63882442,4662023.869792784,7.622761426765317,63879264.88148069,0.780165791272701,120.877512406052,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,8.11684172206451,81.5,0.6732929953397575,0.3057003629505321,0.621496251449006,11998.091990395806,0.7726147075681512,1009.042385414228,4312.34723851725,27.178889607231586,21.038317888640737,70.12035640489661,3.347620855941233,4984099.607814874,0.6968329752038044,72373265.54570949,4666598.041746499,7.625375134527445,63905084.65147566,0.7805033891435805,121.25106627381828,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,8.109556150178607,81.596,0.6738024883755945,0.3069172689482213,0.6218544812078413,12062.188725249423,0.6583031261977135,1009.5480173210202,3528.56388821968,27.31222130531617,20.969196177361123,68.99884195636888,3.3210088437570446,4969516.19390132,0.6971871550723767,72451444.45259458,4671172.213700215,7.627988842289573,63930904.42147063,0.7808409870144601,122.1220965037591,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,8.102270578292703,80.195,0.6743119814114316,0.3081764050974281,0.6222127109666764,12126.719126960808,0.5669196735173603,1010.2763077311272,2815.1624028288643,27.391843321667057,20.88308801309911,68.03671848635842,3.213704449320121,4954932.779987767,0.697541334940949,72529623.35947965,4675746.385653931,7.630602550051702,63956724.1914656,0.7811785848853396,122.24113875519934,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,8.0949850064068,95.958,0.6748214744472686,0.3090642509547077,0.6225709407255117,12191.594708882038,0.4986349288899703,1011.416260097347,2169.4563317375,27.375560282307188,20.720863661069725,67.10685524858529,3.085158718676975,4940349.366074214,0.6978955148095213,72607802.26636472,4680320.557607647,7.63321625781383,63982543.96146056,0.7815161827562193,123.56544659194591,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,8.087699434520896,93.559,0.6753309674831056,0.309775048881527,0.6229291704843469,12258.082020366284,0.4708704666191797,1013.2057978784992,1588.7592243383117,27.382803558470066,20.310449693075707,65.16320224161608,3.20283885882202,4925765.95216066,0.6982496946780936,72685981.1732498,4684894.729561362,7.635829965575958,64008363.73145553,0.7818537806270988,124.43804925982792,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,8.085259050458339,67.351,0.6758102268746231,0.3105110426321976,0.6232705590971136,12325.14937626582,0.4396316900227573,1013.7283379581392,1070.3846300239966,27.392886737492045,20.216343052463507,64.61525371093711,3.1859574324027307,4993202.423029861,0.6985645303696226,72756714.65331918,4689062.785120041,7.638038746413406,64029285.62015579,0.7821388887662968,125.08998138094304,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,8.082818666395779,80.25,0.6762894862661407,0.3112745628052626,0.6236119477098803,12393.596447269649,0.4184170261069899,1014.2214851334264,611.646098187266,27.393035796895617,20.12109377237271,64.12647302873407,3.1819935728431035,5060638.893899062,0.6988793660611515,72827448.13338858,4693230.84067872,7.640247527250852,64050207.50885606,0.7824239969054948,126.57031705769856,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,8.080378282333221,60.193,0.6767687456576582,0.3120680291795948,0.6239533363226469,12462.465148712585,0.4469884546784183,1014.1096547622368,209.8571782208164,27.227598351207018,20.17080022452505,65.19167956261093,3.132501470596483,5128075.364768263,0.6991942017526804,72898181.61345798,4697398.896237398,7.6424563080883,64071129.39755632,0.7827091050446928,127.07284430504195,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,8.077937898270664,77.034,0.6772480050491757,0.3128727052250343,0.6242947249354136,12536.58334406252,0.5597672148773571,1013.6008451465494,0.0,27.08247110961645,20.20582341872596,66.1812508235211,3.1368637945519744,5195511.835637463,0.6995090374442094,72968915.09352736,4701566.951796076,7.644665088925747,64092051.28625659,0.7829942131838908,128.44825425131071,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,8.075497514208104,82.997,0.6777272644406933,0.3135674500482186,0.6246361135481803,12610.476315922837,0.6359770517613476,1012.9304493480684,0.0,27.01068554372945,20.27767378850948,67.0519885062712,3.198600417716153,5262948.3065066645,0.6998238731357385,73039648.57359675,4705735.007354755,7.646873869763194,64112973.17495685,0.7832793213230889,129.09908869125644,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,8.073057130145546,88.693,0.6782065238322108,0.3143960162572443,0.6249775021609469,12685.176107422672,0.6780460664152665,1011.8329204263506,0.0,26.97240432476716,20.43157078006204,68.15425108601154,3.268964375585881,5330384.777375866,0.7001387088272674,73110382.05366614,4709903.062913433,7.649082650600642,64133895.06365712,0.783564429462287,129.61208350364032,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,8.070616746082989,100.211,0.6786857832237283,0.3150315563140883,0.6253188907737135,12764.372757505562,0.7132520988611901,1010.9663903420123,0.0,27.14169944336587,20.50311839142652,67.82608350026076,3.400068459299165,5397821.248245066,0.7004535445187963,73181115.53373554,4714071.118472111,7.651291431438088,64154816.95235738,0.783849537601485,129.65480103882084,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
