Ano,Amapá
2014,0.688817137678872
2015,0.6938075511411463
2016,0.6941536921539777
2017,0.6928040278043395
2018,0.6921498485138249
2019,0.6876180165605361
2020,0.6839469271569486
2021,0.6823966478075802
2022,0.6856145248809966
