Ano,Amapá - IDH Educacao
2008,0.6859666263976913
2009,0.687230103060244
2010,0.688267491310933
2011,0.6890668855503463
2012,0.6888233131313131
2013,0.6913085892255891
2014,0.6894176383277216
2015,0.6895357748550318
2016,0.6939168468672414
2017,0.6925456511278997
2018,0.6918679830486179
2019,0.6873105269621286
2020,0.6836114839586858
2021,0.6820307097731118
2022,0.6852153197524855
