Ano,Amapá
2014,0.7166230057344275
2015,0.7202453952068028
2016,0.719540431134694
2017,0.7183168339651207
2018,0.7170729097801317
2019,0.7148977197601437
2020,0.7128884215565203
2021,0.7118782780616585
2022,0.7140490306127184
