,São Paulo- custo m2 (R$),São Paulo - IDH Longevidade,São Paulo - IDH Renda,São Paulo - Consumo de Cimento (t),Precipitação (mm/day),Pressão Atmosférica (mB),Radiação Global - Dia (Kj/m²),Temperatura do Ar - Bulbo Seco (°C),Temperatura de Ponto de Orvalho (°C),Humidade Relativa do Ar (%),Velocidade do Vento (m/s),São Paulo - Produção de Cimento (t),São Paulo - IDH Educacao,São Paulo - Depósito Poupança (R$),São Paulo - Preço Cimento,São Paulo - PIB - Estadual,São Paulo - PIB - Construção Civil,São Paulo - PIB - Per Capita,São Paulo - PIB - Preços de Mercado,São Paulo - Desemprego,São Paulo - IDH,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%),IPCA - Variação mensal durante o Plano Real (%),NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,13469.459556940576,0.8388605895694148,0.8221756462612748,766.03,1.2539799631650397,835.5654014121998,1223.3882896407408,14.684995826713726,11.59928643168434,83.67994563295521,1.8213703431288355,440.1096596161584,0.7974922111080376,87209844.26145615,0.3356144500088403,1046790608.0472312,47514763.64824583,23.954687428543608,985450207.9049342,8.248923757029353,0.8138742263592167,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,13529.70289027391,0.8392423686720678,0.821848817862114,711.279,0.9978701435199956,835.5807085646431,1183.7804045750177,15.044740068075098,12.34173448353302,85.48592433228646,1.6918901185278463,441.76818739393616,0.7977738548725144,87278529.43927793,0.337102282564548,1047979374.6077222,47535299.89185723,23.96060027360057,985803941.0750096,8.242782601577437,0.8139893555047253,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,13588.582349733368,0.8396241477747207,0.8215219894629531,706.731,0.8554382198187769,835.4662783887386,1120.8399779498768,15.180688390976984,12.61934385099588,86.12469558836631,1.6453652293422232,444.2249711777199,0.7980554986369912,87347214.6170997,0.3385448193054681,1049168141.1682132,47555836.13546863,23.966513118657527,986157674.2450852,8.236641446125523,0.8141044846502339,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,13645.447612891265,0.8399517926370268,0.8212146047089866,697.361,0.6198397589409836,835.4545338506542,1050.1563562462472,16.01703174157461,12.956061833707365,83.63610384315915,1.869253098382711,446.53420801982514,0.7983241934419862,87177412.73533578,0.3393247645954468,1050285998.2301269,47575817.2713937,23.97316978306292,986492263.972734,8.23463183030726,0.8142090030086258,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,13699.79786930152,0.840279437499333,0.82090721995502,859.304,0.4986594331173796,835.3207341210017,1066.759619711971,16.712885287293933,13.23655177821924,81.60958024891625,2.115738433945126,450.9179516095687,0.7985928882469814,87007610.85357185,0.3404486912773846,1051403855.2920403,47595798.40731876,23.979826447468305,986826853.7003828,8.232622214488996,0.8143135213670177,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,13751.906869301518,0.8406070823616391,0.8205998352010534,762.222,0.4636256223159926,834.7555425923838,1068.9219281231235,16.888174983949252,13.354743245792935,81.46230978403646,2.2496188388773333,451.5269516095688,0.7988615830519764,86837808.97180793,0.3415191610938648,1052521712.353954,47615779.54324383,23.986483111873696,987161443.4280314,8.230612598670733,0.8144180397254096,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,13809.54101564298,0.8409347272239451,0.8202924504470869,763.92,0.6780792126176811,834.2572697188133,1090.9948482573036,17.045913328591926,13.723828785643423,82.65543365979102,2.3037700201590616,454.6653418534712,0.7991302778569714,86668007.090044,0.3425345652570918,1053639569.4158676,47635760.679168895,23.993139776279087,987496033.1556802,8.22860298285247,0.8145225580838016,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,13860.191729928694,0.8412623720862512,0.8199850656931204,778.743,0.744988971743191,834.0077097287605,1116.2574923562895,15.99234880772262,13.298735746819792,85.73092249392606,2.2580537877495286,456.87765137728064,0.7993989726619666,86498205.20828007,0.3434932261829571,1054757426.4777812,47655741.815093964,23.999796440684477,987830622.8833288,8.226593367034207,0.8146270764421935,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,13908.614055510088,0.8415900169485573,0.8196776809391537,776.245,0.8355826543374736,833.7380554859102,1149.8969024007235,15.536420590057803,13.442043200695228,88.75466585990073,2.0913904716316805,460.2056048656528,0.7996676674669616,86328403.32651615,0.3444954373787309,1055875283.5396948,47675722.95101904,24.006453105089864,988165212.6109776,8.224583751215944,0.8147315948005853,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,13953.04064641918,0.8419176618108635,0.8193702961851872,827.48,1.5055555555556008,833.6574418263228,1231.5369198312237,15.208294422445409,13.554418638181668,90.97104307566568,1.8974058400606728,464.4118094111072,0.7999363622719566,86158601.44475223,0.3454394224374665,1056993140.6016084,47695704.086944096,24.01310976949525,988499802.3386264,8.22257413539768,0.8148361131589773,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,13993.184424196956,0.8422453066731695,0.8190629114312207,802.352,0.8518518518519125,833.5553580818647,1223.0956399437412,14.70097691600313,13.405474896892777,92.78794628033542,1.73008180432944,467.67354274444057,0.8002050570769518,85988799.5629883,0.3460172114943773,1058110997.663522,47715685.222869165,24.01976643390064,988834392.066275,8.220564519579417,0.8149406315173692,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,14031.231815501304,0.8425729515354756,0.8187555266772542,718.557,1.0691358024692166,833.3769010782279,1276.1275199249883,15.134105016758223,14.037497968506411,93.88657246429904,1.603146352670299,470.8874557879188,0.8004737518819468,85818997.68122438,0.3461185967314641,1059228854.7254356,47735666.35879423,24.026423098306037,989168981.7939236,8.218554903761154,0.8150451498757612,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,14067.99968784173,0.8429005963977818,0.8184481419232876,738.6,1.0984493989643271,833.3579401972831,1295.993256082552,15.048675271041352,14.039478300716173,94.32911236406002,1.5661267994120824,474.9640302560039,0.8007424466869418,85649195.79946046,0.3461455464706547,1060346711.7873492,47755647.4947193,24.033079762711424,989503571.5215724,8.21654528794289,0.815149668234153,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,14101.257812841732,0.8432282412600879,0.818140757169321,716.803,1.114403174696309,833.347549839344,1312.0232476462086,14.995939300950678,14.02061279152884,94.50090777717362,1.549838739102955,478.5022594226707,0.801011141491937,85479393.91769652,0.3460958664576982,1061464568.8492628,47775628.63064436,24.03973642711681,989838161.2492212,8.214535672124628,0.815254186592545,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,14132.641282229484,0.843555886122394,0.8178333724153545,656.269,1.1316141904566797,833.366096983856,1321.9254277748375,15.213601193581942,14.054701378092382,93.54431852962,1.6008421906829895,480.6893410553237,0.801279836296932,85309592.0359326,0.346184122151938,1062582425.9111764,47795609.76656943,24.0463930915222,990172750.97687,8.212526056306364,0.8153587049509369,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,14194.801994111722,0.8438303233301585,0.8175439913791237,745.154,1.149954109798662,833.4311669050718,1326.2698871235357,15.315502042652806,13.916078850755056,92.27453593765188,1.6858715146121843,484.8811700564529,0.8015351665572914,85471550.33843012,0.3462088226914595,1063554568.9977064,47812547.60548282,24.05082357805756,990390680.9300576,8.205354393802207,0.815452811131044,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,14256.320098858116,0.8441047605379232,0.8172546103428928,788.618,1.1692945962754786,833.5270688998589,1325.626716347395,15.4177250225764,13.69849857285589,90.58470219231047,1.8042356691972576,491.5401180167887,0.8017904968176509,85633508.64092763,0.3461859901631477,1064526712.0842366,47829485.4443962,24.055254064592912,990608610.8832452,8.198182731298047,0.8155469173111511,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,14315.698807405077,0.8443791977456877,0.816965229306662,790.169,1.1895073134403524,833.6478699064397,1320.5660061015094,15.519007561639544,13.416836229928135,88.56027375864238,1.949345993105688,496.0213680141079,0.8020458270780104,85795466.94342515,0.3457032654217215,1065498855.1707668,47846423.28330959,24.059684551128267,990826540.8364328,8.191011068793888,0.8156410234912582,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,14378.490907963202,0.8446536349534522,0.8166758482704313,791.663,1.2104639248465066,833.7876368630363,1311.657847040976,15.618087088129055,13.085967507505266,86.28670710169382,2.114613825004952,501.01577690350064,0.8023011573383698,85957425.24592267,0.3451644752291718,1066470998.2572968,47863361.12222297,24.064115037663623,991044470.7896204,8.18383940628973,0.8157351296713653,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,14432.60619002462,0.8449280721612169,0.8163864672342004,837.181,1.2320360940471635,833.9404367078708,1299.472329820888,15.713701030331755,12.72076809112052,83.84945868651141,2.293450503562536,506.2312356576312,0.8025564875987292,86119383.54842018,0.3443653929956015,1067443141.343827,47880298.96113636,24.068545524198974,991262400.742808,8.176667743785572,0.8158292358514725,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,14485.64178396485,0.8452025093689814,0.8160970861979696,818.964,1.2540954845955463,834.1003363791658,1284.5795450963403,15.804586816534464,12.336113666307362,81.33398497814119,2.479267367445921,511.01995751558746,0.8028118178590887,86281341.8509177,0.3437098119329487,1068415284.4303572,47897236.80004974,24.072976010734333,991480330.6959956,8.169496081281412,0.8159233420315796,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,14538.005872580618,0.845476946576746,0.8158077051617388,914.839,1.2765137600448786,834.2614028151432,1267.549583522425,15.889481875024,11.946879918599072,78.82574244162998,2.6654757553225856,516.8792036510926,0.8030671481194482,86443300.15341522,0.3429975499818963,1069387427.5168872,47914174.638963126,24.07740649726969,991698260.649183,8.162324418777253,0.8160174482116866,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,14589.812691321196,0.8457513837845106,0.815518324125508,842.283,1.299162583948382,834.4177029540256,1248.9525357542386,15.96712363408718,11.567942533529012,76.41018754202406,2.845487005860008,520.7751799373224,0.8033224783798076,86605258.45591272,0.3424366108431869,1070359570.6034174,47931112.477876514,24.081836983805044,991916190.6023706,8.155152756273095,0.8161115543917938,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,14642.383780326734,0.8460258209922752,0.8152289430892772,813.976,1.32191361985928,834.563303734035,1229.3584924468755,16.036249522010824,11.214177196630551,74.17277674436986,3.01271245772568,526.6429021836298,0.803577808640167,86767216.75841025,0.3416271067536832,1071331713.6899476,47948050.316789895,24.0862674703404,992134120.5555582,8.147981093768937,0.8162056605719009,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,14695.042280512458,0.8463002582000397,0.8149395620530464,902.902,1.3446385313307954,834.6922720933937,1209.33754425543,16.095596967081754,10.900459593437011,72.19896651371369,3.16056344958708,531.5723240436074,0.8038331389005265,86929175.06090777,0.3405607589677704,1072303856.7764776,47964988.15570328,24.090697956875758,992352050.5087458,8.140809431264778,0.816299766752008,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,14748.645193238415,0.8465746954078044,0.8146501810168155,822.704,1.3672089819161508,834.798674970324,1189.459781834995,16.14390339758679,10.641665409481815,70.5742133151021,3.282451320111676,535.033480460494,0.804088469160886,87091133.36340527,0.3394372142526465,1073275999.863008,47981925.994616665,24.09512844341111,992569980.4619334,8.133637768760618,0.8163938729321152,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,14803.249730033607,0.8468491326155689,0.8143607999805847,851.312,1.3894966351685691,834.9,1170.2952958406663,16.2,10.4,69.0,3.4,540.0493639924647,0.8043437994212455,87253091.6659028,0.3382603761238322,1074248142.949538,47998863.83353005,24.099558929946465,992787910.415121,8.12646610625646,0.8164879791122223,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,14858.17049289688,0.8470712887545973,0.8140879827346311,745.81,1.4113731546412736,834.9,1152.4141769275377,16.2,10.4,69.0,3.4,545.0690862948063,0.8045853495518154,88459856.4614489,0.3370300813650232,1075097729.074698,48026871.16249654,24.102985030172004,992935946.1006722,8.12436555252912,0.8165718717228765,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,14913.904633305154,0.8472934448936257,0.8138151654886774,969.343,1.4327102038874868,834.9,1136.386515750704,16.2,10.4,69.0,3.4,550.9009613616428,0.8048268996823853,89666621.25699499,0.3361669245644024,1075947315.1998582,48054878.49146302,24.106411130397547,993083981.7862236,8.12226499880178,0.8166557643335306,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,14970.00252644809,0.847515601032654,0.8135423482427238,840.438,1.4533794464604315,834.8999999999999,1122.7824029652595,16.2,10.4,69.0,3.3999999999999995,553.5717370708687,0.8050684498129552,90873386.05254108,0.3350999497335252,1076796901.3250182,48082885.820429504,24.10983723062309,993232017.4717748,8.12016444507444,0.8167396569441847,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,15038.428356185774,0.8477377571716824,0.8132695309967701,974.086,1.4732525459133312,834.8999999999999,1112.1719292262983,16.2,10.4,69.0,3.3999999999999995,557.0656918762014,0.8053099999435253,92080150.8480872,0.3337444556241306,1077646487.4501784,48110893.14939599,24.11326333084863,993380053.157326,8.118063891347099,0.8168235495548389,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,15104.40483252338,0.8479599133107107,0.8129967137508165,905.143,1.492201165799408,834.9220436507936,1105.1251851889144,16.125198412698413,10.372916666666669,69.24623015873016,3.36063492063492,562.3453112644204,0.8055515500740952,93286915.64363328,0.3323405758357027,1078496073.5753384,48138900.47836247,24.116689431074168,993528088.8428774,8.115963337619759,0.8169074421654932,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,15172.860406045722,0.8481820694497391,0.8127238965048629,952.021,1.5100969696718851,834.9903041108917,1102.2122615082037,15.83952207226977,10.598550307219664,71.87558792334139,3.1874422134445184,568.2696920784437,0.8057931002046651,94493680.4391794,0.3311537870531057,1079345659.7004986,48166907.80732896,24.12011553129971,993676124.5284286,8.113862783892419,0.8169913347761473,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,15244.80135197502,0.8484042255887675,0.8124510792589091,995.243,1.5268116210839853,834.9280658092731,1104.0032488392585,15.764910146086084,11.179325351108186,75.2735885790568,2.8298038721503187,573.3717142664598,0.806034650335235,95700445.2347255,0.3296243656178889,1080195245.8256586,48194915.13629543,24.12354163152525,993824160.2139798,8.111762230165079,0.8170752273868014,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
