,Goiás - Produção de Cimento (t),Goiás - Consumo de Cimento (t),Goiás - IDH Educacao,Goiás - IDH,Precipitação (mm/day),Pressão Atmosférica (mB),Radiação Global - Dia (Kj/m²),Temmperatura do Ar - Bulbo Seco (°C),Temperatura de Ponto de Orvalho (°C),Humidade Relativa do Ar (%),Velocidade do Vento (m/s),Goiás - IDH Longevidade,Goiás- custo m2 (R$),Goiás - Depósito Poupança (R$),Goiais - Preço Cimento,Goiás - PIB - Estadual,Goiás - PIB - Construção Civil,Goiás - PIB - Per Capita,Goiás - PIB - Preços de Mercado,Goiás - Desemprego,Goiás - IDH Renda,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,60.8484951233818,112.663,0.7100301731246672,0.7464124328496571,2.062611004152844,931.3448480159668,1393.681055293932,23.97760458506669,17.309783214185565,69.93536817181256,1.3537976427999314,0.7784934371771451,11280.187962741522,4205965.513828239,0.2410876961408657,94895007.86319187,5567971.8784085885,14.063327973168333,84565885.22677536,8.122792555458215,0.7648195033093516,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,61.30438401227069,100.83,0.7103817939967154,0.7465243289572201,2.216127056590696,931.1106960066828,1410.502873468825,23.929384796365916,17.874917312704465,72.32914064343736,1.2743760881526751,0.7787813366057511,11328.258518297076,4233036.078838749,0.2387227789879889,95012686.33073616,5572936.576897149,14.066533742193371,84604225.71882834,8.117093330947506,0.7645322738368799,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,61.44954617443286,93.66,0.7107334148687636,0.7466362250647831,2.087465554554473,931.1020071669624,1380.18670887926,23.62236944457801,18.29763009891051,74.95320695577352,1.2088313145236391,0.7790692360343571,11374.585815594375,4260106.64384926,0.2360484270807546,95130364.79828043,5577901.2753857095,14.06973951121841,84642566.21088131,8.111394106436798,0.7642450443644084,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,61.898046174432864,85.349,0.711075713171077,0.7467374923410594,1.987913797810661,931.7614976339952,1381.976331331774,23.52368975144213,18.11033850215784,74.47666038912394,1.2738378452502024,0.7793061967027496,11419.07002612069,4250749.563369477,0.2344912952052325,95239127.24877334,5581154.349289851,14.072579714184895,84673875.20497093,8.109447323838696,0.7639714967846362,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,62.24871284109952,116.097,0.7114180114733903,0.7468387596173356,1.693468517892288,932.5720658548988,1387.9906171466107,23.03469116836502,17.173282230518748,72.6290400535298,1.3308975709699291,0.7795431573711421,11462.334128684792,4241392.482889693,0.2328499365694064,95347889.69926624,5584407.423193992,14.075419917151386,84705184.19906053,8.107500541240594,0.7636979492048639,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,61.96988784109952,120.197,0.7117603097757038,0.7469400268936119,1.3428795588703968,933.348325295581,1366.7834243016785,22.37638624147703,15.9410017963509,70.33307714283642,1.4304947259653282,0.7797801180395346,11503.341628684791,4232035.40240991,0.2317968514453383,95456652.1497591,5587660.497098133,14.078260120117871,84736493.19315015,8.105553758642493,0.7634244016250917,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,62.17513174353855,122.728,0.7121026080780172,0.7470412941698882,1.1613086030271815,934.1066498003862,1409.393770440191,22.06308206141293,14.105932392144991,65.12585557713778,1.5680493044559742,0.7800170787079271,11543.483579904305,4222678.321930127,0.2306953317098688,95565414.600252,5590913.571002275,14.08110032308436,84767802.18723975,8.103606976044391,0.7631508540453195,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,62.39032221972903,134.224,0.7124449063803305,0.7471425614461644,1.266276113298311,934.1974140773932,1501.8130621367652,22.253175401257863,12.194706833067444,58.9544930996188,1.6286109174112242,0.7802540393763197,11581.388103713827,4213321.241450343,0.2297528204885034,95674177.05074488,5594166.644906417,14.08394052605085,84799111.18132937,8.101660193446289,0.7628773064655472,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,62.61957803368251,132.814,0.712787204682644,0.7472438287224408,1.4942709275864112,933.627040619236,1539.2758271089035,22.904432971560286,12.021773090126048,56.47416899829311,1.6888975194292246,0.7804910000447123,11615.750661853364,4203964.16097056,0.228564756875612,95782939.50123776,5597419.718810557,14.086780729017336,84830420.17541897,8.099713410848187,0.762603758885775,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,62.5691462155007,138.662,0.7131295029849574,0.747345095998717,1.645338189189971,933.1470843519312,1564.97742611262,23.58101038011308,12.606181539204243,56.41151552798338,1.6876205486469948,0.7807279607131048,11648.376116398818,4194607.080490776,0.2275387357163885,95891701.95173064,5600672.792714698,14.089620931983823,84861729.16950859,8.097766628250085,0.7623302113060028,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
