,Paraná- custo m2 (R$),Paraná - IDH Renda,Paraná - Depósito Poupança (R$),Paraná - Desemprego,Paraná - Preço do Cimento,Precipitação (mm/day),Pressão Atmosférica (mB),Radiação Global - Dia (Kj/m²),Temperatura do Ar - Bulbo Seco (°C),Temperatura de Ponto de Orvalho (°C),Humidade Relativa do Ar (%),Velocidade do Vento (m/s),Paraná - IDH Longevidade,Paraná - Produção de Cimento (t),Paraná - IDH Educacao,Paraná - PIB - Estadual,Paraná - PIB - Construção Civil,Paraná - PIB - Per Capita,Paraná - PIB - Preços de Mercado,Paraná - IDH,Paraná - Consumo de Cimento (t),Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2005-4,13281.625976706782,0.7914512835288932,12917630.55989445,8.163413622874739,0.2881940441247706,2.01501850438383,914.4965298045744,998.409869929166,21.17938172043011,13.103171562980032,62.122433435739886,2.507076226155791,0.8278286809258839,332.62566728798555,0.7367383187769674,208725307.84081808,10873308.058913872,17.671510199375177,186513354.2396322,0.779528890560516,188.916,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,13333.876244099974,0.7911540435147776,12946616.228596866,8.155639380610522,0.2871895806449936,2.148914393736958,914.6512855984688,1014.7721256704616,19.371203917050696,12.385066655694535,66.73535403408677,2.23781871733822,0.8280727569961353,332.61564545828264,0.7370211161677015,208939051.35367227,10884038.876205098,17.676229313256606,186573046.59969535,0.779616511041896,184.994,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,13384.122470504004,0.7908568035006621,12975601.897299284,8.147865138346306,0.2862335670268205,1.8465081658530236,915.0051232492484,1006.7527459520368,17.70055473264575,11.709662711474758,70.89558254177248,2.160799412570962,0.8283168330663866,333.27538954479274,0.7373039135584357,209152794.8665264,10894769.693496324,17.68094842713803,186632738.95975855,0.779704131523276,192.629,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,13431.284660712196,0.7905595634865467,13004587.5660017,8.140090896082091,0.2848302596851017,1.9611974313897385,914.6343741547892,999.2432414582804,17.184894039197783,11.692367297503711,73.01135016352373,2.307176056382709,0.828560909136638,334.49611616368054,0.7375867109491699,209366538.3793806,10905500.51078755,17.68566754101946,186692431.31982175,0.779791752004656,184.723,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,13477.62193182655,0.7902623234724312,13033573.234704116,8.132316653817876,0.2838006976464811,1.9872051533974608,913.792593333174,1065.363159763291,17.111747962293173,11.943066075453148,74.49795828422104,2.485124186366173,0.8288049852068895,335.1872006003337,0.7378695083399042,209580281.8922348,10916231.328078778,17.690386654900887,186752123.67988497,0.7798793724860361,203.175,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,13523.43745719834,0.7899650834583157,13062558.903406534,8.12454241155366,0.2829540598299706,1.838850305573788,913.0003857591764,1048.9255737151566,16.365629446482956,11.655623980272734,75.86861449814191,2.4478647944957075,0.8290490612771408,336.72262413263286,0.7381523057306384,209794025.40508896,10926962.145370005,17.695105768782312,186811816.03994817,0.7799669929674161,169.242,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,13570.015253650692,0.7896678434442002,13091544.57210895,8.116768169289443,0.2819040778541897,1.9030505780721885,912.277149451071,1097.8156682119952,17.22347742147557,12.43119781232324,75.15186509508355,2.6415792327669085,0.8292931373473922,339.2451292830927,0.7384351031213725,210007768.91794315,10937692.962661233,17.69982488266374,186871508.40001136,0.7800546134487961,166.786,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,13615.806684604471,0.7893706034300847,13120530.240811368,8.108993927025228,0.2818396463629202,1.8642765092608595,911.8823012520688,1180.722403239512,17.746493867132276,12.774397884582102,73.94750745544174,2.6782661241491,0.8295372134176436,342.0022167715572,0.7387179005121067,210221512.4307973,10948423.779952455,17.70454399654517,186931200.76007456,0.7801422339301762,196.534,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,13661.911783245354,0.7890733634159692,13149515.909513785,8.101219684761013,0.2817825283873064,1.5015793737967869,911.7196650722703,1130.1353056949956,18.344767179958403,13.469579203619828,73.98555830018553,2.6084040817806207,0.8297812894878951,343.96740633704565,0.739000697902841,210435255.9436515,10959154.597243683,17.709263110426594,186990893.12013772,0.7802298544115562,177.285,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,13708.232790928794,0.7887761234018538,13178501.5782162,8.093445442496797,0.281734556702939,1.236927376644303,911.8897412105654,1118.1861868098258,19.23952286285256,14.362292836194896,74.31275954508901,2.704702927332601,0.8300253655581464,345.22362188006105,0.7392834952935752,210648999.4565057,10969885.41453491,17.713982224308022,187050585.48020092,0.7803174748929362,184.04,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,13754.44646672271,0.7884950389145019,13414785.798212258,8.091149961282541,0.2810853938585986,0.9969624954109833,912.3089267461,1100.647235093582,18.44453204264988,13.649953108422336,74.85292956636475,2.519250551901894,0.8302202253270936,347.28156272649164,0.7395548228792993,210848999.67661157,10982471.80386901,17.718855773893786,187107894.75087872,0.7803971927834211,154.356,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,13800.755276609088,0.78821395442715,13651070.018208316,8.088854480068285,0.2804366907725456,0.7906788457312226,913.0402105468344,1068.298901466307,17.61379543280319,12.96400068008205,75.75925970919502,2.3571094384062614,0.8304150850960408,350.4890646643102,0.7398261504650235,211048999.89671737,10995058.193203114,17.72372932347955,187165204.0215565,0.780476910673906,196.251,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,13848.62777753972,0.7879328699397983,13887354.238204377,8.086558998854027,0.2799941652386429,0.7726975912250944,913.7666292228434,1069.1847518920656,16.765887693517616,11.888122900868591,75.16748332385423,2.223880690339118,0.830609944864988,352.34699599803395,0.7400974780507477,211249000.11682323,11007644.582537215,17.728602873065313,187222513.29223427,0.780556628564391,162.619,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,13899.059309101587,0.7876517854524464,14123638.458200434,8.084263517639771,0.2795596036711856,0.8739155399430437,914.2926549451624,1050.214121046631,16.15662431241312,10.9335813601306,74.04226377636279,2.198330593907112,0.8308048046339351,355.5318391957112,0.7403688056364718,211449000.33692908,11020230.971871316,17.733476422651076,187279822.56291205,0.7806363464548759,197.991,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,13963.398482671437,0.7873707009650945,14359922.678196492,8.081968036425515,0.2791348634213224,1.197848749590539,914.4123682925964,1063.113942265441,16.01589274214376,10.571456952668544,73.41780102397642,2.2860223920225526,0.8309996644028823,358.0544970131519,0.740640133222196,211649000.5570349,11032817.361205418,17.73834997223684,187337131.83358985,0.7807160643453608,183.933,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,14030.979476110064,0.7870896164777428,14596206.898192553,8.079672555211257,0.2787218739501964,1.310623484467467,913.9806034493128,1099.606864586895,16.186923284543155,10.658976307533692,73.24516688512543,2.3142932389549364,0.8311945241718295,361.9244675751663,0.7409114608079201,211849000.7771408,11045403.75053952,17.7432235218226,187394441.1042676,0.7807957822358458,188.029,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,14098.37973044943,0.7868085319903909,14832491.118188608,8.077377073997,0.2789336085664954,1.3379234938656286,913.3557471688137,1115.1669977256715,16.535902831340966,11.215270137774125,74.12260478251133,2.410023897461753,0.8313893839407768,365.3958907874733,0.7411827883936443,212049000.99724665,11057990.139873622,17.748097071408363,187451750.37494537,0.7808755001263307,201.402,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
