,Paraná- custo m2 (R$),Paraná - IDH Renda,Paraná - Depósito Poupança (R$),Paraná - Desemprego,Paraná - Preço do Cimento,Precipitação (mm/day),Pressão Atmosférica (mB),Radiação Global - Dia (Kj/m²),Temperatura do Ar - Bulbo Seco (°C),Temperatura de Ponto de Orvalho (°C),Humidade Relativa do Ar (%),Velocidade do Vento (m/s),Paraná - IDH Longevidade,Paraná - Produção de Cimento (t),Paraná - IDH Educacao,Paraná - PIB - Estadual,Paraná - PIB - Construção Civil,Paraná - PIB - Per Capita,Paraná - PIB - Preços de Mercado,Paraná - IDH,Paraná - Consumo de Cimento (t),Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2004-6,12856.789804178869,0.7945472130244463,13110863.533741817,8.200026929122494,0.2993713475064954,1.6167657130435955,913.1303227780415,1129.788126109452,20.485088628269352,13.54943607982288,68.15678971094455,2.74789898650683,0.8250373004677605,334.619939474448,0.7338355745822965,206582699.4054685,10772970.505268632,17.638871329742614,186036722.34292772,0.7785962746956216,190.965,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,12905.677013481196,0.7942323259597025,13070836.3937483,8.19812827491462,0.2983468777515465,1.6589033090675391,913.180222103432,1115.287962817337,21.49780356196585,13.73315124215824,64.53454405073714,2.865849213282947,0.8253314650745275,334.95773017212235,0.7341290534426492,206797181.96215236,10782705.519807426,17.641511548026653,186079230.1738585,0.7786919538985866,193.647,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,12947.438831663016,0.7939174388949587,13030809.253754783,8.196229620706747,0.2971756080598287,1.7054762068451583,913.2435578935086,1099.0156909966445,22.530627789264653,13.916385524526556,60.8113187556351,2.981835867330503,0.8256256296812945,334.1510710812133,0.7344225323030018,207011664.5188362,10792440.53434622,17.644151766310692,186121738.00478917,0.7787876331015514,214.935,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,12986.305498329682,0.7936025518302149,12990782.113761269,8.194330966498875,0.2960242306254223,1.7546284751446657,913.3216436229092,1081.7493794850975,23.496462907278787,14.081000825844438,57.283761452049006,3.084360122422855,0.8259197942880615,333.03544885899106,0.7347160111633544,207226147.07552007,10802175.548885016,17.646791984594735,186164245.83571985,0.7788833123045164,197.495,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,13023.056585286202,0.793287664765471,12950754.97376775,8.192432312291002,0.2948934604618905,1.8045041827342712,913.415792766272,1064.2670971204209,24.308210513121253,14.208859045028502,54.24851976638944,3.1619231523333595,0.8262139588948285,332.64303581551286,0.735009490023707,207440629.63220397,10811910.563423809,17.649432202878774,186206753.66665053,0.7789789915074812,184.957,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,13057.148074647905,0.7929727777007272,12910727.833774231,8.19053365808313,0.2940325777236907,1.8532473983821875,913.527318798235,1047.3469127403375,24.878772203905044,14.281822080995363,52.00224132506697,3.203026130835373,0.8265081235015956,332.63373794317243,0.7353029688840595,207655112.1888878,10821645.577962603,17.652072421162813,186249261.4975812,0.7790746707104461,197.165,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,13088.840782981237,0.7926578906359834,12870700.693780717,8.188635003875257,0.2928955540453433,1.8990021908566252,913.6575351934364,1031.7668951825722,25.12104957674317,14.281751832661636,50.84157375449216,3.196170231702254,0.8268022881083626,332.6016754431723,0.7355964477444121,207869594.74557167,10831380.592501398,17.654712639446856,186291769.32851192,0.7791703499134109,183.387,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,13117.689966654703,0.7923430035712395,12830673.5537872,8.186736349667385,0.2916347211668679,1.9399126289257973,914.0,1018.3051132848484,25.1,14.1,50.0,3.2,0.8270964527151297,332.76400197378456,0.7358899266047647,208084077.30225557,10841115.607040191,17.657352857730896,186334277.1594426,0.7792660291163759,172.044,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,13173.820374137453,0.7920457635571241,12859659.222489616,8.17896210740317,0.2904319983141163,1.9741227813579143,913.8053897849462,1007.7396358848904,24.254314516129035,14.038306451612902,53.26733870967742,2.9513363607892265,0.827340528785381,332.2932762997802,0.7361727239954989,208297820.81510973,10851846.42433142,17.662071971612324,186393969.5195058,0.7793536495977559,188.841,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,13228.424636090023,0.7917485235430086,12888644.891192034,8.171187865138954,0.2892630601831311,1.999776716921188,914.0627740442054,1000.8485318204216,22.78764784946237,13.785285618279568,58.322894265232975,2.703110858190423,0.8275846048556325,333.57395653823727,0.7364555213862332,208511564.3279639,10862577.241622644,17.66679108549375,186453661.879569,0.779441270079136,200.253,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
