,Pará - IDH Educacao,Pará - Desemprego,Pará - Depósito Poupança (R$),Precipitação (mm/day),Pressão Atmosférica (mB),Radiação Global - Dia (Kj/m²),Temperatura do Ar - Bulbo Seco (°C),Temperatura de Ponto de Orvalho (°C),Humidade Relativa do Ar (%),Velocidade do Vento (m/s),Pará - Produção de Cimento (t),Pará - Consumo de Cimento (t),Pará - Preço de Cimento,Pará - IDH Longevidade,Pará- custo m2 (R$),Pará - IDH Renda,Pará - IDH,Pará - PIB - Estadual,Pará - PIB - Construção Civil,Pará - PIB - Per Capita,Pará - PIB - Preços de Mercado,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-1,0.6144609398439814,8.34854250959626,2208326.8442654,,,,,,,,49.61856,84.701,0.312867444312669,0.748453268555103,10387.404,0.6489773520196852,0.6695643379567419,77760914.28509438,4250430.443856791,9.22037367936359,68512688.76315014,384683.0938712437,7330309.193826131,231.51074798216845,2097000.9864067405,1.0365342950716354,3.656420434634564,0.9696488878423896,0.7240323223220154,-5331.049150116268,11.520142924731228,126.45980915464608,177206913.03714657,169.24766508395643,1.6114984011933968
2003-2,0.6147182918484335,8.342554245476785,2222363.576154937,,,,,,,,49.65809846153847,80.221,0.3126570762033482,0.7487759721339307,10470.519384615383,0.6490370364962375,0.6697638128842065,77871814.07814074,4255475.613307242,9.225492897721184,68563647.58004242,385266.2039276414,7335910.173263511,208.71015703269052,2000522.7967193644,0.9934494214635804,3.654696592424286,0.9507826970690516,0.6902970479188117,-5318.079644051534,11.189861881849811,126.58181336832098,177388401.60938227,170.1768096658525,1.4503889427633918
2003-3,0.6149756438528857,8.336565981357312,2236400.308044475,,,,,,,,49.90687623931625,76.122,0.3117360722189299,0.7490986757127583,10546.359384615384,0.6490967209727896,0.6699632878116712,77982713.8711871,4260520.782757694,9.23061211607878,68614606.3969347,385305.059559777,7341511.152700892,227.70484146326487,1963277.563715221,0.9730199952886446,3.654265631871717,0.9383319190618296,0.6696806488591152,-5436.417870121553,10.82079163233486,126.70381758199588,177569890.18161798,171.13571268536208,1.870184311511264
2003-4,0.6152329958573379,8.330577717237837,2250437.0399340126,,,,,,,,49.86430481074482,76.544,0.310492885676828,0.749421379291586,10614.915813186812,0.6491564054493417,0.6701627627391359,78093613.66423346,4265565.9522081455,9.235731334436377,68665565.21382698,385752.0526974837,7347112.132138272,278.1210725338106,1954186.9673829167,0.940488752580393,3.653595248789941,0.9264010581332036,0.6604937853917251,-5707.015273535643,10.417840426092068,126.8258217956708,177751378.75385368,172.11690429852618,1.3552874765398468
2003-5,0.61549034786179,8.324589453118362,2264473.77182355,,,,,,,,50.179753086606894,83.445,0.3091281325516204,0.7497440828704136,10682.772020083365,0.649216089925894,0.6703622376666005,78204513.45727982,4270611.121658597,9.240850552793972,68716524.03071925,387164.02245145215,7352713.111575652,344.8276329403539,1975492.815967628,0.9174932274418915,3.650265742856423,0.9516834453474324,0.6483369045565663,-5599.317940972945,9.959689613256948,126.976217268469,177932867.32608938,173.07227137831447,1.5855384957135032
2003-6,0.6157476998662421,8.318601188998889,2278510.503713088,,,,,,,,50.82941975327356,82.978,0.3074300199996927,0.7500667864492413,10745.783353416698,0.6492757744024462,0.6705617125940653,78315413.25032619,4275656.291109049,9.245969771151568,68767482.84761153,388761.2150297872,7358314.091013032,403.3358108738256,1998603.3336101088,0.9127593777790712,3.6467914899304974,0.9096671663294,0.6327588982490451,-5720.383331634745,9.432414860416127,127.12661274126718,178114355.8983251,174.08403528043308,1.7078914536714904
2003-7,0.6160050518706943,8.312612924879414,2292547.2356026247,,,,,,,,51.708839108112265,93.037,0.3056031624379335,0.750389490028069,10807.415288900567,0.6493354588789984,0.6707611875215299,78426313.04337254,4280701.4605595,9.251088989509164,68818441.66450381,391151.2474962479,7363915.070450412,458.988731857359,2015092.1149275475,0.9100665913481976,3.64252033160977,0.8904414926874215,0.6380135035998685,-5884.375046061743,8.822929754380787,127.27700821406538,178295844.4705608,175.11686754427973,1.5982839320937383
2003-8,0.6162624038751465,8.306624660759939,2306583.9674921622,,,,,,,,52.14724535811226,89.827,0.3036483517750568,0.7507121936068967,10866.93716390057,0.6493951433555505,0.6709606624489945,78537212.8364189,4285746.630009953,9.256208207866758,68869400.4813961,394602.69250520703,7369516.049887793,511.35366509461136,2025274.426403531,0.8898926477529421,3.637477796639721,0.8702308928724296,0.6346344548960355,-5959.855464930735,8.332469749880811,127.78581374211151,178477333.0427965,176.1781190591966,1.7218082520903182
2003-9,0.6165197558795986,8.300636396640465,2320620.6993817,,,,,,,,52.75324535811226,93.27,0.3013582347365923,0.7510348971857244,10924.604739658143,0.6494548278321027,0.6711601373764593,78648112.62946527,4290791.799460405,9.261327426224351,68920359.29828838,399908.58800029097,7375117.029325173,553.8427506830036,2031413.005992216,0.8665147784673063,3.631689413765834,0.844478552685211,0.6323269495840285,-6014.809970017429,7.939983702859978,128.29461927015768,178658821.6150322,177.28690599934166,1.6351282376087797
2003-10,0.6167771078840507,8.29464813252099,2334657.4312712373,,,,,,,,53.321039475759314,100.67,0.2989293917724773,0.7513576007645519,10987.143857305204,0.649514512308655,0.6713596123039239,78759012.42251162,4295836.968910856,9.266446644581947,68971318.11518064,405807.0561010996,7380718.008762553,592.2047551147313,2157686.7340271496,0.8493838484375612,3.625180711733593,0.8421829305905358,0.629038170305887,-6121.266757398654,7.604976000172705,128.80342479820382,178840310.1872679,178.40644498164465,1.8119435424411887
2003-11,0.6170344598885029,8.288659868401515,2348694.163160775,,,,,,,,53.8321537614736,92.924,0.2965665807762888,0.7516803043433796,11040.63871444806,0.6495741967852071,0.6715590872313886,78869912.21555798,4300882.138361308,9.271565862939545,69022276.93207292,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,0.6172918118929551,8.282671604282042,2362730.8950503124,,,,,,,,54.25623709480694,98.571,0.294274655814366,0.7520030079222073,11089.68871444806,0.6496338812617592,0.6717585621588533,78980812.00860435,4305927.307811759,9.27668508129714,69073235.7489652,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,0.6175491638974072,8.276683340162567,2376767.62693985,3.435609747813074,1008.7098239556296,8423.84368002827,25.85463945278705,23.33822068888271,86.74303798201706,0.9453610106908912,54.61534520291504,110.204,0.2918501474114441,0.752325711501035,11138.50033606968,0.6496935657383115,0.671958037086318,79091711.8016507,4310972.477262211,9.281804299654736,69124194.56585748,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,0.6178167487705227,8.274846223876596,2381975.447619116,3.1887309599342784,1008.8908738361554,8744.735213077147,26.29535331180736,23.37755611301652,84.98697466063115,0.9574234360194456,55.219003097651886,76.354,0.2899184899436136,0.7526062795931584,11186.492178174944,0.6497458240561007,0.6721444726836964,79190762.84888156,4314122.166853284,9.28537634361933,69160817.56247368,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,0.6180843336436384,8.273009107590623,2387183.268298381,2.681265897406534,1009.1340557626082,11436.20524081396,27.048530391973188,23.28182462139901,81.20014034410336,1.0451246868049882,55.083362072010864,77.171,0.2874728866503619,0.7528868476852819,11233.515767918534,0.6497980823738899,0.6723309082810748,79289813.89611243,4317271.856444357,9.288948387583924,69197440.55908987,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,0.6183519185167539,8.271171991304652,2392391.0889776475,2.249142345282982,1009.3874122665002,13719.902686816233,27.54244239225717,23.147245547834107,78.32696042697522,1.130874309234605,55.52303707201086,80.72,0.2853270472280765,0.7531674157774053,11277.778267918537,0.6498503406916791,0.6725173438784532,79388864.94334328,4320421.54603543,9.292520431548516,69234063.55570607,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,0.6186195033898695,8.26933487501868,2397598.909656913,1.7241006918038546,1009.8814884647612,15839.026101389236,27.965128511407396,22.99772295908697,75.69683822904253,1.2380685074513105,55.75915902323037,82.088,0.2832827963102954,0.7534479838695287,11322.06143865024,0.6499025990094683,0.6727037794758316,79487915.99057415,4323571.235626504,9.296092475513111,69270686.55232227,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,0.618887088262985,8.267497758732707,2402806.730336179,1.5200019821695427,1010.0440567377613,17154.933844170046,27.761209662857254,22.817441486093067,75.8166904748526,1.2202698272768155,56.07830188037323,98.315,0.2815460755742272,0.7537285519616521,11363.896914840718,0.6499548573272576,0.67289021507321,79586967.037805,4326720.925217576,9.299664519477703,69307309.54893845,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,0.6191546731361006,8.265660642446736,2408014.551015445,1.9303635738829923,1009.6668537240058,16517.153724507516,27.46547743705313,22.909529746277887,77.45207330389051,1.1700362752123483,56.4097669966523,108.105,0.2793107825839589,0.7540091200537755,11403.368775305831,0.6500071156450469,0.6730766506705885,79686018.08503586,4329870.61480865,9.3032365634423,69343932.54555465,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,0.6194222580092161,8.263823526160765,2413222.371694711,2.178961040963493,1009.356779672408,16066.362210515008,27.54621419445821,22.985334232881367,77.51811433792399,1.0957219007366787,56.66890336028867,108.975,0.2773913494952418,0.754289688145899,11441.490820760378,0.6500593739628361,0.6732630862679669,79785069.13226673,4333020.304399723,9.306808607406891,69380555.54217085,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,0.6196898428823316,8.261986409874792,2418430.1923739766,3.1600750093387244,1008.7940452012996,15311.11968717064,27.663406865082493,23.02422354870293,77.2816286980635,1.0125544751114022,57.117614471399776,110.773,0.2753820176511049,0.7545702562380224,11483.55282076038,0.6501116322806253,0.6734495218653453,79884120.17949758,4336169.993990796,9.310380651371489,69417178.53878704,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,0.6199574277554473,8.260149293588821,2423638.0130532426,3.7705604581072074,1008.3752659346364,14614.618720688166,27.80283683333356,23.154365277127024,77.20192777493439,1.0051203382567149,57.80174490618238,110.954,0.2732809969555607,0.7548508243301458,11525.396516412557,0.6501638905984145,0.6736359574627238,79983171.22672845,4339319.683581869,9.31395269533608,69453801.53540324,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,0.6202250126285628,8.25831217730285,2428845.8337325086,3.811790956027038,1008.209527943438,14018.892310026578,27.75143282816824,23.16646492844963,77.55192023796417,0.9860677718766564,58.61476618277813,117.382,0.2715072950559684,0.7551313924222693,11564.68438875298,0.6502161489162037,0.6738223930601022,80082222.27395931,4342469.373172943,9.317524739300676,69490424.53201944,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,0.6204925975016784,8.256475061016877,2434053.654411774,4.122247344085312,1008.219519138999,13419.250198520624,27.282826838683565,23.242904776767624,79.94887009841193,0.9724923224664084,59.27097451611146,112.122,0.2696641676266764,0.7554119605143927,11601.342722086314,0.6502684072339929,0.6740088286574806,80181273.32119018,4345619.062764015,9.321096783265268,69527047.52863562,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,0.6207601823747939,8.254637944730906,2439261.47509104,3.4476887649557746,1008.2301247309886,12845.626658553438,26.84657546740268,23.370507990126423,82.42156062807325,0.935466595155246,59.39205614876452,115.365,0.2681760420563741,0.7556925286065161,11634.318232290398,0.6503206655517821,0.674195264254859,80280324.36842103,4348768.7523550885,9.324668827229862,69563670.52525182,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,0.6210380723165944,8.247460312573752,2455537.186518046,3.0978694631560244,1008.3995688447532,12422.432014870144,26.77405080222361,23.454524921476573,83.10337837821443,0.9125072278611808,59.754086682412776,90.229,0.266651727724613,0.7559317215396669,11690.1291349902,0.6503657076499663,0.6743691791212252,80376265.66058558,4352206.817049332,9.328586002207778,69600987.07536355,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,0.6213159622583948,8.240282680416598,2471812.897945052,2.934493146922005,1008.5922657137036,12032.163939841725,27.116279227157374,23.386108841493268,81.30323688495398,0.9045625474854389,60.31402521753267,87.897,0.2651005981638225,0.7561709144728176,11745.368109487645,0.6504107497481503,0.6745430939875914,80472206.95275015,4355644.881743575,9.332503177185696,69638303.62547526,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,0.6215938522001953,8.233105048259445,2488088.609372057,2.750528261612962,1008.7441385128895,12668.17051634975,27.61904546033566,23.17197600837273,78.22414518903018,0.9759469537208268,60.79629356402687,96.273,0.2641488537953509,0.7564101074059684,11800.474205913606,0.6504557918463344,0.6747170088539576,80568148.2449147,4359082.946437818,9.33642035216361,69675620.17558698,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,0.6218717421419957,8.22592741610229,2504364.3207990634,2.714599370179038,1009.0199845677538,13530.812577785367,28.09631715927488,22.988970479489332,75.33602874894159,1.0742788252209787,61.42464027327753,97.686,0.2634071388589942,0.7566493003391191,11855.254173112116,0.6505008339445185,0.6748909237203238,80664089.53707926,4362521.0111320615,9.340337527141529,69712936.7256987,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,0.6221496320837961,8.218749783945137,2520640.0322260694,2.8221463336407977,1009.2445860074452,14093.247645923911,28.301261060256603,22.745648185933558,73.38319180753497,1.1530966186994138,61.89627062402591,108.413,0.2626781389877162,0.7568884932722698,11908.629727255558,0.6505458760427025,0.67506483858669,80760030.82924381,4365959.075826305,9.344254702119445,69750253.27581042,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
