,Pará - IDH Educacao,Pará - Desemprego,Pará - Depósito Poupança (R$),Precipitação (mm/day),Pressão Atmosférica (mB),Radiação Global - Dia (Kj/m²),Temperatura do Ar - Bulbo Seco (°C),Temperatura de Ponto de Orvalho (°C),Humidade Relativa do Ar (%),Velocidade do Vento (m/s),Pará - Produção de Cimento (t),Pará - Consumo de Cimento (t),Pará - Preço de Cimento,Pará - IDH Longevidade,Pará- custo m2 (R$),Pará - IDH Renda,Pará - IDH,Pará - PIB - Estadual,Pará - PIB - Construção Civil,Pará - PIB - Per Capita,Pará - PIB - Preços de Mercado,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2005-7,0.6224275220255966,8.211572151787983,2536915.743653075,3.300534134486475,1009.3457939032484,15339.34825678698,28.147440024933903,22.63053164713063,73.5482601778863,1.2451913602351776,62.31445125404125,107.399,0.2621729985589003,0.7571276862054206,11961.817612435942,0.6505909181408867,0.6752387534530562,80855972.12140837,4369397.140520548,9.34817187709736,69787569.82592213,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,0.6227054119673969,8.20439451963083,2553191.455080081,3.4516338745673067,1009.0069293084928,15399.78452519208,27.90168079375618,22.696199468613635,74.7915781489438,1.2678369244031766,62.80932088967247,131.49,0.2616948319491241,0.7573668791385714,12014.593782304011,0.6506359602390708,0.6754126683194225,80951913.41357292,4372835.205214791,9.352089052075277,69824886.37603386,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,0.6229833019091974,8.197216887473676,2569467.1665070867,3.850829822108448,1008.5445035955725,14921.282120475658,27.649403632476247,22.93073832573892,76.59753605094105,1.240793380968375,63.40185304337778,112.652,0.2630835356261459,0.757606072071722,12074.579631659184,0.6506810023372548,0.6755865831857887,81047854.70573747,4376273.2699090345,9.356006227053191,69862202.92614558,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,0.6232611918509978,8.190039255316522,2585742.8779340927,3.862101860895808,1008.0968180513264,14525.13183699014,27.766010085445675,23.51394820746227,78.17356116303029,1.1901926496181656,63.87064095532198,108.883,0.2655677254402184,0.7578452650048728,12135.418711087776,0.6507260444354389,0.6757604980521549,81143795.99790204,4379711.334603278,9.359923402031107,69899519.4762573,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,0.6235390817927983,8.182861623159368,2602018.5893610986,3.4670157517645133,1007.84295473015,13799.776615380206,27.847189462644085,24.03968802933541,80.02940636082022,1.1447167119153627,64.99820425082326,106.626,0.2661113649028254,0.7580844579380236,12191.826769328236,0.650771086533623,0.6759344129185211,81239737.29006658,4383149.3992975205,9.363840577009023,69936836.02636902,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,0.6238169717345987,8.175683991002215,2618294.300788104,3.439464769109868,1007.973620700911,12971.426459394386,27.67966745359362,24.47035553306732,82.61482249718743,0.998818135457136,66.07712364856508,102.069,0.2665102380482649,0.7583236508711743,12250.121219427834,0.650816128631807,0.6761083277848873,81335678.58223115,4386587.463991764,9.36775775198694,69974152.57648073,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,0.6240948616763992,8.168506358845061,2634570.01221511,3.279363108891857,1008.254254034455,12672.047686722668,27.530289450489622,24.6493351320886,84.28600116052165,0.8441599552650121,67.08367235374382,93.022,0.2671681070734465,0.758562843804325,12309.17820932538,0.6508611707299912,0.6762822426512535,81431619.8743957,4390025.528686008,9.371674926964856,70011469.12659246,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,0.624383128886906,8.166511526108438,2673619.380670072,3.289574056218805,1008.7251865301122,12432.123772760302,27.14565722814981,24.444706868607444,85.51107572372568,0.7093489765119401,67.7353524996791,77.429,0.2682970450257322,0.7587614219062346,12369.733880208149,0.6508992065477279,0.6764441553856815,81519676.60746151,4393908.878896828,9.375076437965438,70043055.6764366,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,0.6246713960974127,8.164516693371816,2712668.749125033,3.385297204866611,1009.3401453356367,12333.284664904524,26.77198095052072,24.21291513651749,86.13603208322786,0.5687943993235204,68.3347269772715,89.122,0.2691619134967959,0.7589600000081443,12428.432690453725,0.6509372423654648,0.6766060681201095,81607733.34052731,4397792.229107648,9.37847794896602,70074642.22628075,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,0.6249596633079195,8.162521860635193,2751718.1175799947,3.344220458184445,1009.7877117483348,13436.030941643054,26.677612004106276,23.90575091483578,85.2172389664438,0.5619246959653609,69.34134666921558,84.446,0.2707269956773354,0.7591585781100539,12487.182219485054,0.6509752781832017,0.6767679808545375,81695790.07359311,4401675.579318468,9.3818794599666,70106228.7761249,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,0.6252479305184263,8.16052702789857,2790767.4860349568,3.427516487185088,1010.0647887960308,14300.906202918037,26.710923237395008,23.588675798267683,83.699612922851,0.6562597932889551,70.34680196711773,88.899,0.2734902599314019,0.7593571562119636,12547.228830741517,0.6510133140009384,0.6769298935889656,81783846.80665892,4405558.929529289,9.38528097096718,70137815.32596903,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,0.6255361977289331,8.158532195161948,2829816.8544899183,3.547152638632792,1010.1432399007244,15138.217168509262,26.81414450706031,23.288288845848157,81.934432183434,0.7766663281896244,71.55226406801339,95.124,0.2771679632706081,0.7595557343138732,12610.29224690664,0.6510513498186752,0.6770918063233936,81871903.53972474,4409442.279740109,9.38868248196776,70169401.87581317,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,0.6258244649394399,8.156537362425325,2868866.22294488,3.5021470912599946,1009.7394110795418,16107.783874582696,27.009405583493763,23.04553583614314,80.06789629693723,0.9313650610603362,72.97103880653665,98.14,0.2809561650603302,0.7597543124157828,12676.200723071252,0.651089385636412,0.6772537190578216,81959960.27279054,4413325.629950929,9.392083992968342,70200988.42565732,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,0.6261127321499467,8.154542529688703,2907915.591399841,4.029224014336917,1009.2337103546272,16022.719278113593,27.09037855017808,22.94859997900269,79.31247972426983,1.0275229083094506,74.33673823122817,101.739,0.2852754585802561,0.7599528905176925,12746.342395474629,0.6511274214541489,0.6774156317922496,82048017.00585634,4417208.980161749,9.395485503968924,70232574.97550146,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
2006-9,0.6264009993604535,8.15254769695208,2946964.959854803,4.177630560417887,1008.917586629511,15426.788372270094,27.06816556106721,22.92314559929202,79.30412198622368,1.0747905268914877,75.81983690206367,108.266,0.290026154684032,0.7601514686196021,12818.637529652471,0.6511654572718857,0.6775775445266776,82136073.73892215,4421092.330372569,9.398887014969503,70264161.52534561,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217
2006-10,0.6266892665709602,8.150552864215458,2986014.328309765,4.279797704520515,1008.5087292241508,14952.603547675664,27.0439166486596,23.020360158539766,79.85065601335032,1.10627594749457,77.43012715575068,113.029,0.2947739942153162,0.7603500467215119,12898.301299221695,0.6512034930896224,0.6777394572611057,82224130.47198796,4424975.6805833895,9.402288525970086,70295748.07518974,702426.9953394711,7573543.98180037,222.68985059654605,3137629.6446888424,0.6272259685547825,3.126495376005314,0.6494765821002537,0.4308949403404751,-8753.077264130869,3.820865481468113,150.62091571199022,184872928.63563767,243.1082823431769,1.3883378064077412
