Ano,Paraíba
2014,0.6505893727483166
2015,0.6626634834959443
2016,0.6612692547228484
2017,0.6611119142431074
2018,0.6592129973561172
2019,0.6580505425703095
2020,0.6567824100767014
2021,0.6561262655382197
2022,0.6564104714962397
