Ano,Paraíba - IDH Longevidade
2008,0.7762717358051294
2009,0.7788592632372809
2010,0.7808506385057259
2011,0.7822580198712643
2012,0.783041771043771
2013,0.7832952519640853
2014,0.7830698562944257
2015,0.7824090109856279
2016,0.7948014445716283
2017,0.7941470304417763
2018,0.7929785786637559
2019,0.7912493585422792
2020,0.7889993002279408
2021,0.7865446911577536
2022,0.7872305721720949
