Ano,Paraíba - IDH Educacao
2008,0.6183115014329266
2009,0.6226393713510423
2010,0.6267234087913887
2011,0.6305659981574703
2012,0.6342305979797981
2013,0.6369998144781146
2014,0.6414164656846242
2015,0.6432845044916761
2016,0.6557210347849285
2017,0.655604765219922
2018,0.6542051984217331
2019,0.6538602164600725
2020,0.6533020543200792
2021,0.6515113319855409
2022,0.6499214530751355
