Ano,Amazonas - Longevidade
2014,0.7617642094381313
2015,0.7710486359475438
2016,0.7705076028518658
2017,0.7695537485656718
2018,0.7681495438898238
2019,0.7662540478798078
2020,0.7639135067779722
2021,0.7621783710305151
2022,0.7638309502151074
