Ano,Amazonas - IDH Educacao
2014,0.7016297365109428
2015,0.7142024456286348
2016,0.7167663043221469
2017,0.7178359683514332
2018,0.7165483291106542
2019,0.7165072681207137
2020,0.7148261106771423
2021,0.7118103025568825
2022,0.7110657846075082
