Ano,Amazonas - IDH Renda
2014,0.6663973894991583
2015,0.6594477545320632
2016,0.6582157322167961
2017,0.6585989806001412
2018,0.6573807061092449
2019,0.6575971339373581
2020,0.6575605097498453
2021,0.6576114651816494
2022,0.6591215983799811
