Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s)
2014,38.21751133396795,1004.43196454223,1277.3249035720426,28.055466376333143,22.412377976397,73.34747154785443,1.5246215597936155
2015,38.739112623250016,1004.5176449417671,1275.202119997839,28.150076015293603,22.434009054326168,72.95206459903996,1.509930031525777
2016,39.68920323535515,1004.5900704023339,1250.2916960625005,27.93621057551731,22.456139418092572,73.78502737425079,1.4508429299924472
2017,39.5214341382334,1004.6910763095424,1227.047962114929,27.873459380135206,22.39705321119399,73.76059856889722,1.4167184607412686
2018,41.39683316047581,1004.7871548106746,1200.2613260172175,27.86421596147554,22.349567828419243,73.58437454745665,1.3816462877985394
2019,42.69412600828103,1004.7623140853498,1153.201551392047,27.753354744874187,22.383858943975227,74.22048354834354,1.341209218106516
2020,41.1683670695408,1004.7219669998044,1102.3004165092677,27.56539185508008,22.396202633226576,75.06564663641636,1.3092759887121823
2021,40.47229947872441,1004.652725949276,1090.057669448506,27.575623367714808,22.299416949647917,74.6099701108259,1.3040817712899464
2022,40.5025820248282,1004.593121567104,1096.634990342904,27.680371053377183,22.221445950602007,73.87582782998876,1.3133076138448012
