Ano,Amazonas - IDH
2014,0.7083249397622055
2015,0.7130642263305403
2016,0.7132518832696804
2017,0.7134565999305603
2018,0.7121344726515204
2019,0.7116012428925678
2020,0.7102922649737102
2021,0.7087733799713202
2022,0.7095709599687129
