Ano,Piauí - IDH Educacao
2014,0.6528268930555557
2015,0.6690004372474747
2016,0.6713641133608816
2017,0.6740335782118709
2018,0.6748548125947682
2019,0.6752052501033835
2020,0.6736784546582366
2021,0.6712855868998946
2022,0.668857003890794
