Ano,Piauí - IDH Longevidade
2014,0.7453439982112794
2015,0.7548361135885369
2016,0.7540939420965856
2017,0.7530115731962752
2018,0.7515580798504822
2019,0.7496997234732532
2020,0.7473996983344581
2021,0.7455269436375906
2022,0.747302120331917
