Ano,Piauí - IDH Renda
2014,0.6360237604166666
2015,0.6509478986742424
2016,0.6493977076446281
2017,0.6488884083395943
2018,0.6485146272795573
2019,0.647652320668608
2020,0.6468025316384816
2021,0.6456936708783435
2022,0.6453930955036475
