Ano,Distrito Federal - IDH
2014,0.8322526377314814
2015,0.8349002082281143
2016,0.8347093180670339
2017,0.833591983345855
2018,0.8328276181954783
2019,0.8317210380314308
2020,0.8292411323979245
2021,0.8292630535250086
2022,0.830650603845464
