Ano,Distrito Federal - IDH Renda
2014,0.8438569153198653
2015,0.83666804372513
2016,0.8357287749728691
2017,0.8357041181522209
2018,0.8351317652569683
2019,0.8350528348257835
2020,0.8345121834463093
2021,0.8351951092141555
2022,0.8364855736881697
