Ano,Distrito Federal - IDH Educacao
2014,0.8061812529145623
2015,0.8118913435271273
2016,0.8139723747568662
2017,0.8132425906438541
2018,0.8147191897932953
2019,0.8153300252290493
2020,0.8129054820680538
2021,0.811805980437877
2022,0.8113337968413202
