,Santa Catarina - IDH,Santa Catarina - value,Santa Catarina - IDH Renda,Santa Catarina - Desemprego,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Santa Catarina - IDH Longevidade,Santa Catarina - IDH Educacao,Santa Catarina - Consumo de Cimento (t),Santa Catarina - Produção de Cimento (t),Santa Catarina - PIB - Estadual,Santa Catarina - PIB - Construção Civil,Santa Catarina - PIB - Per Capita,Santa Catarina - PIB - Preços de Mercado,Santa Catarina- custo m2 (R$),Santa Catarina - Depósito Poupança (R$),Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,0.7986229324384138,0.3223416956322949,0.8038672710110906,8.19785889314025,2.6921919925931337,1014.7430780336608,1387.3502006283938,23.876229566588417,19.040683745246405,74.96907699011781,2.255841636468828,0.8565343036111626,0.7548169745498498,139.013,18.41307627807526,133684144.34966972,6675530.29970204,19.796257166333778,122838646.46181642,12079.527825034,8364119.682012309,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,0.7987084369352395,0.3230528411646739,0.8035475360616005,8.191984213528404,2.7206943013715,1014.8450044131972,1376.9444277636774,23.86284081717273,19.025974705655333,74.94692782730051,2.238402080444454,0.8568956379604903,0.7550239671394343,119.17,18.39004850029748,133851904.6311736,6679247.003876901,19.803366053339644,122903907.6905522,12136.870325034,8400334.960351879,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,0.7987939414320652,0.3237089787475182,0.8032278011121102,8.186109533916555,2.7852619887421364,1014.3059723731558,1367.8957691980886,23.831217756185183,19.07393302617682,75.29881935454344,2.2264529185550272,0.857256972309818,0.7552309597290188,135.344,18.446994446243423,134019664.91267753,6682963.708051763,19.81047494034551,122969168.919288,12192.655189898866,8436550.23869145,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,0.7988733096893726,0.3241045143680648,0.8029289153683417,8.184061550734455,2.4335388665035502,1017.1171566367988,1275.2096531266602,22.83789965276855,17.981385623825666,74.6795025906255,2.198041218431475,0.8575675753506915,0.7554323430194789,127.693,18.410126025190795,134172786.006011,6686265.293304482,19.81624212925044,123021285.39710446,12246.678610951498,8431468.8879486,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,0.79895267794668,0.3244420703816137,0.8026300296245731,8.182013567552357,2.2557261755722418,1018.149103076773,1163.0205722775183,21.781808496957566,17.107169867120685,75.3580346787481,2.1582287982526758,0.857878178391565,0.7556337263099392,151.57,18.475382435447205,134325907.09934452,6689566.8785572015,19.82200931815536,123073401.8749209,12298.538867361753,8426387.53720575,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,0.7990320462039875,0.3245160767300536,0.8023311438808045,8.179965584370256,1.985212096522902,1019.0645696666348,1088.6982086061116,20.788048896343128,16.218421787243575,75.69280810424733,2.1590256492511397,0.8581887814324386,0.7558351096003993,137.044,18.393982435447203,134479028.192678,6692868.4638099205,19.827776507060285,123125518.35273734,12346.761617361752,8421306.186462902,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,0.7991114144612949,0.3247290135462565,0.8020322581370359,8.177917601188156,1.6565236503816934,1020.4627753813922,1049.5614088245736,19.19381040019821,14.576418924390746,75.12038567515346,2.086539001087348,0.8584993844733121,0.7560364928908595,134.493,18.38376292325208,134632149.28601152,6696170.04906264,19.833543695965208,123177634.83055378,12397.21015394712,8416224.835720053,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,0.7991907827186023,0.3246751621733867,0.8017333723932674,8.175869618006057,1.5388226751392846,1020.4797847679564,1040.3425091616548,18.04422148714091,13.550800858408932,75.3188064464022,1.900975228959004,0.8588099875141856,0.7562378761813198,150.25,18.42545339944256,134785270.37934503,6699471.634315359,19.83931088487013,123229751.30837023,12441.685392042356,8411143.484977204,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,0.7992701509759097,0.3245527641500092,0.8014344866494988,8.173821634823957,1.34882054516827,1021.2767769936812,1040.610154468374,17.09547889843694,12.523254095259636,74.5843333655909,1.6966255127107015,0.8591205905550592,0.7564392594717799,149.578,18.49724409711698,134938391.4726785,6702773.2195680775,19.845078073775056,123281867.78618668,12484.097950181893,8406062.134234354,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,0.7993495192332172,0.3243601068930896,0.8011356009057302,8.171773651641857,1.256041717672312,1021.9012071494652,1086.1588211439537,16.345186640671546,11.701258173056091,73.89813804962309,1.4417434655551549,0.8594311935959327,0.7566406427622401,164.042,18.62228955166243,135091512.56601202,6706074.804820797,19.850845262679982,123333984.26400311,12524.112495636438,8400980.783491505,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,0.7994288874905247,0.3240953562248893,0.8008367151619616,8.169725668459758,0.973492876578586,1022.122538415872,1054.2946335865367,15.869269575178487,11.225044732389238,73.68589683737375,1.2913348867464087,0.8597417966368062,0.7568420260527003,148.187,18.579956218329094,135244633.6593455,6709376.390073516,19.85661245158491,123386100.74181958,12560.239606747546,8395899.432748657,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,0.799508255747832,0.3237566352625025,0.8005378294181931,8.167677685277658,0.7473108078872883,1024.0572175084312,1040.8108391866604,17.07284787346957,12.392793857243566,73.73833832179824,1.5042434092874666,0.8600523996776797,0.7570434093431605,151.102,18.5809562183291,135397754.75267902,6712677.975326235,19.86237964048983,123438217.21963602,12593.450041530155,8390818.082005806,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,0.7995876240051395,0.323142191525617,0.8002389436744245,8.165629702095558,0.538197588986634,1026.1544232962526,1024.0635684268177,18.58390058418852,13.87415668038413,73.90319617268501,1.776760251655576,0.8603630027185531,0.7572447926336207,154.958,18.53123281407378,135550875.84601253,6715979.560578955,19.86814682939476,123490333.69745246,12624.128764934409,8385736.731262958,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,0.7996669922624469,0.3226585693480002,0.7999400579306559,8.16358171891346,0.3664400730116952,1028.4620256029364,1006.0790798506696,20.41800257611951,15.684570752859562,74.18963304740815,2.1246197925270645,0.8606736057594268,0.7574461759240809,135.844,18.34898281407378,135703996.93934602,6719281.145831674,19.87391401829968,123542450.1752689,12651.682306601078,8380655.380520109,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,0.7997463605197543,0.3221170392645652,0.7996411721868874,8.161533735731359,0.2000000000000004,1031.06766662966,988.883632001878,22.582107290539657,17.821645898641037,74.54730964884163,2.543660493352873,0.8609842088003002,0.7576475592145411,134.837,18.304411385502352,135857118.03267953,6722582.731084393,19.879681207204605,123594566.65308537,12676.627000478633,8375574.02977726,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,0.799819785454334,0.3217293751080849,0.7993617759885467,8.154276659665005,0.240118343195267,1030.203011127777,974.5034834241,22.972590970704815,18.26818313343361,74.96164810262816,2.5937519508307263,0.8612449869209808,0.7578428476205404,136.495,18.25646467908403,136001270.38079613,6726679.283446195,19.885571607803737,123644406.12610042,12728.907094365948,8391445.241504434,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,0.7998932103889136,0.3212996250660597,0.7990823797902061,8.14701958359865,0.3151183431952668,1028.3461328021217,964.9648926609988,22.838266978302386,18.27634762672639,75.74807377515972,2.5405146538874943,0.8615057650416615,0.7580381360265398,154.807,18.324351085407567,136145422.72891277,6730775.835807995,19.891462008402872,123694245.59911548,12778.20005516149,8407316.45323161,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,0.7999666353234931,0.321036204741184,0.7988029835918655,8.139762507532296,0.4370231051000288,1026.2293750748163,962.2941182562332,21.986476793053537,17.47546091285483,76.07794702812576,2.448238497369092,0.8617665431623421,0.758233424432539,146.582,18.293176216576708,136289575.0770294,6734872.388169796,19.897352409002004,123744085.07213056,12825.467785376131,8423187.664958784,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,0.8000400602580727,0.3207395790646393,0.7985235873935249,8.132505431465944,0.7468647103811945,1023.0872017036944,975.6943745691584,20.945021514610826,16.51286267371794,76.50839906541215,2.376868688419028,0.8620273212830227,0.7584287128385384,149.537,18.220981015145803,136433727.425146,6738968.940531597,19.90324280960114,123793924.54514565,12879.223894924606,8439058.87668596,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,0.8001134851926524,0.3204101775840795,0.7982441911951843,8.12524835539959,0.93792709645143,1021.7806450194556,980.271851817065,19.875106638394637,15.49232598234023,76.76878681175968,2.33741698324091,0.8622880994037034,0.7586240012445378,165.664,18.393365221989704,136577879.77326262,6743065.492893398,19.90913321020027,123843764.0181607,12928.646413464565,8454930.088413134,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,0.8001869101272319,0.3202567227654439,0.7979647949968438,8.117991279333236,1.1764155139868162,1020.47192593812,1003.2610515525148,19.486159537957437,15.106012837946867,76.79849982615204,2.437217565555677,0.862548877524384,0.7588192896505371,162.223,18.45243754189845,136722032.12137926,6747162.045255199,19.9150236107994,123893603.49117576,12976.86315347133,8470801.30014031,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,0.8002603350618115,0.3200798202535734,0.7976853987985032,8.110734203266881,1.3538428395501427,1018.7948050021216,1070.6718357522705,19.829656499414217,15.407756394641384,76.6633336748067,2.5997704673685558,0.8628096556450646,0.7590145780565365,165.871,18.552764793944892,136866184.4694959,6751258.597616999,19.920914011398537,123943442.96419084,13024.876291727074,8486672.511867484,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,0.8003337599963911,0.3198801203726349,0.7974060026001626,8.103477127200527,1.3826179519464996,1017.4991073934488,1146.0784369906871,20.298726858226377,15.65073852374412,75.70274829642527,2.6639292468498232,0.8630704337657453,0.7592098664625359,146.298,18.62950561235964,137010336.8176125,6755355.149978801,19.92680441199767,123993282.43720593,13072.355010610492,8502543.72359466,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,0.8004071849309707,0.3196583196673792,0.797126606401822,8.096220051134175,1.5918595027315094,1015.8373410736044,1263.5690619161471,21.576478095468083,16.77144812387299,75.12816125301599,2.748468121169786,0.8633312118864259,0.7594051548685352,151.753,19.08119228544828,137154489.1657291,6759451.702340601,19.932694812596804,124043121.91022098,13120.046838784663,8518414.935321834,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,0.8004806098655504,0.3194151624497064,0.7968472102034814,8.08896297506782,1.7421690959581504,1014.5092420953652,1345.459889466077,22.52682194807985,17.528496805493145,74.40752242501415,2.66868782060775,0.8635919900071065,0.7596004432745345,160.162,19.46953342845589,137298641.51384574,6763548.254702402,19.938585213195932,124092961.38323604,13167.743320114854,8534286.14704901,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,0.8005540348001299,0.3191513556500617,0.7965678140051408,8.081705899001467,1.7963206273416996,1013.664172194334,1371.9976330272038,23.37684139107662,18.23334044014594,73.8567475362745,2.5340089934461814,0.8638527681277872,0.7597957316805338,150.421,19.72582847234121,137442793.86196238,6767644.807064203,19.94447561379507,124142800.85625112,13216.699962871608,8550157.358776184,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,0.8006274597347095,0.3188676518640493,0.7962884178068002,8.074448822935112,1.9173758967590584,1013.4015808786802,1370.923804798102,23.61844204803699,18.52297620782167,74.10109514982764,2.3250691534787604,0.8641135462484678,0.7599910200865332,154.694,20.055252553403328,137586946.21007898,6771741.359426004,19.9503660143942,124192640.3292662,13266.452404460128,8566028.57050336,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,0.8006951342633517,0.3185647676419376,0.7960271514935939,8.072390708249547,1.871858353885966,1013.9795463961487,1309.6747433635685,22.7399706925668,17.611577762057046,73.81698662817402,2.173310545191103,0.864325405837217,0.760179728022735,136.733,20.33644149436577,137716201.52546886,6775866.730391135,19.95512117501349,124232646.20255215,13317.406021083829,8704474.390268737,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,0.8007628087919939,0.3184517115863024,0.7957658851803876,8.070332593563982,1.6923904032641257,1015.2847705649682,1235.668135275874,21.808359855611418,16.724143040432384,73.83997272749163,2.1074466997234187,0.864537265425966,0.760368435958937,166.126,20.65022344271628,137845456.8408587,6779992.101356268,19.95987633563277,124272652.07583812,13368.270253943672,8842920.210034117,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,0.8008304833206361,0.3183294593659899,0.7955046188671813,8.068274478878417,1.5504683984639285,1016.4287431276932,1166.6511602973546,20.60997349985787,15.580353685597233,73.99710947689913,2.0280682262647045,0.864749125014715,0.7605571438951388,137.965,21.07836305510953,137974712.15624857,6784117.4723214,19.96463149625206,124312657.94912411,13420.850486322894,8981366.029799495,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,0.8008981578492782,0.3186113651340703,0.795243352553975,8.066216364192853,1.4031881766997587,1017.0880226010128,1126.1013090169283,19.73029375545421,14.368715646275565,72.57371234218412,2.1946344375110107,0.8649609846034642,0.7607458518313408,163.144,21.44788102693937,138103967.47163844,6788242.843286532,19.969386656871343,124352663.82241008,13485.767402015976,9119811.849564873,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,0.8009658323779204,0.3188946784317807,0.7949820862407688,8.064158249507287,1.2669222031544918,1017.37390642649,1117.5564382306904,19.33248276443812,13.847479199627823,72.06084187326903,2.275067420592042,0.8651728441922133,0.7609345597675427,151.967,21.83586302905544,138233222.78702828,6792368.214251664,19.97414181749063,124392669.69569606,13549.570407078609,9258257.669330252,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,0.8010335069065626,0.3193889542737888,0.7947208199275625,8.062100134821723,1.2388298967299505,1017.0371134312852,1150.348421977126,19.306034181008854,13.724716226466294,71.6656920994195,2.3702229152783434,0.8653847037809623,0.7611232677037445,158.404,22.354687715374077,138362478.10241815,6796493.585216796,19.978896978109915,124432675.56898203,13615.619693099756,9396703.48909563,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
