,Santa Catarina - IDH,Santa Catarina - value, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Santa Catarina - Desemprego,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Santa Catarina - Consumo de Cimento (t),Santa Catarina - Produção de Cimento (t),Santa Catarina - PIB - Estadual,Santa Catarina - PIB - Construção Civil,Santa Catarina - PIB - Per Capita,Santa Catarina - PIB - Preços de Mercado
2003-11,0.7986229324384138,0.3223416956322949,0.6315074373857803,-6097.745583517717,7.313008932848318,1.6375042967189617,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,8.19785889314025,2.6921919925931337,1014.7430780336608,1387.3502006283938,23.876229566588417,19.040683745246405,74.96907699011781,2.255841636468828,139.013,18.41307627807526,133684144.34966972,6675530.29970204,19.796257166333778,122838646.46181642
2003-12,0.7987084369352395,0.3230528411646739,0.6292469617617195,-6082.10009002275,7.034262103245153,1.7623760541706297,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,8.191984213528404,2.7206943013715,1014.8450044131972,1376.9444277636774,23.86284081717273,19.025974705655333,74.94692782730051,2.238402080444454,119.17,18.39004850029748,133851904.6311736,6679247.003876901,19.803366053339644,122903907.6905522
2004-1,0.7987939414320652,0.3237089787475182,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,8.186109533916555,2.7852619887421364,1014.3059723731558,1367.8957691980886,23.831217756185183,19.07393302617682,75.29881935454344,2.2264529185550272,135.344,18.446994446243423,134019664.91267753,6682963.708051763,19.81047494034551,122969168.919288
2004-2,0.7988733096893726,0.3241045143680648,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,8.184061550734455,2.4335388665035502,1017.1171566367988,1275.2096531266602,22.83789965276855,17.981385623825666,74.6795025906255,2.198041218431475,127.693,18.410126025190795,134172786.006011,6686265.293304482,19.81624212925044,123021285.39710446
2004-3,0.79895267794668,0.3244420703816137,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,8.182013567552357,2.2557261755722418,1018.149103076773,1163.0205722775183,21.781808496957566,17.107169867120685,75.3580346787481,2.1582287982526758,151.57,18.475382435447205,134325907.09934452,6689566.8785572015,19.82200931815536,123073401.8749209
2004-4,0.7990320462039875,0.3245160767300536,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,8.179965584370256,1.985212096522902,1019.0645696666348,1088.6982086061116,20.788048896343128,16.218421787243575,75.69280810424733,2.1590256492511397,137.044,18.393982435447203,134479028.192678,6692868.4638099205,19.827776507060285,123125518.35273734
2004-5,0.7991114144612949,0.3247290135462565,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,8.177917601188156,1.6565236503816934,1020.4627753813922,1049.5614088245736,19.19381040019821,14.576418924390746,75.12038567515346,2.086539001087348,134.493,18.38376292325208,134632149.28601152,6696170.04906264,19.833543695965208,123177634.83055378
2004-6,0.7991907827186023,0.3246751621733867,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,8.175869618006057,1.5388226751392846,1020.4797847679564,1040.3425091616548,18.04422148714091,13.550800858408932,75.3188064464022,1.900975228959004,150.25,18.42545339944256,134785270.37934503,6699471.634315359,19.83931088487013,123229751.30837023
2004-7,0.7992701509759097,0.3245527641500092,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,8.173821634823957,1.34882054516827,1021.2767769936812,1040.610154468374,17.09547889843694,12.523254095259636,74.5843333655909,1.6966255127107015,149.578,18.49724409711698,134938391.4726785,6702773.2195680775,19.845078073775056,123281867.78618668
2004-8,0.7993495192332172,0.3243601068930896,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,8.171773651641857,1.256041717672312,1021.9012071494652,1086.1588211439537,16.345186640671546,11.701258173056091,73.89813804962309,1.4417434655551549,164.042,18.62228955166243,135091512.56601202,6706074.804820797,19.850845262679982,123333984.26400311
2004-9,0.7994288874905247,0.3240953562248893,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,8.169725668459758,0.973492876578586,1022.122538415872,1054.2946335865367,15.869269575178487,11.225044732389238,73.68589683737375,1.2913348867464087,148.187,18.579956218329094,135244633.6593455,6709376.390073516,19.85661245158491,123386100.74181958
2004-10,0.799508255747832,0.3237566352625025,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,8.167677685277658,0.7473108078872883,1024.0572175084312,1040.8108391866604,17.07284787346957,12.392793857243566,73.73833832179824,1.5042434092874666,151.102,18.5809562183291,135397754.75267902,6712677.975326235,19.86237964048983,123438217.21963602
2004-11,0.7995876240051395,0.323142191525617,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,8.165629702095558,0.538197588986634,1026.1544232962526,1024.0635684268177,18.58390058418852,13.87415668038413,73.90319617268501,1.776760251655576,154.958,18.53123281407378,135550875.84601253,6715979.560578955,19.86814682939476,123490333.69745246
2004-12,0.7996669922624469,0.3226585693480002,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,8.16358171891346,0.3664400730116952,1028.4620256029364,1006.0790798506696,20.41800257611951,15.684570752859562,74.18963304740815,2.1246197925270645,135.844,18.34898281407378,135703996.93934602,6719281.145831674,19.87391401829968,123542450.1752689
2005-1,0.7997463605197543,0.3221170392645652,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,8.161533735731359,0.2000000000000004,1031.06766662966,988.883632001878,22.582107290539657,17.821645898641037,74.54730964884163,2.543660493352873,134.837,18.304411385502352,135857118.03267953,6722582.731084393,19.879681207204605,123594566.65308537
2005-2,0.799819785454334,0.3217293751080849,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,8.154276659665005,0.240118343195267,1030.203011127777,974.5034834241,22.972590970704815,18.26818313343361,74.96164810262816,2.5937519508307263,136.495,18.25646467908403,136001270.38079613,6726679.283446195,19.885571607803737,123644406.12610042
2005-3,0.7998932103889136,0.3212996250660597,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,8.14701958359865,0.3151183431952668,1028.3461328021217,964.9648926609988,22.838266978302386,18.27634762672639,75.74807377515972,2.5405146538874943,154.807,18.324351085407567,136145422.72891277,6730775.835807995,19.891462008402872,123694245.59911548
2005-4,0.7999666353234931,0.321036204741184,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,8.139762507532296,0.4370231051000288,1026.2293750748163,962.2941182562332,21.986476793053537,17.47546091285483,76.07794702812576,2.448238497369092,146.582,18.293176216576708,136289575.0770294,6734872.388169796,19.897352409002004,123744085.07213056
2005-5,0.8000400602580727,0.3207395790646393,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,8.132505431465944,0.7468647103811945,1023.0872017036944,975.6943745691584,20.945021514610826,16.51286267371794,76.50839906541215,2.376868688419028,149.537,18.220981015145803,136433727.425146,6738968.940531597,19.90324280960114,123793924.54514565
2005-6,0.8001134851926524,0.3204101775840795,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,8.12524835539959,0.93792709645143,1021.7806450194556,980.271851817065,19.875106638394637,15.49232598234023,76.76878681175968,2.33741698324091,165.664,18.393365221989704,136577879.77326262,6743065.492893398,19.90913321020027,123843764.0181607
2005-7,0.8001869101272319,0.3202567227654439,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,8.117991279333236,1.1764155139868162,1020.47192593812,1003.2610515525148,19.486159537957437,15.106012837946867,76.79849982615204,2.437217565555677,162.223,18.45243754189845,136722032.12137926,6747162.045255199,19.9150236107994,123893603.49117576
2005-8,0.8002603350618115,0.3200798202535734,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,8.110734203266881,1.3538428395501427,1018.7948050021216,1070.6718357522705,19.829656499414217,15.407756394641384,76.6633336748067,2.5997704673685558,165.871,18.552764793944892,136866184.4694959,6751258.597616999,19.920914011398537,123943442.96419084
2005-9,0.8003337599963911,0.3198801203726349,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,8.103477127200527,1.3826179519464996,1017.4991073934488,1146.0784369906871,20.298726858226377,15.65073852374412,75.70274829642527,2.6639292468498232,146.298,18.62950561235964,137010336.8176125,6755355.149978801,19.92680441199767,123993282.43720593
2005-10,0.8004071849309707,0.3196583196673792,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,8.096220051134175,1.5918595027315094,1015.8373410736044,1263.5690619161471,21.576478095468083,16.77144812387299,75.12816125301599,2.748468121169786,151.753,19.08119228544828,137154489.1657291,6759451.702340601,19.932694812596804,124043121.91022098
2005-11,0.8004806098655504,0.3194151624497064,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,8.08896297506782,1.7421690959581504,1014.5092420953652,1345.459889466077,22.52682194807985,17.528496805493145,74.40752242501415,2.66868782060775,160.162,19.46953342845589,137298641.51384574,6763548.254702402,19.938585213195932,124092961.38323604
2005-12,0.8005540348001299,0.3191513556500617,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,8.081705899001467,1.7963206273416996,1013.664172194334,1371.9976330272038,23.37684139107662,18.23334044014594,73.8567475362745,2.5340089934461814,150.421,19.72582847234121,137442793.86196238,6767644.807064203,19.94447561379507,124142800.85625112
2006-1,0.8006274597347095,0.3188676518640493,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,8.074448822935112,1.9173758967590584,1013.4015808786802,1370.923804798102,23.61844204803699,18.52297620782167,74.10109514982764,2.3250691534787604,154.694,20.055252553403328,137586946.21007898,6771741.359426004,19.9503660143942,124192640.3292662
2006-2,0.8006951342633517,0.3185647676419376,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,8.072390708249547,1.871858353885966,1013.9795463961487,1309.6747433635685,22.7399706925668,17.611577762057046,73.81698662817402,2.173310545191103,136.733,20.33644149436577,137716201.52546886,6775866.730391135,19.95512117501349,124232646.20255215
2006-3,0.8007628087919939,0.3184517115863024,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,8.070332593563982,1.6923904032641257,1015.2847705649682,1235.668135275874,21.808359855611418,16.724143040432384,73.83997272749163,2.1074466997234187,166.126,20.65022344271628,137845456.8408587,6779992.101356268,19.95987633563277,124272652.07583812
2006-4,0.8008304833206361,0.3183294593659899,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,8.068274478878417,1.5504683984639285,1016.4287431276932,1166.6511602973546,20.60997349985787,15.580353685597233,73.99710947689913,2.0280682262647045,137.965,21.07836305510953,137974712.15624857,6784117.4723214,19.96463149625206,124312657.94912411
2006-5,0.8008981578492782,0.3186113651340703,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,8.066216364192853,1.4031881766997587,1017.0880226010128,1126.1013090169283,19.73029375545421,14.368715646275565,72.57371234218412,2.1946344375110107,163.144,21.44788102693937,138103967.47163844,6788242.843286532,19.969386656871343,124352663.82241008
2006-6,0.8009658323779204,0.3188946784317807,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,8.064158249507287,1.2669222031544918,1017.37390642649,1117.5564382306904,19.33248276443812,13.847479199627823,72.06084187326903,2.275067420592042,151.967,21.83586302905544,138233222.78702828,6792368.214251664,19.97414181749063,124392669.69569606
2006-7,0.8010335069065626,0.3193889542737888,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,8.062100134821723,1.2388298967299505,1017.0371134312852,1150.348421977126,19.306034181008854,13.724716226466294,71.6656920994195,2.3702229152783434,158.404,22.354687715374077,138362478.10241815,6796493.585216796,19.978896978109915,124432675.56898203
2006-8,0.8011011814352048,0.31969173366407,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,8.060042020136157,1.2898334814065309,1016.4563346625712,1163.5464824210255,19.551469725064734,13.982165963487526,71.7411098166152,2.5172983611230983,171.917,22.84496207493034,138491733.41780803,6800618.9561819285,19.9836521387292,124472681.442268
2006-9,0.801168855963847,0.3200046240063349,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,8.057983905450591,1.2609358960665995,1015.811363305774,1205.9049229358727,20.37810901488621,15.127402049510126,73.0745859535155,2.49219553070209,161.126,23.23183294275213,138620988.73319787,6804744.32714706,19.988407299348488,124512687.31555398
2006-10,0.8012365304924891,0.3203293029406501,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,8.055925790765027,1.254904004511485,1014.6313021021488,1256.662294389243,21.576620138222115,16.395311534977186,73.44569941915233,2.537080959642542,170.225,23.635993692230148,138750244.04858774,6808869.698112192,19.99316245996777,124552693.18883996
2006-11,0.8013042050211313,0.3208716022810205,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,8.053867676079461,1.420320635722386,1013.8879110169464,1302.558340921173,22.5277451016072,17.371092212142113,73.67357077424253,2.5704011729146714,158.829,23.80725976312609,138879499.3639776,6812995.069077324,19.997917620587057,124592699.06212594
2006-12,0.8013718795497735,0.3218456718882736,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,8.051809561393897,1.7400369265847129,1013.3425963358768,1356.5077020237638,23.537059082690323,18.439858749968348,74.01020690182986,2.476430389243319,139.348,24.178158272290425,139008754.67936745,6817120.440042457,20.002672781206343,124632704.9354119
2007-1,0.8014395540784157,0.3226454086748098,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,8.049751446708331,1.7207427308012275,1013.4770204349032,1335.8565357020746,23.793655444143138,18.79267130471891,74.48815467171194,2.2437407581798285,155.54,24.64952920000913,139138009.99475732,6821245.811007588,20.00742794182563,124672710.80869788
2007-2,0.8015016711179109,0.3232684366219577,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,8.047348387548142,1.7881556937176686,1014.0850998185866,1245.799449309334,23.2919821676486,18.515040550720023,75.51283520946436,2.077298446642504,143.95,25.03281731867253,139246864.59663087,6820432.075686,20.01039204839871,124697699.60119602
2007-3,0.8015637881574061,0.3239120909385673,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,8.044945328387955,1.5804730154729327,1014.2461879882488,1139.1723447740571,22.713809708860907,17.85574508799414,75.16849694485397,2.0457824999241137,162.835,25.669497984786588,139355719.19850442,6819618.340364412,20.013356154971795,124722688.39369418
2007-4,0.8016259051969014,0.3243735698339246,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,8.042542269227766,1.408945950867601,1015.1580394070978,1035.282106480529,21.081436910449025,16.370936991890296,75.77146695100029,1.966279422033659,151.579,26.12752139089636,139464573.80037796,6818804.6050428245,20.01632026154488,124747677.18619232
2007-5,0.8016880222363966,0.3246457609582663,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,8.040139210067577,1.5436321943430116,1016.0509224297512,940.2951131308326,19.67205027660333,15.255806360410942,77.03495280656682,2.12062602327033,154.226,26.72697741486207,139573428.40225154,6817990.869721238,20.01928436811796,124772665.97869048
2007-6,0.8017501392758918,0.3247254789560954,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,8.03773615090739,1.5749141027259328,1016.81514203396,957.9557409044194,19.19220952480822,14.935923436305218,77.73943423760893,2.222227181541432,171.583,27.226895708733828,139682283.0041251,6817177.13439965,20.02224847469104,124797654.77118862
2007-7,0.8018122563153871,0.3248135463310345,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,8.035333091747201,1.7359410702606264,1017.4345967639302,991.907450429626,18.88540290968208,15.013999121362623,79.40457924457455,2.202191117711148,173.115,27.500131024789837,139791137.60599864,6816363.399078062,20.02521258126412,124822643.56368676
2007-8,0.8018743733548823,0.3247024610976792,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,8.032930032587013,1.6826689301881874,1016.9531775384086,1070.3168850601803,19.5237363780825,15.572961274011258,79.04467183541287,2.3927431469451577,197.102,27.677451299950874,139899992.20787218,6815549.663756474,20.02817668783721,124847632.35618491
2007-9,0.8019364903943775,0.3245927190740896,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,8.030526973426825,1.694623840457391,1015.8270596046224,1189.0241970216423,20.63905981500656,16.513929641084726,78.33273461526339,2.4596892183764303,183.864,27.72117959599182,140008846.80974573,6814735.928434886,20.031140794410287,124872621.14868309
2007-10,0.8019986074338727,0.3244848129251396,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,8.028123914266637,2.0648694557587404,1014.7196709728838,1243.6662753103487,21.484802252776827,17.2300881055668,77.77781567279824,2.5133864320359107,211.654,28.131968860963905,140117701.4116193,6813922.193113299,20.03410490098337,124897609.9411812
2007-11,0.802060724473368,0.3245833127875429,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,8.025720855106448,2.3578383310437,1013.8722628814356,1329.8034650350585,22.276809842073217,17.920293068244835,77.40346420539633,2.509376355375806,208.967,28.21188266862749,140226556.01349285,6813108.457791711,20.03706900755645,124922598.73367935
2007-12,0.8021228415128632,0.3248928668760701,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,8.02331779594626,2.5475668744416877,1013.5204271470292,1347.921238074007,23.01355075167558,18.749589955388284,77.90209609030435,2.3923157640558625,167.424,28.197726530671808,140335410.6153664,6812294.722470123,20.040033114129532,124947587.52617753
2008-1,0.8021849585523584,0.3250100405745602,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,8.020914736786072,2.770892130901208,1013.3319124487864,1318.671124774088,22.974796512725582,18.74323203305889,78.08733769375362,2.2855455675605025,188.733,28.274295878801,140444265.21723995,6811480.987148535,20.042997220702617,124972576.31867568
2008-2,0.802241711019497,0.3251353954462032,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,8.023333147293442,2.577013918325823,1013.6357925674636,1304.153480187959,22.41674269732656,18.172260274620744,78.02738845865203,2.137837502435752,187.477,28.41307227319688,140524068.03223917,6814089.959578094,20.04308489080723,124981134.5634266
2008-3,0.8022984634866357,0.3252694898911882,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,8.025751557800815,2.283599111981459,1014.5244512281388,1218.1424299768476,21.26992036575629,17.080803482537608,78.2203211242786,2.001369034664896,197.396,28.76451371766281,140603870.84723842,6816698.932007652,20.04317256091184,124989692.80817752
2008-4,0.8023552159537743,0.325408628223941,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,8.028169968308186,2.007680814849952,1015.613908585348,1157.0549493258638,20.2012834596265,16.099433064757097,78.56234482344848,1.9111973052741733,216.309,29.001580866131118,140683673.66223764,6819307.90443721,20.04326023101645,124998251.05292846
2008-5,0.8024119684209131,0.3257571826904298,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,8.030588378815558,1.640739169576797,1016.6391303836584,1109.8049641467378,19.329904738779263,15.317531548036053,78.86174420347145,1.935893585265016,226.47,29.12962612758053,140763476.47723687,6821916.876866768,20.043347901121063,125006809.2976794
2008-6,0.8024687208880518,0.325698934069131,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,8.033006789322929,1.4984088449766282,1017.3993646390188,1075.2759448228535,18.72870515330323,14.76821258248709,79.01793544914715,2.005078568423932,224.222,29.36239643575688,140843279.29223612,6824525.849296327,20.04343557122567,125015367.54243033
2008-7,0.8025254733551904,0.3256337147964239,0.4017041211332135,-7372.476799457021,2.8193033709764,0.9469908098354584,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,8.0354251998303,1.4509972101944246,1017.5627697678644,1054.6021252295277,18.89852547113508,15.081161066299634,79.67157249299679,2.1287203809783466,262.822,29.64803997466916,140923082.10723534,6827134.821725884,20.043523241330284,125023925.78718126
2008-8,0.8025822258223291,0.3255570772560694,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9812442861378704,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,8.037843610337672,1.6590832741021295,1017.1909653745832,1039.556301899446,19.12234870268188,15.420476024021278,80.19700747497527,2.218276288874641,248.86,29.79786349016497,141002884.92223457,6829743.794155443,20.043610911434897,125032484.03193218
2008-9,0.8026389782894677,0.3256767781457021,0.393954511741958,-7785.307445305803,2.665912474404139,1.0935181371164024,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,8.040262020845043,2.108364630033877,1016.5156706805066,1121.9888118319418,19.797882172179488,16.02483291536786,79.89486382558948,2.2954254308649564,254.899,29.99622882516976,141082687.73723382,6832352.766585002,20.043698581539505,125041042.2766831
2008-10,0.8026957307566065,0.3262006996587503,0.4032616547632046,-7703.954458964581,2.598260780235978,0.94244302845466,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,8.042680431352416,2.1510428996430178,1015.4563897719428,1174.0053670223358,20.853893635705585,17.080259283966804,80.03527307649958,2.3261198239120877,249.48,30.287502210525226,141162490.55223304,6834961.739014559,20.04378625164412,125049600.52143404
2008-11,0.8027524832237452,0.326728687346875,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.062701899829496,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,8.045098841859787,2.3497597441674203,1014.4674845980684,1242.5922316977856,21.859112458425663,17.969803625573412,79.55414247080729,2.3196999286629905,190.635,30.532390139470024,141242293.36723226,6837570.711444118,20.04387392174873,125058158.76618496
2008-12,0.8028092356908838,0.3272563829604638,0.4155686208661097,-7673.72643892393,2.504755709594416,1.101310555483456,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,8.04751725236716,2.54486924222912,1013.6336693719304,1322.4341273031107,22.77205963602552,18.671772340797705,78.65418249325334,2.3040872535482686,206.284,31.03418871857908,141322096.18223152,6840179.683873676,20.04396159185334,125066717.0109359
2009-1,0.8028659881580225,0.3277749689007125,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7501827891642874,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,8.04993566287453,2.621059702540798,1013.7859877973824,1299.8565091630612,23.097594972642536,18.985106877251845,78.66885218515209,2.236353202615675,210.285,31.328924033809468,141401898.99723074,6842788.656303234,20.04404926195795,125075275.25568683
2009-2,0.802917568969595,0.3280837354359351,0.4330860958676656,-8362.130172448553,2.419211323171128,0.8379855344167224,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,8.046919419603302,2.6584217968323176,1014.0911665475602,1250.9473584543864,22.85306997162124,18.760415366000704,78.6933112590456,2.13745989112479,199.963,31.591809642662533,141708539.78069472,6847351.954693767,20.0481159403574,125151806.7045594
2009-3,0.8029691497811676,0.3285901701056081,0.4381030668091561,-8556.283355305572,2.384914975903917,0.7389127280648995,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,8.043903176332075,2.496857300560153,1014.9965168033832,1201.3554138564202,21.732691453098163,17.58511018379417,78.37077471405472,2.0420803619526664,231.075,31.866503363560287,142015180.56415868,6851915.2530843,20.05218261875685,125228338.15343194
2009-4,0.8030207305927402,0.3290938043743232,0.45007711682254,-8805.162211693303,2.3630365952461503,0.72952096312357,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,8.040886933060847,2.1764662696466908,1016.168158218322,1096.0263764440265,20.2589318662898,16.25146451466771,78.8716665366884,1.971317472677104,223.196,32.013727963127096,142321821.34762266,6856478.551474834,20.056249297156302,125304869.60230447
2009-5,0.8030723114043128,0.3298023805894334,0.450431778065969,-8667.302626906909,2.3525692667827225,0.7956723216115966,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,8.037870689789619,1.7411449681395792,1016.783557884191,1045.7909798137412,19.16007139180316,15.310181248328243,79.50327698424529,1.9285787534488084,227.301,32.31034442378487,142628462.13108665,6861041.849865367,20.060315975555756,125381401.05117704
